cohort_name,modality,device,task,feature_set,model,seed,threshold_type,threshold,n_subjects,n_positive,n_negative,auroc,auprc,balanced_accuracy,macro_f1,sensitivity,specificity,accuracy,brier_score,ece,positive_prediction_rate,auroc_fold_mean,auroc_fold_std,auprc_fold_mean,auprc_fold_std,balanced_accuracy_fold_mean,balanced_accuracy_fold_std,macro_f1_fold_mean,macro_f1_fold_std,sensitivity_fold_mean,sensitivity_fold_std,specificity_fold_mean,specificity_fold_std,accuracy_fold_mean,accuracy_fold_std,brier_score_fold_mean,brier_score_fold_std,ece_fold_mean,ece_fold_std,positive_prediction_rate_fold_mean,positive_prediction_rate_fold_std
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc_demographics,random_forest,20260707,inner_cv,0.45,1422,553,869,0.5543629579841726,0.44624003238208876,0.5426598717737958,0.5379771997554089,0.5226039783001808,0.5627157652474108,0.5471167369901547,0.23918214053412884,0.05981720537999742,0.4704641350210971,0.5563061017979367,0.04425789124722854,0.4566523924972211,0.03658521654171843,0.5431396269667721,0.02543079591618109,0.5345836780216915,0.020096364077167587,0.5241374558554066,0.11851690412700043,0.5621417980781376,0.08606895976739326,0.5471816812648365,0.021103812272708244,0.2391483567697396,0.004775703243814091,0.07281945666006522,0.02825181993577621,0.47132347665282,0.09682034859992626
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,hist_gradient_boosting,20260707,fixed_0_5,0.5,1514,585,929,0.5836070400117762,0.4317173414114059,0.567076996678719,0.5467206533649247,0.652991452991453,0.48116254036598494,0.547556142668428,0.24412877187183293,0.11101797935686705,0.570673712021136,0.5884332180365945,0.015719102193769464,0.4375867220903108,0.010712343723323648,0.5674705682501651,0.014763819961868837,0.5439611491738034,0.029950453653964478,0.6537768784159464,0.08314278050557151,0.4811642580843837,0.09324182014421976,0.5475633614610864,0.02892208006563231,0.24413276022911717,0.0006509108370018235,0.11107732437070186,0.007228074088136971,0.5708862272401573,0.0881592047190967
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,hist_gradient_boosting,20260707,inner_cv,0.5,1514,585,929,0.5836070400117762,0.4317173414114059,0.567076996678719,0.5467206533649247,0.652991452991453,0.48116254036598494,0.547556142668428,0.24412877187183293,0.11101797935686705,0.570673712021136,0.5884332180365945,0.015719102193769464,0.4375867220903108,0.010712343723323648,0.5674705682501651,0.014763819961868837,0.5439611491738034,0.029950453653964478,0.6537768784159464,0.08314278050557151,0.4811642580843837,0.09324182014421976,0.5475633614610864,0.02892208006563231,0.24413276022911717,0.0006509108370018235,0.11107732437070186,0.007228074088136971,0.5708862272401573,0.0881592047190967
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,logistic_regression,20260707,fixed_0_5,0.5,1514,585,929,0.5898319118986504,0.44260174980835854,0.5740130459183204,0.5616414004072875,0.611965811965812,0.5360602798708288,0.5653896961690885,0.2420328307725797,0.10996934167125622,0.5211360634081902,0.5919570699953106,0.014470091267109594,0.45050787701231415,0.01285031596464311,0.5744583306721928,0.016584156444008655,0.5615814085737549,0.012936509999631913,0.6128015961571194,0.04320055963506574,0.5361150651872661,0.018447912448300935,0.5654728747425116,0.011967600146511412,0.24202189414291836,0.0014104472875764193,0.11004256742189085,0.009790901884069156,0.5212925411592568,0.02508555216320275
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,logistic_regression,20260707,inner_cv,0.45,1514,585,929,0.5898319118986504,0.44260174980835854,0.5723570055109345,0.5264978230207886,0.7658119658119659,0.3789020452099031,0.5284015852047557,0.2420328307725797,0.10996934167125622,0.6770145310435931,0.5919570699953106,0.014470091267109594,0.45050787701231415,0.01285031596464311,0.5726162767257317,0.017063257889708933,0.5257935342168042,0.008957580040717833,0.7664944745982816,0.0634524566734016,0.3787380788531817,0.03553729594549484,0.5284869398394029,0.009330468944907199,0.24202189414291836,0.0014104472875764193,0.11004256742189085,0.009790901884069156,0.677325311129447,0.04528765537875952
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,random_forest,20260707,fixed_0_5,0.5,1514,585,929,0.592416254956621,0.4497783441577521,0.5630252178153148,0.5438536652984192,0.6427350427350428,0.48331539289558667,0.5449141347424042,0.24181885268539127,0.10694994093517163,0.5653896961690885,0.5956455681209666,0.019160453368037976,0.45486540841931794,0.01505173657846195,0.5633088124580153,0.018683216463137375,0.5424912499737388,0.01612282559224214,0.6436236927208426,0.07682967278905777,0.4829939321951879,0.05606735837913193,0.5449076429633519,0.015997204571609296,0.241826934303398,0.0025821235770053155,0.11071222972852808,0.009212771793054566,0.5658816947746024,0.06208051105847272
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,random_forest,20260707,inner_cv,0.5,1514,585,929,0.592416254956621,0.4497783441577521,0.5630252178153148,0.5438536652984192,0.6427350427350428,0.48331539289558667,0.5449141347424042,0.24181885268539127,0.10694994093517163,0.5653896961690885,0.5956455681209666,0.019160453368037976,0.45486540841931794,0.01505173657846195,0.5633088124580153,0.018683216463137375,0.5424912499737388,0.01612282559224214,0.6436236927208426,0.07682967278905777,0.4829939321951879,0.05606735837913193,0.5449076429633519,0.015997204571609296,0.241826934303398,0.0025821235770053155,0.11071222972852808,0.009212771793054566,0.5658816947746024,0.06208051105847272
fnirs_yiruid_rest_native,fnirs,yiruid,rest,no_information,no_information_prior,20260707,fixed_0_5,0.5,1514,585,929,0.4938947310314371,0.38288873833671655,0.5,0.38027015963978716,0.0,1.0,0.6136063408190224,0.23710949826754135,1.4496625736215574e-05,0.0,0.5,0.0,0.38634761088714314,0.0059061604913406476,0.5,0.0,0.3802811988219899,0.002269689725208853,0.0,0.0,1.0,0.0,0.6136523891128569,0.005906160491340633,0.23709895043076495,0.0013452662616470139,0.00618345224442074,0.0026189419537623938,0.0,0.0
fnirs_yiruid_rest_native,fnirs,yiruid,rest,no_information,no_information_prior,20260707,inner_cv,0.5,1514,585,929,0.4938947310314371,0.38288873833671655,0.5,0.38027015963978716,0.0,1.0,0.6136063408190224,0.23710949826754135,1.4496625736215574e-05,0.0,0.5,0.0,0.38634761088714314,0.0059061604913406476,0.5,0.0,0.3802811988219899,0.002269689725208853,0.0,0.0,1.0,0.0,0.6136523891128569,0.005906160491340633,0.23709895043076495,0.0013452662616470139,0.00618345224442074,0.0026189419537623938,0.0,0.0
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,hist_gradient_boosting,20260707,fixed_0_5,0.5,1514,585,929,0.4992032605595577,0.3922517722287999,0.5034896451473416,0.503490409434515,0.38803418803418804,0.6189451022604952,0.5297225891677675,0.24979148617853827,0.11080098738701769,0.38375165125495375,0.5041171515337859,0.03730861460226931,0.39933380806671426,0.023391720914283442,0.5040891393095756,0.026744340623835447,0.5017560821585049,0.02530146313289406,0.389180361972124,0.08071429342233155,0.6189979166470272,0.0631976026774622,0.5296394330716429,0.02515293305705893,0.2497899576845028,0.0011547289228419125,0.11144012093238323,0.006672599728889714,0.3840411634563637,0.06531245250257042
