cohort_name,modality,device,task,feature_set,model,seed,metric,ci_low,ci_high,n_bootstrap
core3_same_cohort,fnirs,yiruid,vft,modality,hist_gradient_boosting,20260707,macro_f1,0.5055298870121817,0.5809853917617871,1000
core3_same_cohort,fnirs,yiruid,vft,modality,hist_gradient_boosting,20260707,sensitivity,0.43696591312581373,0.5636363636363636,1000
core3_same_cohort,fnirs,yiruid,vft,modality,hist_gradient_boosting,20260707,specificity,0.5550559220698896,0.647461041191718,1000
core3_same_cohort,fnirs,yiruid,vft,modality,hist_gradient_boosting,20260707,accuracy,0.5279878971255674,0.6036686838124055,1000
core3_same_cohort,fnirs,yiruid,vft,modality,hist_gradient_boosting,20260707,brier_score,0.24029097162007318,0.24942158784371057,1000
core3_same_cohort,fnirs,yiruid,vft,modality,hist_gradient_boosting,20260707,ece,0.11478887075572597,0.18183152416516216,1000
core3_same_cohort,fnirs,yiruid,vft,modality,hist_gradient_boosting,20260707,positive_prediction_rate,0.39636913767019666,0.4690242057488653,1000
core3_same_cohort,fnirs,yiruid,vft,modality,logistic_regression,20260707,auroc,0.4845773743662552,0.576415867492909,1000
core3_same_cohort,fnirs,yiruid,vft,modality,logistic_regression,20260707,auprc,0.32886822831984164,0.4425082083783274,1000
core3_same_cohort,fnirs,yiruid,vft,modality,logistic_regression,20260707,balanced_accuracy,0.47910682920747233,0.5557980725001115,1000
core3_same_cohort,fnirs,yiruid,vft,modality,logistic_regression,20260707,macro_f1,0.44875373091978005,0.5252215111650582,1000
core3_same_cohort,fnirs,yiruid,vft,modality,logistic_regression,20260707,sensitivity,0.5518608090821875,0.6776894083474532,1000
core3_same_cohort,fnirs,yiruid,vft,modality,logistic_regression,20260707,specificity,0.3767620255126899,0.46853146853146854,1000
core3_same_cohort,fnirs,yiruid,vft,modality,logistic_regression,20260707,accuracy,0.4523071104387292,0.5264750378214826,1000
core3_same_cohort,fnirs,yiruid,vft,modality,logistic_regression,20260707,brier_score,0.28307190045120056,0.32765772127596215,1000
core3_same_cohort,fnirs,yiruid,vft,modality,logistic_regression,20260707,ece,0.2035204463248834,0.2748873636364572,1000
