cohort_name,modality,device,task,feature_set,model,seed,feature_count,outer_fold,pca_used,pca_n_components,pca_explained_variance_ratio_sum
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,logistic_regression,20260707,4,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,logistic_regression,20260707,4,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,logistic_regression,20260707,4,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,random_forest,20260707,4,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,random_forest,20260707,4,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,random_forest,20260707,4,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,random_forest,20260707,4,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,random_forest,20260707,4,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,hist_gradient_boosting,20260707,4,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,hist_gradient_boosting,20260707,4,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,hist_gradient_boosting,20260707,4,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,hist_gradient_boosting,20260707,4,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,demographics,hist_gradient_boosting,20260707,4,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,logistic_regression,20260707,17,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,logistic_regression,20260707,17,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,logistic_regression,20260707,17,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,logistic_regression,20260707,17,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,logistic_regression,20260707,17,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,random_forest,20260707,17,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,random_forest,20260707,17,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,random_forest,20260707,17,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,random_forest,20260707,17,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,random_forest,20260707,17,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,hist_gradient_boosting,20260707,17,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,hist_gradient_boosting,20260707,17,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,hist_gradient_boosting,20260707,17,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,hist_gradient_boosting,20260707,17,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,qc,hist_gradient_boosting,20260707,17,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,logistic_regression,20260707,281,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,logistic_regression,20260707,281,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,logistic_regression,20260707,281,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,logistic_regression,20260707,281,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,logistic_regression,20260707,281,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,random_forest,20260707,281,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,random_forest,20260707,281,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,random_forest,20260707,281,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,random_forest,20260707,281,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,random_forest,20260707,281,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,hist_gradient_boosting,20260707,281,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,hist_gradient_boosting,20260707,281,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,hist_gradient_boosting,20260707,281,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,hist_gradient_boosting,20260707,281,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal,hist_gradient_boosting,20260707,281,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,logistic_regression,20260707,298,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,logistic_regression,20260707,298,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,logistic_regression,20260707,298,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,logistic_regression,20260707,298,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,logistic_regression,20260707,298,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,random_forest,20260707,298,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,random_forest,20260707,298,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,random_forest,20260707,298,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,random_forest,20260707,298,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,random_forest,20260707,298,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,hist_gradient_boosting,20260707,298,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,hist_gradient_boosting,20260707,298,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,hist_gradient_boosting,20260707,298,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,hist_gradient_boosting,20260707,298,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc,hist_gradient_boosting,20260707,298,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,logistic_regression,20260707,285,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,logistic_regression,20260707,285,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,logistic_regression,20260707,285,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,logistic_regression,20260707,285,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,logistic_regression,20260707,285,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,random_forest,20260707,285,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,random_forest,20260707,285,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,random_forest,20260707,285,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,random_forest,20260707,285,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,random_forest,20260707,285,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,hist_gradient_boosting,20260707,285,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,hist_gradient_boosting,20260707,285,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,hist_gradient_boosting,20260707,285,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,hist_gradient_boosting,20260707,285,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_demographics,hist_gradient_boosting,20260707,285,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,logistic_regression,20260707,302,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,logistic_regression,20260707,302,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,logistic_regression,20260707,302,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,logistic_regression,20260707,302,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,logistic_regression,20260707,302,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,random_forest,20260707,302,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,random_forest,20260707,302,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,random_forest,20260707,302,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,random_forest,20260707,302,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,random_forest,20260707,302,4,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,hist_gradient_boosting,20260707,302,0,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,hist_gradient_boosting,20260707,302,1,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,hist_gradient_boosting,20260707,302,2,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,hist_gradient_boosting,20260707,302,3,0,0,
fnirs_yiruid_rest_native,fnirs,yiruid,rest,signal_qc_demographics,hist_gradient_boosting,20260707,302,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,logistic_regression,20260707,4,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,logistic_regression,20260707,4,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,logistic_regression,20260707,4,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,logistic_regression,20260707,4,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,logistic_regression,20260707,4,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,random_forest,20260707,4,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,random_forest,20260707,4,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,random_forest,20260707,4,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,random_forest,20260707,4,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,random_forest,20260707,4,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,hist_gradient_boosting,20260707,4,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,hist_gradient_boosting,20260707,4,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,hist_gradient_boosting,20260707,4,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,hist_gradient_boosting,20260707,4,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,demographics,hist_gradient_boosting,20260707,4,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,logistic_regression,20260707,17,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,logistic_regression,20260707,17,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,logistic_regression,20260707,17,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,logistic_regression,20260707,17,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,logistic_regression,20260707,17,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,random_forest,20260707,17,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,random_forest,20260707,17,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,random_forest,20260707,17,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,random_forest,20260707,17,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,random_forest,20260707,17,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,hist_gradient_boosting,20260707,17,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,hist_gradient_boosting,20260707,17,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,hist_gradient_boosting,20260707,17,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,hist_gradient_boosting,20260707,17,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,qc,hist_gradient_boosting,20260707,17,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,logistic_regression,20260707,289,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,logistic_regression,20260707,289,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,logistic_regression,20260707,289,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,logistic_regression,20260707,289,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,logistic_regression,20260707,289,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,random_forest,20260707,289,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,random_forest,20260707,289,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,random_forest,20260707,289,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,random_forest,20260707,289,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,random_forest,20260707,289,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,hist_gradient_boosting,20260707,289,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,hist_gradient_boosting,20260707,289,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,hist_gradient_boosting,20260707,289,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,hist_gradient_boosting,20260707,289,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal,hist_gradient_boosting,20260707,289,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,logistic_regression,20260707,306,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,logistic_regression,20260707,306,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,logistic_regression,20260707,306,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,logistic_regression,20260707,306,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,logistic_regression,20260707,306,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,random_forest,20260707,306,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,random_forest,20260707,306,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,random_forest,20260707,306,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,random_forest,20260707,306,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,random_forest,20260707,306,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,hist_gradient_boosting,20260707,306,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,hist_gradient_boosting,20260707,306,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,hist_gradient_boosting,20260707,306,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,hist_gradient_boosting,20260707,306,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc,hist_gradient_boosting,20260707,306,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,logistic_regression,20260707,293,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,logistic_regression,20260707,293,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,logistic_regression,20260707,293,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,logistic_regression,20260707,293,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,logistic_regression,20260707,293,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,random_forest,20260707,293,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,random_forest,20260707,293,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,random_forest,20260707,293,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,random_forest,20260707,293,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,random_forest,20260707,293,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,hist_gradient_boosting,20260707,293,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,hist_gradient_boosting,20260707,293,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,hist_gradient_boosting,20260707,293,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,hist_gradient_boosting,20260707,293,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_demographics,hist_gradient_boosting,20260707,293,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,logistic_regression,20260707,310,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,logistic_regression,20260707,310,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,logistic_regression,20260707,310,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,logistic_regression,20260707,310,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,logistic_regression,20260707,310,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,random_forest,20260707,310,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,random_forest,20260707,310,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,random_forest,20260707,310,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,random_forest,20260707,310,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,random_forest,20260707,310,4,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,hist_gradient_boosting,20260707,310,0,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,hist_gradient_boosting,20260707,310,1,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,hist_gradient_boosting,20260707,310,2,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,hist_gradient_boosting,20260707,310,3,0,0,
fnirs_yiruid_vft_native,fnirs,yiruid,vft,signal_qc_demographics,hist_gradient_boosting,20260707,310,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,logistic_regression,20260707,4,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,logistic_regression,20260707,4,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,logistic_regression,20260707,4,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,logistic_regression,20260707,4,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,logistic_regression,20260707,4,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,random_forest,20260707,4,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,random_forest,20260707,4,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,random_forest,20260707,4,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,random_forest,20260707,4,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,random_forest,20260707,4,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,hist_gradient_boosting,20260707,4,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,hist_gradient_boosting,20260707,4,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,hist_gradient_boosting,20260707,4,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,hist_gradient_boosting,20260707,4,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,demographics,hist_gradient_boosting,20260707,4,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,logistic_regression,20260707,16,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,logistic_regression,20260707,16,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,logistic_regression,20260707,16,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,logistic_regression,20260707,16,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,logistic_regression,20260707,16,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,random_forest,20260707,16,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,random_forest,20260707,16,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,random_forest,20260707,16,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,random_forest,20260707,16,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,random_forest,20260707,16,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,hist_gradient_boosting,20260707,16,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,hist_gradient_boosting,20260707,16,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,hist_gradient_boosting,20260707,16,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,hist_gradient_boosting,20260707,16,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,qc,hist_gradient_boosting,20260707,16,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,logistic_regression,20260707,289,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,logistic_regression,20260707,289,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,logistic_regression,20260707,289,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,logistic_regression,20260707,289,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,logistic_regression,20260707,289,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,random_forest,20260707,289,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,random_forest,20260707,289,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,random_forest,20260707,289,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,random_forest,20260707,289,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,random_forest,20260707,289,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,hist_gradient_boosting,20260707,289,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,hist_gradient_boosting,20260707,289,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,hist_gradient_boosting,20260707,289,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,hist_gradient_boosting,20260707,289,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal,hist_gradient_boosting,20260707,289,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,logistic_regression,20260707,305,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,logistic_regression,20260707,305,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,logistic_regression,20260707,305,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,logistic_regression,20260707,305,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,logistic_regression,20260707,305,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,random_forest,20260707,305,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,random_forest,20260707,305,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,random_forest,20260707,305,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,random_forest,20260707,305,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,random_forest,20260707,305,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,hist_gradient_boosting,20260707,305,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,hist_gradient_boosting,20260707,305,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,hist_gradient_boosting,20260707,305,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,hist_gradient_boosting,20260707,305,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc,hist_gradient_boosting,20260707,305,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,logistic_regression,20260707,293,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,logistic_regression,20260707,293,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,logistic_regression,20260707,293,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,logistic_regression,20260707,293,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,logistic_regression,20260707,293,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,random_forest,20260707,293,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,random_forest,20260707,293,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,random_forest,20260707,293,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,random_forest,20260707,293,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,random_forest,20260707,293,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,hist_gradient_boosting,20260707,293,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,hist_gradient_boosting,20260707,293,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,hist_gradient_boosting,20260707,293,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,hist_gradient_boosting,20260707,293,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_demographics,hist_gradient_boosting,20260707,293,4,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc_demographics,logistic_regression,20260707,309,0,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc_demographics,logistic_regression,20260707,309,1,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc_demographics,logistic_regression,20260707,309,2,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc_demographics,logistic_regression,20260707,309,3,0,0,
fnirs_yiruid_1back_native,fnirs,yiruid,1back,signal_qc_demographics,logistic_regression,20260707,309,4,0,0,
