cohort_name,modality,device,task,model,seed,model_a,model_b,n_subjects,auroc_diff,auroc_diff_ci_low,auroc_diff_ci_high,auprc_diff,auprc_diff_ci_low,auprc_diff_ci_high,fold_direction_consistency,folds_compared,n_bootstrap
face_task_native,face,,task,logistic_regression,20260707,face_crop,qc,3567,0.07911089457261122,0.05331699626402299,0.10546719360696802,0.06708309036231419,0.03873281613496654,0.09696146049410463,5,5,1000
face_task_native,face,,task,logistic_regression,20260707,face_crop,metadata,3567,0.08781747788022032,0.05663348446079398,0.11510154421204866,0.07927610711305594,0.048644904154405255,0.10712149360207096,5,5,1000
face_task_native,face,,task,logistic_regression,20260707,face_crop,background,3567,0.01842329392249986,-2.1079774491913693e-05,0.037076462077211825,0.022451282497573,-0.002247050047689487,0.04765902211644323,5,5,1000
face_task_native,face,,task,logistic_regression,20260707,face_crop,full_frame,3567,0.003469988135838986,-0.01209352838501088,0.017534579576283203,0.012724246778314519,-0.008765454525146871,0.03169491250090791,4,5,1000
face_two_video_native,face,,two_video,hist_gradient_boosting,20260707,face_crop,demographics,3567,-0.03891240232522686,-0.059789562353932145,-0.01781596274844183,-0.024890670656225578,-0.04917142624799194,0.0013038020234202709,0,5,1000
face_two_video_native,face,,two_video,hist_gradient_boosting,20260707,face_crop,qc,3567,0.0747553714151824,0.04911222327224829,0.1010492954111563,0.05288104167296098,0.029277167138682395,0.07828744813772288,5,5,1000
face_two_video_native,face,,two_video,hist_gradient_boosting,20260707,face_crop,metadata,3567,0.07452255120371032,0.04739736888038597,0.1024918545576855,0.057024013000009144,0.031009951459436722,0.08334996189469611,5,5,1000
face_two_video_native,face,,two_video,hist_gradient_boosting,20260707,face_crop,background,3567,0.02477805836869651,0.000657764038684228,0.04800472284126867,0.01762300422741042,-0.0073339371865502765,0.042969228359479146,4,5,1000
face_two_video_native,face,,two_video,hist_gradient_boosting,20260707,face_crop,full_frame,3567,0.029044321381151983,0.008478183551287035,0.049525984264437856,0.022686651098614508,-0.0002542688315296123,0.0445847453633586,4,5,1000
face_two_video_native,face,,two_video,logistic_regression,20260707,face_crop,demographics,3567,-0.025349509255161218,-0.04492868469613464,-0.006233045543969512,-0.012350869145794585,-0.03812991923125277,0.015384161500998876,0,5,1000
