cohort_name,modality,device,task,feature_set,model,seed,feature_count,threshold_type,outer_fold,threshold,n_subjects,n_positive,n_negative,auroc,auprc,balanced_accuracy,macro_f1,sensitivity,specificity,accuracy,brier_score,ece,positive_prediction_rate
eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,4,inner_cv,0,0.45,223,69,154,0.6042254846602673,0.39515534313243256,0.566111424807077,0.5086815030420633,0.7101449275362319,0.42207792207792205,0.5112107623318386,0.24157964711818739,0.1850079456227141,0.6188340807174888
eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,4,fixed_0_5,1,0.5,199,76,123,0.6174047924689773,0.48773107895016726,0.5831193838254172,0.5721744471744472,0.6052631578947368,0.5609756097560976,0.5778894472361809,0.23857058270665998,0.11201023899676057,0.5025125628140703
eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,4,inner_cv,1,0.5,199,76,123,0.6174047924689773,0.48773107895016726,0.5831193838254172,0.5721744471744472,0.6052631578947368,0.5609756097560976,0.5778894472361809,0.23857058270665998,0.11201023899676057,0.5025125628140703
eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,4,fixed_0_5,2,0.5,198,66,132,0.5942378328741964,0.39120589614920737,0.5606060606060606,0.5420521446593777,0.5757575757575758,0.5454545454545454,0.5555555555555556,0.243309714903683,0.16330208978632033,0.494949494949495
eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,4,inner_cv,2,0.5,198,66,132,0.5942378328741964,0.39120589614920737,0.5606060606060606,0.5420521446593777,0.5757575757575758,0.5454545454545454,0.5555555555555556,0.243309714903683,0.16330208978632033,0.494949494949495
eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,4,fixed_0_5,3,0.5,188,64,124,0.5633190524193549,0.40473301241807363,0.5473790322580645,0.5306003948438044,0.5625,0.532258064516129,0.5425531914893617,0.24930342669009198,0.16280121950959875,0.5
eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,4,inner_cv,3,0.5,188,64,124,0.5633190524193549,0.40473301241807363,0.5473790322580645,0.5306003948438044,0.5625,0.532258064516129,0.5425531914893617,0.24930342669009198,0.16280121950959875,0.5
eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,4,fixed_0_5,4,0.5,214,76,138,0.6426868802440885,0.46206434836197835,0.6065980167810832,0.5800683496858119,0.6842105263157895,0.5289855072463768,0.5841121495327103,0.23771433015946597,0.1430442546832902,0.5467289719626168
eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,4,inner_cv,4,0.5,214,76,138,0.6426868802440885,0.46206434836197835,0.6065980167810832,0.5800683496858119,0.6842105263157895,0.5289855072463768,0.5841121495327103,0.23771433015946597,0.1430442546832902,0.5467289719626168
eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,4,fixed_0_5,0,0.5,223,69,154,0.6092603049124787,0.39960561531166705,0.5495953322040279,0.522761744478381,0.5797101449275363,0.5194805194805194,0.5381165919282511,0.2375069610217827,0.16798153594299542,0.5112107623318386
eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,4,inner_cv,0,0.5,223,69,154,0.6092603049124787,0.39960561531166705,0.5495953322040279,0.522761744478381,0.5797101449275363,0.5194805194805194,0.5381165919282511,0.2375069610217827,0.16798153594299542,0.5112107623318386
eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,4,fixed_0_5,1,0.5,199,76,123,0.610451433461703,0.5072082985432784,0.5556268720581943,0.5362715298885511,0.631578947368421,0.4796747967479675,0.5376884422110553,0.2417633818372771,0.11855775902604702,0.5628140703517588
