cohort_name,modality,device,task,feature_set,model,seed,threshold_type,threshold,n_subjects,n_positive,n_negative,auroc,auprc,balanced_accuracy,macro_f1,sensitivity,specificity,accuracy,brier_score,ece,positive_prediction_rate,auroc_fold_mean,auroc_fold_std,auprc_fold_mean,auprc_fold_std,balanced_accuracy_fold_mean,balanced_accuracy_fold_std,macro_f1_fold_mean,macro_f1_fold_std,sensitivity_fold_mean,sensitivity_fold_std,specificity_fold_mean,specificity_fold_std,accuracy_fold_mean,accuracy_fold_std,brier_score_fold_mean,brier_score_fold_std,ece_fold_mean,ece_fold_std,positive_prediction_rate_fold_mean,positive_prediction_rate_fold_std
eeg_1back_native,eeg,,1back,demographics,logistic_regression,20260707,fixed_0_5,0.5,1154,338,816,0.5981081041884209,0.3556944361139627,0.58761167188769,0.5540453928517569,0.621301775147929,0.553921568627451,0.5736568457538995,0.24223440257669662,0.19976581446331573,0.49740034662045063,0.6004078155706589,0.028943000526705315,0.3745731528121039,0.05726881190580938,0.5874942552542727,0.015111824162861574,0.5533638696370335,0.020243687780329398,0.6209408878374395,0.02961224434546157,0.554047622671106,0.02614726106896141,0.5734409211752494,0.017511908624885168,0.2422674876714237,0.003035176060471772,0.19993814048962114,0.020422358062545932,0.49748384195196743,0.022191165326653942
eeg_1back_native,eeg,,1back,demographics,logistic_regression,20260707,inner_cv,0.5,1154,338,816,0.5981081041884209,0.3556944361139627,0.58761167188769,0.5540453928517569,0.621301775147929,0.553921568627451,0.5736568457538995,0.24223440257669662,0.19976581446331573,0.49740034662045063,0.6004078155706589,0.028943000526705315,0.3745731528121039,0.05726881190580938,0.5874942552542727,0.015111824162861574,0.5533638696370335,0.020243687780329398,0.6209408878374395,0.02961224434546157,0.554047622671106,0.02614726106896141,0.5734409211752494,0.017511908624885168,0.2422674876714237,0.003035176060471772,0.19993814048962114,0.020422358062545932,0.49748384195196743,0.022191165326653942
eeg_1back_native,eeg,,1back,demographics,hist_gradient_boosting,20260707,fixed_0_5,0.5,1154,338,816,0.5752679400162432,0.3354634281589587,0.5632505221023321,0.5223052518743455,0.6301775147928994,0.4963235294117647,0.5355285961871751,0.24540066400297667,0.20379063452056922,0.5407279029462738,0.5790862666572207,0.02769254346575746,0.33968356935557065,0.03491749614760646,0.5635242166654546,0.03392890482831713,0.5199170087029766,0.03123635545320074,0.6310452898983634,0.09575573516143507,0.4960031434325459,0.06753899409022052,0.5351699544442615,0.03417914793846871,0.2454169608733487,0.0013496045972482263,0.20393413525879453,0.022707770720201872,0.5409474186033817,0.07066867733635941
eeg_1back_native,eeg,,1back,demographics,hist_gradient_boosting,20260707,inner_cv,0.5,1154,338,816,0.5752679400162432,0.3354634281589587,0.5632505221023321,0.5223052518743455,0.6301775147928994,0.4963235294117647,0.5355285961871751,0.24540066400297667,0.20379063452056922,0.5407279029462738,0.5790862666572207,0.02769254346575746,0.33968356935557065,0.03491749614760646,0.5635242166654546,0.03392890482831713,0.5199170087029766,0.03123635545320074,0.6310452898983634,0.09575573516143507,0.4960031434325459,0.06753899409022052,0.5351699544442615,0.03417914793846871,0.2454169608733487,0.0013496045972482263,0.20393413525879453,0.022707770720201872,0.5409474186033817,0.07066867733635941
eeg_1back_native,eeg,,1back,demographics,random_forest,20260707,fixed_0_5,0.5,1154,338,816,0.5706070889894419,0.3461821445441383,0.564940103260239,0.5266571605136424,0.621301775147929,0.508578431372549,0.5415944540727903,0.24425261376732935,0.1936502528628365,0.5294627383015598,0.5730913671212782,0.029976295002655143,0.3515710009253872,0.043494189344090044,0.5651182978108124,0.024188451901831515,0.5259663361478066,0.03024321506024931,0.6212575088062345,0.04366959943489536,0.5089790868153903,0.040929247513473314,0.5412449508109475,0.029148721388817498,0.24430521662977664,0.004245215104949594,0.19386165868997357,0.02437614836588295,0.52971612163161,0.03361873315547761
eeg_oddball_native,eeg,,oddball,demographics,logistic_regression,20260707,fixed_0_5,0.5,1827,611,1216,0.6023895792057887,0.42415205853135646,0.5868742731932122,0.5645308170738795,0.6202945990180033,0.553453947368421,0.5758073344280241,0.24180919456924815,0.15975238070015196,0.5046524356869184,0.6060797589821542,0.008886616694694366,0.4242939411259269,0.009868220067111463,0.5871049930414645,0.015496811581400802,0.5644715786383164,0.012878005447902824,0.6208760461332709,0.024138488356265708,0.553333939949658,0.019358429439614175,0.5758148127822577,0.014709885212398466,0.24181011304131705,0.0017898380816506853,0.15978028634614624,0.01254373578433026,0.5047012109203988,0.014951350248818246
eeg_oddball_native,eeg,,oddball,demographics,logistic_regression,20260707,inner_cv,0.5,1827,611,1216,0.6023895792057887,0.42415205853135646,0.5868742731932122,0.5645308170738795,0.6202945990180033,0.553453947368421,0.5758073344280241,0.24180919456924815,0.15975238070015196,0.5046524356869184,0.6060797589821542,0.008886616694694366,0.4242939411259269,0.009868220067111463,0.5871049930414645,0.015496811581400802,0.5644715786383164,0.012878005447902824,0.6208760461332709,0.024138488356265708,0.553333939949658,0.019358429439614175,0.5758148127822577,0.014709885212398466,0.24181011304131705,0.0017898380816506853,0.15978028634614624,0.01254373578433026,0.5047012109203988,0.014951350248818246
eeg_oddball_native,eeg,,oddball,demographics,hist_gradient_boosting,20260707,fixed_0_5,0.5,1827,611,1216,0.5997623072616074,0.4117090674567578,0.5758449801877853,0.5572124908188475,0.5908346972176759,0.5608552631578947,0.5708812260536399,0.2441641397582227,0.1622515347252418,0.48987411056376573,0.604094823283126,0.01666496635105982,0.41006434154127847,0.005855238029344505,0.5762036897415601,0.02339792300357816,0.5560835963081472,0.020309976878666917,0.5912728514915873,0.07369445993197996,0.561134527991533,0.05722404079889085,0.5710102731677223,0.02415945108043991,0.24416325529969773,0.0010128967035503388,0.16227097193882195,0.011230448080059654,0.4895295089370701,0.059051294808676026
eeg_oddball_native,eeg,,oddball,demographics,hist_gradient_boosting,20260707,inner_cv,0.5,1827,611,1216,0.5997623072616074,0.4117090674567578,0.5758449801877853,0.5572124908188475,0.5908346972176759,0.5608552631578947,0.5708812260536399,0.2441641397582227,0.1622515347252418,0.48987411056376573,0.604094823283126,0.01666496635105982,0.41006434154127847,0.005855238029344505,0.5762036897415601,0.02339792300357816,0.5560835963081472,0.020309976878666917,0.5912728514915873,0.07369445993197996,0.561134527991533,0.05722404079889085,0.5710102731677223,0.02415945108043991,0.24416325529969773,0.0010128967035503388,0.16227097193882195,0.011230448080059654,0.4895295089370701,0.059051294808676026
eeg_oddball_native,eeg,,oddball,demographics,random_forest,20260707,fixed_0_5,0.5,1827,611,1216,0.5960313657507106,0.41002907571539454,0.5775462464467224,0.5631042319651354,0.5679214402618658,0.587171052631579,0.5807334428024084,0.241821027051444,0.15494469569379343,0.46469622331691296,0.5998414279629399,0.017241147371206654,0.41437525760839683,0.008438641688487401,0.577311918855591,0.02419363292776752,0.5621523441074316,0.022289584478382023,0.5677573869877336,0.05820485811295309,0.5868664507234485,0.049163354238884474,0.5807493651076843,0.025907832158230296,0.24182034733031185,0.0029395731192071637,0.15496909440289677,0.011967952927438288,0.4645523615010131,0.04787729543103625
