cv_protocol,cohort_name,modality,device,task,feature_set,model,seed,feature_count,threshold_type,outer_fold,threshold,n_subjects,n_positive,n_negative,auroc,auprc,balanced_accuracy,macro_f1,sensitivity,specificity,accuracy,brier_score,ece,positive_prediction_rate
standard_cv,eeg_rest_native,eeg,,rest,no_information,no_information_prior,20260707,0,fixed_0_5,0,0.5,223,69,154,0.5,0.3094170403587444,0.5,0.40848806366047746,0.0,1.0,0.6905829596412556,0.2155724859186619,0.04352413611184375,0.0
standard_cv,eeg_rest_native,eeg,,rest,no_information,no_information_prior,20260707,0,inner_cv,0,0.5,223,69,154,0.5,0.3094170403587444,0.5,0.40848806366047746,0.0,1.0,0.6905829596412556,0.2155724859186619,0.04352413611184375,0.0
standard_cv,eeg_rest_native,eeg,,rest,no_information,no_information_prior,20260707,0,fixed_0_5,1,0.5,199,76,123,0.5,0.38190954773869346,0.5,0.38198757763975155,0.0,1.0,0.6180904522613065,0.23833625206713716,0.04776616985290988,0.0
standard_cv,eeg_rest_native,eeg,,rest,no_information,no_information_prior,20260707,0,inner_cv,1,0.5,199,76,123,0.5,0.38190954773869346,0.5,0.38198757763975155,0.0,1.0,0.6180904522613065,0.23833625206713716,0.04776616985290988,0.0
standard_cv,eeg_rest_native,eeg,,rest,no_information,no_information_prior,20260707,0,fixed_0_5,2,0.5,198,66,132,0.5,0.3333333333333333,0.5,0.4,0.0,1.0,0.6666666666666666,0.2223794851855343,0.012540453074433633,0.0
standard_cv,eeg_rest_native,eeg,,rest,no_information,no_information_prior,20260707,0,inner_cv,2,0.5,198,66,132,0.5,0.3333333333333333,0.5,0.4,0.0,1.0,0.6666666666666666,0.2223794851855343,0.012540453074433633,0.0
standard_cv,eeg_rest_native,eeg,,rest,no_information,no_information_prior,20260707,0,fixed_0_5,3,0.5,188,64,124,0.5,0.3404255319148936,0.5,0.3974358974358974,0.0,1.0,0.6595744680851063,0.22454967298165135,0.00369916832491457,0.0
standard_cv,eeg_rest_native,eeg,,rest,no_information,no_information_prior,20260707,0,inner_cv,3,0.5,188,64,124,0.5,0.3404255319148936,0.5,0.3974358974358974,0.0,1.0,0.6595744680851063,0.22454967298165135,0.00369916832491457,0.0
standard_cv,eeg_rest_native,eeg,,rest,no_information,no_information_prior,20260707,0,fixed_0_5,4,0.5,214,76,138,0.5,0.35514018691588783,0.5,0.39204545454545453,0.0,1.0,0.6448598130841121,0.2292344867004976,0.014793652262422463,0.0
standard_cv,eeg_rest_native,eeg,,rest,no_information,no_information_prior,20260707,0,inner_cv,4,0.5,214,76,138,0.5,0.35514018691588783,0.5,0.39204545454545453,0.0,1.0,0.6448598130841121,0.2292344867004976,0.014793652262422463,0.0
standard_cv,eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,3,fixed_0_5,0,0.5,223,69,154,0.5996612083568604,0.38470700811123265,0.5908149821193299,0.5621971595655806,0.6231884057971014,0.5584415584415584,0.57847533632287,0.24205032816566197,0.18639363737889617,0.4977578475336323
standard_cv,eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,3,inner_cv,0,0.5,223,69,154,0.5996612083568604,0.38470700811123265,0.5908149821193299,0.5621971595655806,0.6231884057971014,0.5584415584415584,0.57847533632287,0.24205032816566197,0.18639363737889617,0.4977578475336323
standard_cv,eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,3,fixed_0_5,1,0.5,199,76,123,0.615372272143774,0.48832605852564637,0.5831193838254172,0.5721744471744472,0.6052631578947368,0.5609756097560976,0.5778894472361809,0.23877247315564795,0.11207036601727764,0.5025125628140703
standard_cv,eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,3,inner_cv,1,0.5,199,76,123,0.615372272143774,0.48832605852564637,0.5831193838254172,0.5721744471744472,0.6052631578947368,0.5609756097560976,0.5778894472361809,0.23877247315564795,0.11207036601727764,0.5025125628140703
standard_cv,eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,3,fixed_0_5,2,0.5,198,66,132,0.5949265381083563,0.3915815387612772,0.5643939393939394,0.5436354112100577,0.5909090909090909,0.5378787878787878,0.5555555555555556,0.24321808169027895,0.16338561165573653,0.5050505050505051
standard_cv,eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,3,inner_cv,2,0.5,198,66,132,0.5949265381083563,0.3915815387612772,0.5643939393939394,0.5436354112100577,0.5909090909090909,0.5378787878787878,0.5555555555555556,0.24321808169027895,0.16338561165573653,0.5050505050505051
standard_cv,eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,3,fixed_0_5,3,0.5,188,64,124,0.567351310483871,0.42018878392783654,0.5473790322580645,0.5306003948438044,0.5625,0.532258064516129,0.5425531914893617,0.24903011964279806,0.1626856744941371,0.5
standard_cv,eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,3,inner_cv,3,0.5,188,64,124,0.567351310483871,0.42018878392783654,0.5473790322580645,0.5306003948438044,0.5625,0.532258064516129,0.5425531914893617,0.24903011964279806,0.1626856744941371,0.5
standard_cv,eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,3,fixed_0_5,4,0.5,214,76,138,0.6338672768878718,0.44712540153560076,0.5894355453852022,0.5464813965174455,0.7368421052631579,0.4420289855072464,0.5467289719626168,0.23857478241933444,0.14080394604819566,0.6214953271028038
standard_cv,eeg_rest_native,eeg,,rest,demographics,logistic_regression,20260707,3,inner_cv,4,0.5,214,76,138,0.6338672768878718,0.44712540153560076,0.5894355453852022,0.5464813965174455,0.7368421052631579,0.4420289855072464,0.5467289719626168,0.23857478241933444,0.14080394604819566,0.6214953271028038
standard_cv,eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,3,fixed_0_5,0,0.5,223,69,154,0.6020139281008847,0.3779971369607732,0.5768398268398268,0.5347324496809033,0.6666666666666666,0.487012987012987,0.5426008968609866,0.23885823358012181,0.1697829880584286,0.5605381165919282
standard_cv,eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,3,inner_cv,0,0.5,223,69,154,0.6020139281008847,0.3779971369607732,0.5768398268398268,0.5347324496809033,0.6666666666666666,0.487012987012987,0.5426008968609866,0.23885823358012181,0.1697829880584286,0.5605381165919282
standard_cv,eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,3,fixed_0_5,1,0.5,199,76,123,0.615372272143774,0.5037810954316069,0.5606546854942234,0.5371156957928802,0.6578947368421053,0.4634146341463415,0.5376884422110553,0.24127266749996956,0.11646414512890746,0.5829145728643216
standard_cv,eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,3,inner_cv,1,0.55,199,76,123,0.615372272143774,0.5037810954316069,0.5773427471116817,0.5781148075668623,0.4473684210526316,0.7073170731707317,0.6080402010050251,0.24127266749996956,0.11646414512890746,0.35175879396984927
standard_cv,eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,3,fixed_0_5,2,0.5,198,66,132,0.5863177226813592,0.3899414012256314,0.5454545454545454,0.5147434409101462,0.6212121212121212,0.4696969696969697,0.5202020202020202,0.2447115989970104,0.15859167374237568,0.5606060606060606
standard_cv,eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,3,inner_cv,2,0.45,198,66,132,0.5863177226813592,0.3899414012256314,0.5606060606060607,0.4721082854799016,0.8181818181818182,0.30303030303030304,0.47474747474747475,0.2447115989970104,0.15859167374237568,0.7373737373737373
standard_cv,eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,3,fixed_0_5,3,0.5,188,64,124,0.5384324596774194,0.367980283763542,0.5279737903225806,0.516087516087516,0.515625,0.5403225806451613,0.5319148936170213,0.2538816384835776,0.17477974730921145,0.4787234042553192
standard_cv,eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,3,inner_cv,3,0.45,188,64,124,0.5384324596774194,0.367980283763542,0.5405745967741935,0.4784873188405797,0.734375,0.3467741935483871,0.4787234042553192,0.2538816384835776,0.17477974730921145,0.6808510638297872
standard_cv,eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,3,fixed_0_5,4,0.5,214,76,138,0.6488844393592677,0.48328537599460036,0.5986842105263157,0.5676767676767677,0.6973684210526315,0.5,0.5700934579439252,0.23105194871572457,0.12526350484549592,0.5700934579439252
standard_cv,eeg_rest_native,eeg,,rest,demographics,random_forest,20260707,3,inner_cv,4,0.45,214,76,138,0.6488844393592677,0.48328537599460036,0.6137490465293669,0.5507740750459197,0.8289473684210527,0.39855072463768115,0.5514018691588785,0.23105194871572457,0.12526350484549592,0.6822429906542056
standard_cv,eeg_rest_native,eeg,,rest,demographics,hist_gradient_boosting,20260707,3,fixed_0_5,0,0.5,223,69,154,0.6014492753623188,0.3972141989711003,0.5538302277432712,0.5362841622814463,0.5362318840579711,0.5714285714285714,0.5605381165919282,0.24102788217285717,0.1829657015266526,0.4618834080717489
