cv_protocol,cohort_name,modality,device,task,feature_set,model,seed,feature_count,outer_fold,pca_used,pca_n_components,pca_explained_variance_ratio_sum,visual_branch_feature_count,nonvisual_branch_feature_count
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,logistic_regression,20260707,19,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,logistic_regression,20260707,19,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,logistic_regression,20260707,19,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,logistic_regression,20260707,19,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,random_forest,20260707,19,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,random_forest,20260707,19,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,random_forest,20260707,19,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,random_forest,20260707,19,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,random_forest,20260707,19,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,hist_gradient_boosting,20260707,19,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,hist_gradient_boosting,20260707,19,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,hist_gradient_boosting,20260707,19,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,hist_gradient_boosting,20260707,19,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,qc_demographics,hist_gradient_boosting,20260707,19,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,logistic_regression,20260707,217,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,logistic_regression,20260707,217,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,logistic_regression,20260707,217,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,logistic_regression,20260707,217,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,logistic_regression,20260707,217,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,random_forest,20260707,217,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,random_forest,20260707,217,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,random_forest,20260707,217,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,random_forest,20260707,217,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,random_forest,20260707,217,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,hist_gradient_boosting,20260707,217,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,hist_gradient_boosting,20260707,217,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,hist_gradient_boosting,20260707,217,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,hist_gradient_boosting,20260707,217,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal,hist_gradient_boosting,20260707,217,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,logistic_regression,20260707,233,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,logistic_regression,20260707,233,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,logistic_regression,20260707,233,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,logistic_regression,20260707,233,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,logistic_regression,20260707,233,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,random_forest,20260707,233,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,random_forest,20260707,233,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,random_forest,20260707,233,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,random_forest,20260707,233,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,random_forest,20260707,233,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,hist_gradient_boosting,20260707,233,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,hist_gradient_boosting,20260707,233,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,hist_gradient_boosting,20260707,233,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,hist_gradient_boosting,20260707,233,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc,hist_gradient_boosting,20260707,233,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260707,220,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260707,220,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260707,220,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260707,220,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260707,220,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260707,220,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260707,220,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260707,220,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260707,220,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260707,220,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260707,220,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260707,220,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260707,220,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260707,220,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260707,220,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260707,236,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260707,236,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260707,236,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260707,236,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260707,236,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260707,236,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260707,236,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260707,236,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260707,236,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260707,236,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,hist_gradient_boosting,20260707,236,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,hist_gradient_boosting,20260707,236,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,hist_gradient_boosting,20260707,236,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,hist_gradient_boosting,20260707,236,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,hist_gradient_boosting,20260707,236,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,logistic_regression,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,logistic_regression,20260707,1,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,logistic_regression,20260707,1,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,logistic_regression,20260707,1,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,logistic_regression,20260707,1,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,random_forest,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,random_forest,20260707,1,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,random_forest,20260707,1,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,random_forest,20260707,1,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,random_forest,20260707,1,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,hist_gradient_boosting,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,hist_gradient_boosting,20260707,1,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,hist_gradient_boosting,20260707,1,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,hist_gradient_boosting,20260707,1,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_only,hist_gradient_boosting,20260707,1,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,logistic_regression,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,logistic_regression,20260707,1,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,logistic_regression,20260707,1,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,logistic_regression,20260707,1,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,logistic_regression,20260707,1,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,random_forest,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,random_forest,20260707,1,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,random_forest,20260707,1,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,random_forest,20260707,1,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,random_forest,20260707,1,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,hist_gradient_boosting,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,hist_gradient_boosting,20260707,1,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,hist_gradient_boosting,20260707,1,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,hist_gradient_boosting,20260707,1,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_only,hist_gradient_boosting,20260707,1,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,logistic_regression,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,logistic_regression,20260707,1,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,logistic_regression,20260707,1,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,logistic_regression,20260707,1,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,logistic_regression,20260707,1,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,random_forest,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,random_forest,20260707,1,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,random_forest,20260707,1,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,random_forest,20260707,1,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,random_forest,20260707,1,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,hist_gradient_boosting,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,hist_gradient_boosting,20260707,1,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,hist_gradient_boosting,20260707,1,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,hist_gradient_boosting,20260707,1,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_only,hist_gradient_boosting,20260707,1,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,logistic_regression,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,logistic_regression,20260707,1,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,logistic_regression,20260707,1,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,logistic_regression,20260707,1,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,logistic_regression,20260707,1,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,random_forest,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,random_forest,20260707,1,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,random_forest,20260707,1,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,random_forest,20260707,1,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,random_forest,20260707,1,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,hist_gradient_boosting,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,hist_gradient_boosting,20260707,1,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,hist_gradient_boosting,20260707,1,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,hist_gradient_boosting,20260707,1,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,grade_group_only,hist_gradient_boosting,20260707,1,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,logistic_regression,20260707,2,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,logistic_regression,20260707,2,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,logistic_regression,20260707,2,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,logistic_regression,20260707,2,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,logistic_regression,20260707,2,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,random_forest,20260707,2,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,random_forest,20260707,2,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,random_forest,20260707,2,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,random_forest,20260707,2,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,random_forest,20260707,2,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,hist_gradient_boosting,20260707,2,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,hist_gradient_boosting,20260707,2,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,hist_gradient_boosting,20260707,2,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,hist_gradient_boosting,20260707,2,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex,hist_gradient_boosting,20260707,2,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,logistic_regression,20260707,2,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,logistic_regression,20260707,2,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,logistic_regression,20260707,2,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,logistic_regression,20260707,2,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,logistic_regression,20260707,2,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,random_forest,20260707,2,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,random_forest,20260707,2,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,random_forest,20260707,2,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,random_forest,20260707,2,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,random_forest,20260707,2,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,hist_gradient_boosting,20260707,2,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,hist_gradient_boosting,20260707,2,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,hist_gradient_boosting,20260707,2,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,hist_gradient_boosting,20260707,2,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_grade,hist_gradient_boosting,20260707,2,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,logistic_regression,20260707,2,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,logistic_regression,20260707,2,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,logistic_regression,20260707,2,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,logistic_regression,20260707,2,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,logistic_regression,20260707,2,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,random_forest,20260707,2,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,random_forest,20260707,2,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,random_forest,20260707,2,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,random_forest,20260707,2,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,random_forest,20260707,2,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,hist_gradient_boosting,20260707,2,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,hist_gradient_boosting,20260707,2,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,hist_gradient_boosting,20260707,2,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,hist_gradient_boosting,20260707,2,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,sex_grade,hist_gradient_boosting,20260707,2,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,logistic_regression,20260707,3,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,logistic_regression,20260707,3,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,logistic_regression,20260707,3,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,logistic_regression,20260707,3,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,logistic_regression,20260707,3,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,random_forest,20260707,3,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,random_forest,20260707,3,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,random_forest,20260707,3,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,random_forest,20260707,3,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,random_forest,20260707,3,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,hist_gradient_boosting,20260707,3,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,hist_gradient_boosting,20260707,3,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,hist_gradient_boosting,20260707,3,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,hist_gradient_boosting,20260707,3,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade,hist_gradient_boosting,20260707,3,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,logistic_regression,20260707,4,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,logistic_regression,20260707,4,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,logistic_regression,20260707,4,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,logistic_regression,20260707,4,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,logistic_regression,20260707,4,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,random_forest,20260707,4,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,random_forest,20260707,4,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,random_forest,20260707,4,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,random_forest,20260707,4,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,random_forest,20260707,4,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,hist_gradient_boosting,20260707,4,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,hist_gradient_boosting,20260707,4,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,hist_gradient_boosting,20260707,4,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,hist_gradient_boosting,20260707,4,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,age_sex_grade_group,hist_gradient_boosting,20260707,4,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,logistic_regression,20260707,4,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,logistic_regression,20260707,4,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,logistic_regression,20260707,4,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,logistic_regression,20260707,4,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,logistic_regression,20260707,4,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,random_forest,20260707,4,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,random_forest,20260707,4,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,random_forest,20260707,4,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,random_forest,20260707,4,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,random_forest,20260707,4,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,hist_gradient_boosting,20260707,4,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,hist_gradient_boosting,20260707,4,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,hist_gradient_boosting,20260707,4,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,hist_gradient_boosting,20260707,4,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,group_proxy_only,hist_gradient_boosting,20260707,4,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,fnirs_device_only,logistic_regression,20260707,1,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,fnirs_device_only,logistic_regression,20260707,1,1,0,0,,0,0
