cv_protocol,cohort_name,modality,device,task,feature_set,model,seed,outer_fold,n_subjects,selected_threshold_per_fold,predicted_positive_rate,threshold_source
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,hist_gradient_boosting,20260707,0,82,0.5,0.45121951219512196,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,hist_gradient_boosting,20260707,1,44,0.6,0.0,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,hist_gradient_boosting,20260707,2,225,0.55,0.31555555555555553,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,hist_gradient_boosting,20260707,3,183,0.55,0.22404371584699453,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,hist_gradient_boosting,20260707,4,127,0.45,0.6929133858267716,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,logistic_regression,20260707,0,82,0.5,0.32926829268292684,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,logistic_regression,20260707,1,44,0.5,1.0,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,logistic_regression,20260707,2,225,0.5,0.37777777777777777,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,logistic_regression,20260707,3,183,0.5,0.9398907103825137,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,logistic_regression,20260707,4,127,0.45,0.8346456692913385,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,random_forest,20260707,0,82,0.55,0.15853658536585366,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,random_forest,20260707,1,44,0.6,0.0,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,random_forest,20260707,2,225,0.5,0.31555555555555553,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,random_forest,20260707,3,183,0.45,0.6010928961748634,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_grade,random_forest,20260707,4,127,0.5,0.4251968503937008,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,hist_gradient_boosting,20260707,0,82,0.5,0.4146341463414634,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,hist_gradient_boosting,20260707,1,44,0.2,1.0,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,hist_gradient_boosting,20260707,2,225,0.5,0.15555555555555556,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,hist_gradient_boosting,20260707,3,183,0.2,1.0,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,hist_gradient_boosting,20260707,4,127,0.5,0.25196850393700787,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,logistic_regression,20260707,0,82,0.5,0.14634146341463414,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,logistic_regression,20260707,1,44,0.5,0.9772727272727273,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,logistic_regression,20260707,2,225,0.5,0.20444444444444446,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,logistic_regression,20260707,3,183,0.2,1.0,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,logistic_regression,20260707,4,127,0.5,0.5275590551181102,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,random_forest,20260707,0,82,0.5,0.5975609756097561,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,random_forest,20260707,1,44,0.45,0.9318181818181818,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,random_forest,20260707,2,225,0.55,0.15555555555555556,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,random_forest,20260707,3,183,0.2,1.0,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_only,random_forest,20260707,4,127,0.5,0.25196850393700787,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,hist_gradient_boosting,20260707,0,82,0.35,0.8536585365853658,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,hist_gradient_boosting,20260707,1,44,0.4,0.9772727272727273,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,hist_gradient_boosting,20260707,2,225,0.55,0.09333333333333334,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,hist_gradient_boosting,20260707,3,183,0.35,0.9672131147540983,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,hist_gradient_boosting,20260707,4,127,0.4,0.905511811023622,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,logistic_regression,20260707,0,82,0.45,0.6341463414634146,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,logistic_regression,20260707,1,44,0.5,0.6363636363636364,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,logistic_regression,20260707,2,225,0.55,0.12444444444444444,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,logistic_regression,20260707,3,183,0.5,0.6174863387978142,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,logistic_regression,20260707,4,127,0.4,0.8740157480314961,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,random_forest,20260707,0,82,0.35,0.8536585365853658,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,random_forest,20260707,1,44,0.3,0.9772727272727273,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,random_forest,20260707,2,225,0.3,0.8533333333333334,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,random_forest,20260707,3,183,0.25,0.9672131147540983,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex,random_forest,20260707,4,127,0.45,0.7795275590551181,inner_cv_outer_train_only
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,age_sex_grade,hist_gradient_boosting,20260707,0,82,0.35,0.8414634146341463,inner_cv_outer_train_only
