cv_protocol,cohort_name,modality,device,task,model,seed,feature_set_a,feature_set_b,comparison,n_subjects,auroc_diff,auroc_diff_ci_low,auroc_diff_ci_high,auprc_diff,auprc_diff_ci_low,auprc_diff_ci_high,fold_direction_consistency,folds_compared,n_bootstrap,protocol_consistent_direction
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,hist_gradient_boosting,20260707,modality,demographics,modality_vs_demographics,661,-0.04313237910399492,-0.11135270067223142,0.02144894661732406,-0.017996515650229417,-0.06818203866314707,0.03426089759023581,1,5,1000,1
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,hist_gradient_boosting,20260707,modality_demographics,demographics,modality_demographics_vs_demographics,661,-0.021126475820798962,-0.08461782728340891,0.035076976844854085,-0.0008770394143163829,-0.052960385653407216,0.05298453530178887,0,5,1000,1
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,hist_gradient_boosting,20260707,modality_qc_demographics,qc_demographics,modality_qc_demographics_vs_qc_demographics,661,-0.07931020540190847,-0.13957083622958774,-0.021790056586963372,-0.04749716968362688,-0.09491846925844366,-0.0021615370112320386,1,5,1000,1
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,logistic_regression,20260707,modality,demographics,modality_vs_demographics,661,-0.07980046094129067,-0.14162965470849084,-0.019880882895054502,-0.0679000768248319,-0.12104763739903579,-0.021211688936198472,1,5,1000,1
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,logistic_regression,20260707,modality_demographics,demographics,modality_demographics_vs_demographics,661,-0.048039988678635015,-0.0980646620644096,0.001191112108026316,-0.05252165671773901,-0.09947226221319863,-0.006051722988438686,1,5,1000,1
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,logistic_regression,20260707,modality_qc_demographics,qc_demographics,modality_qc_demographics_vs_qc_demographics,661,-0.055828481319747714,-0.10647998773064334,-0.008031865950014263,-0.03926551420810159,-0.08435463297553816,0.006415033282741982,2,5,1000,1
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,random_forest,20260707,modality,demographics,modality_vs_demographics,661,-0.06151443474041729,-0.1272667897611366,-0.0012482506174229164,-0.017906240178866606,-0.0633167503416508,0.03303676070587357,0,5,1000,1
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,random_forest,20260707,modality_demographics,demographics,modality_demographics_vs_demographics,661,-0.04329916707100112,-0.10285391723169086,0.015628027248095318,-0.018191548439718375,-0.05757859253292887,0.0236839101225012,2,5,1000,1
group_cv,core3_rest_yiruidvft_selfintro_intersection,eeg,,rest,random_forest,20260707,modality_qc_demographics,qc_demographics,modality_qc_demographics_vs_qc_demographics,661,-0.05730430211871257,-0.11197528380062931,-0.0008440643063484322,-0.029254448843247793,-0.07252791021741296,0.01629610871936631,1,5,1000,1
group_cv,core3_rest_yiruidvft_selfintro_intersection,face,,self_intro,hist_gradient_boosting,20260707,modality,demographics,modality_vs_demographics,661,0.047671033478893676,-0.009405787836402531,0.10989298465822904,0.04289286391624347,-0.007334244035838392,0.10050378796007285,3,5,1000,0
group_cv,core3_rest_yiruidvft_selfintro_intersection,face,,self_intro,hist_gradient_boosting,20260707,modality_demographics,demographics,modality_demographics_vs_demographics,661,0.05755701115963119,0.0012303398444948716,0.11278544868695012,0.05525238190844256,0.001541512094964876,0.10851105543765487,3,5,1000,1
group_cv,core3_rest_yiruidvft_selfintro_intersection,face,,self_intro,hist_gradient_boosting,20260707,modality_qc_demographics,qc_demographics,modality_qc_demographics_vs_qc_demographics,661,0.04978368106097364,-0.008419336044021139,0.10663697422578365,0.02524260339162754,-0.03318897930230101,0.08293662373037168,2,5,1000,0
group_cv,core3_rest_yiruidvft_selfintro_intersection,face,,self_intro,logistic_regression,20260707,modality,demographics,modality_vs_demographics,661,0.03309983017952456,-0.02582375672954302,0.09220482742916492,0.05192016884548306,-0.01456435565122936,0.11362802715001807,4,5,1000,0
group_cv,core3_rest_yiruidvft_selfintro_intersection,face,,self_intro,logistic_regression,20260707,modality_demographics,demographics,modality_demographics_vs_demographics,661,0.04614972505256343,-0.004398889576846573,0.09362918093789874,0.048469843967355375,-0.0038152323512855796,0.09988511301729336,4,5,1000,1
group_cv,core3_rest_yiruidvft_selfintro_intersection,face,,self_intro,logistic_regression,20260707,modality_qc_demographics,qc_demographics,modality_qc_demographics_vs_qc_demographics,661,0.013949539058709437,-0.03834421344500828,0.06403590188993943,0.02803132792108276,-0.02253033941768442,0.07936123015339953,3,5,1000,1
group_cv,core3_rest_yiruidvft_selfintro_intersection,face,,self_intro,random_forest,20260707,modality,demographics,modality_vs_demographics,661,0.06899462235160936,0.011897362408977494,0.12516722559647475,0.07666046380828673,0.026687047378309042,0.13326387322289135,4,5,1000,1
