task,model,fold,n_subjects,threshold,auroc,auprc,balanced_accuracy,sensitivity,specificity,f1,brier,tn,fp,fn,tp
rest,eegnet,1,257,0.08538700888554256,0.5164300202839757,0.37948995438730265,0.5183908045977011,0.4367816091954023,0.6,0.39378238341968913,0.2843906694055872,102,68,49,38
rest,eegnet,2,257,0.2379588169356187,0.4889725658956428,0.351246751864258,0.4712883270575578,0.38636363636363635,0.5562130177514792,0.34517766497461927,0.2519606576655127,94,75,54,34
rest,eegnet,3,257,0.19130036572891254,0.47713824636901564,0.3341066603662158,0.46809440559440557,0.3977272727272727,0.5384615384615384,0.3482587064676617,0.27265021454796345,91,78,53,35
rest,eegnet,4,257,0.27372010170171657,0.4731710597095212,0.3147090813057867,0.4476196880043034,0.38636363636363635,0.5088757396449705,0.33170731707317075,0.2640071144199549,86,83,54,34
rest,eegnet,5,256,0.32987569661727595,0.568591443923009,0.4182074804973511,0.5718900904577298,0.5402298850574713,0.6035502958579881,0.46766169154228854,0.23764153031277635,102,67,40,47
rest,eegnet,overall_oof,1284,0.2379588169356187,0.5027337888748556,0.3485427736490717,0.4974011464101816,0.4132420091324201,0.5815602836879432,0.3720452209660843,0.262149109316276,492,354,257,181
