L_id,A_id,status,reason,lead_in_sec,landmark_corr,lead_in_source,video_duration_sec,duration_mismatch,positive_start_sec,positive_end_sec,neutral_start_sec,neutral_end_sec,negative_start_sec,negative_end_sec
L3066,C18584,blocked,missing_anchor_timestamp,0.768375,0.0,,,,,,,,,
L3067,C18585,ok,,0.768375,0.07361287021288704,cohort_median,637.632683,,0.768375,95.55637500000047,105.55837500000088,193.34937500000558,203.35837500000378,329.53637500000366
L3075,C18594,blocked,missing_anchor_timestamp,0.768375,0.0,,,,,,,,,
L3077,C18596,ok,,0.768375,0.4955220485377567,cohort_median,767.132552,,0.768375,95.36237500000006,105.37637500000018,193.18537500000036,203.19637499999988,329.3513749999996
L3095,C18615,ok,,0.768375,0.4240800003453552,cohort_median,765.532552,,0.768375,95.73437499999672,105.73737499999733,193.54537499999822,203.55937499999743,329.7233749999981
L31,A02054,ok,,0.768375,0.41473106934537696,cohort_median,670.566016,,0.768375,95.74437500000239,105.75937500000181,193.55037499999924,203.55637500000046,329.69037499999865
L3101,C18622,ok,,0.768375,0.4622108916777162,cohort_median,722.665951,,0.768375,95.40337500000022,105.41537499999994,193.22437500000012,203.24037500000065,329.3973749999999
L3105,C18626,ok,,0.768375,0.0824807360043359,cohort_median,735.265951,,0.768375,95.36737499999835,105.36737499999835,193.1493750000012,203.16337500000043,329.31437499999845
L3118,C18640,blocked,missing_anchor_timestamp,0.768375,0.0,,,,,,,,,
L3120,C18643,blocked,missing_anchor_timestamp,0.768375,0.0,,,,,,,,,
L3124,C18647,blocked,missing_anchor_timestamp,0.768375,0.0,,,,,,,,,
L3145,C18674,blocked,missing_anchor_timestamp,0.768375,0.0,,,,,,,,,
L3147,C18676,blocked,missing_anchor_timestamp,0.768375,0.0,,,,,,,,,
L3155,C18684,ok,,0.768375,0.4750551266538492,cohort_median,614.866081,,0.768375,95.36537499999976,105.38137500000029,193.18237499999975,203.19437500000038,329.344375
L316,A04098,ok,,0.768375,0.35840143308923345,cohort_median,620.999349,,0.768375,95.70637500000011,105.72137499999953,193.53537499999982,203.55137499999944,329.70037499999887
L3176,C18706,blocked,missing_anchor_timestamp,0.768375,0.0,,,,,,,,,
L3192,C18723,ok,,0.42475,0.7423861976639075,landmark,668.733334,,0.42475,94.82775000000571,104.8367500000039,192.59475000000552,202.5977500000025,328.7167500000013
L320,A04104,ok,,0.768375,0.459762471962061,cohort_median,655.132683,,0.768375,95.5773749999993,105.59337499999891,193.36737499999833,203.37537499999996,329.54537500000004
L3218,C19007,ok,,0.768375,0.47049683764827,cohort_median,743.566667,,0.768375,95.16537500000449,105.16937499999803,192.92637500000308,202.93137500000046,329.04937500000267
L3223,C19012,ok,,0.768375,0.4854595011846817,cohort_median,786.499219,,0.768375,95.55537499999663,105.56137499999785,193.34837500000174,203.3603749999969,329.5253749999978
L3224,C19013,ok,,0.768375,0.473919740683274,cohort_median,741.499284,,0.768375,95.59537500000478,105.59837500000175,193.3823750000014,203.3883750000026,329.5713749999999
L3244,D07007,ok,,0.768375,0.4884101989504599,cohort_median,988.699024,,0.768375,95.54337500000146,105.55137499999945,193.3293750000015,203.3413750000003,329.50037499999996
L3246,D07010,ok,,0.768375,0.4852249978917578,cohort_median,770.599219,,0.768375,95.67437499999905,105.68237500000068,193.50037499999996,203.50537500000098,329.68637499999784
L3252,D07019,ok,,0.768375,0.4978337989931882,cohort_median,823.632487,,0.768375,95.54037500000085,105.55437500000006,193.3343749999989,203.3483749999981,329.48337500000014
L3253,D07020,ok,,0.768375,0.14444780378402014,cohort_median,761.499219,,0.768375,95.54337500000146,105.54537499999823,193.31537499999865,203.3273750000011,329.4763749999987
L3254,D07021,ok,,0.768375,0.08156157732047006,cohort_median,735.665951,,0.768375,95.6423749999998,105.65537500000245,193.46137500000293,203.47337500000174,329.6393750000028
L3257,D07024,ok,,0.768375,0.07662883049979188,cohort_median,750.732552,,0.768375,95.66937499999985,105.68237500000068,193.46937500000092,203.47537500000033,329.652375
L3262,D07029,ok,,0.768375,0.48840711463946523,cohort_median,749.999219,,0.768375,95.93137500000047,105.9483750000003,193.7723749999999,203.78537499999982,329.98637499999984
L3263,D07031,ok,,2.998625,0.7520446842214347,landmark,772.299219,,2.998625,97.69962500000094,107.70762500000257,195.4746250000024,205.4876250000014,331.6146250000018
L3267,D07036,ok,,0.768375,0.41756369596580767,cohort_median,840.965821,,0.768375,95.60237499999893,105.61837499999855,193.43237499999884,203.44337499999926,329.6053749999995
L3285,D07059,ok,,0.768375,0.08407757097476357,cohort_median,974.829333,,0.768375,95.67537499999925,105.68337499999906,193.47737500000073,203.48837499999934,329.634375
L3291,D07067,ok,,0.768375,0.08241809341887037,cohort_median,804.799219,,0.768375,95.54337499999964,105.55237499999966,193.3353750000009,203.34837499999992,329.5153750000012
L3294,D07072,ok,,0.768375,0.08297925140055257,cohort_median,936.899089,,0.768375,95.59137499999669,105.60737499999995,193.4033749999984,203.4043749999986,329.54937499999903
L3299,D07079,ok,,0.768375,0.07704079561997978,cohort_median,790.665886,,0.768375,95.66337500000408,105.67937500000006,193.50137500000017,203.5093750000018,329.7113749999993
L3303,D07084,ok,,0.768375,0.21356726847224183,cohort_median,815.632487,,0.768375,95.65837499999942,105.66237500000024,193.46737500000052,203.4763749999987,329.63337499999795
L3310,D07091,ok,,0.768375,0.12536055610804395,cohort_median,699.532618,,0.768375,95.59437500000094,105.60837499999651,193.406374999999,203.41237500000022,329.5753750000007
L3313,D07094,ok,,3.116125,0.67523178782444,landmark,782.799219,,3.116125,97.80512499999848,107.81412499999668,195.6101249999988,205.62212500000123,331.8201249999979
L3320,D07103,blocked,missing_anchor_timestamp,0.768375,0.0,,,,,,,,,
L3324,D07107,ok,,0.768375,0.07662540931760345,cohort_median,754.732552,,0.768375,95.62137499999916,105.63337499999979,193.44137499999886,203.44237499999906,329.5713749999999
L3340,D07133,ok,,0.768375,0.08450183009103845,cohort_median,855.965821,,0.768375,95.58237500000213,105.59637500000134,193.393375,203.40637500000264,329.5883749999997
L3349,D07143,ok,,0.768375,0.4971502978070631,cohort_median,956.499024,,0.768375,95.55137499999582,105.56537499999867,193.35337499999912,203.36237499999731,329.5403749999972
L335,A04121,ok,,0.768375,0.07402531308952866,cohort_median,664.499349,,0.768375,95.62837500000059,105.6403749999994,193.42837499999985,203.4393750000021,329.5893749999999
L3350,D07144,ok,,0.768375,0.1280941424155697,cohort_median,773.965886,,0.768375,95.62437499999977,105.630375000001,193.43137500000046,203.43737500000168,329.61237500000095
L3351,D07145,ok,,0.768375,0.4565409212312476,cohort_median,1214.232097,,0.768375,95.71337499999971,105.72937499999934,193.54137500000104,203.55337499999985,329.7203750000011
L3357,D07153,ok,,0.768375,0.46518472530732835,cohort_median,849.799154,,0.768375,95.62237499999937,105.63637500000222,193.41737500000124,203.43237500000066,329.5623750000017
L3370,D07169,blocked,missing_anchor_timestamp,0.768375,0.0,,,,,,,,,
L338,A04124,ok,,0.768375,0.07672477484045918,cohort_median,741.065951,,0.768375,95.68237499999704,105.68937499999846,193.4763749999987,203.4863749999971,329.6393749999992
L3381,D07182,ok,,0.768375,0.07344613464263716,cohort_median,715.965951,,0.768375,95.69337499999928,105.69937499999868,193.50337499999875,203.50637499999937,329.6493749999994
L3384,D07192,ok,,0.768375,0.44609473167037056,cohort_median,710.899284,,0.768375,95.55337499999986,105.56837500000019,193.34737499999972,203.36037499999964,329.518375
L3388,D07197,ok,,0.768375,0.41096342216109133,cohort_median,766.899219,,0.768375,95.58737500000042,105.58937500000083,193.37037500000076,203.37737500000037,329.5243750000003
L34,A02058,ok,,0.768375,0.3936685046344015,cohort_median,779.066667,,0.768375,95.26437499999919,105.27237500000082,193.044374999998,203.04837499999883,329.16437500000063
L3402,D07222,ok,,2.695625,0.7437330770604247,landmark,996.46569,,2.695625,97.36262499999401,107.37462499999646,195.15562499999913,205.16262499999692,331.3696249999991
L3403,D08001,ok,,0.768375,0.2603176266684823,cohort_median,746.299284,,0.768375,95.41637499999378,105.41737499999762,193.4923749999947,203.49337499999854,329.893375
L3405,D08004,ok,,0.768375,0.18843930892315613,cohort_median,727.299284,,0.768375,96.07837500000132,106.0833749999987,193.89137499999958,203.90437500000223,330.04937499999903
L3408,D08007,ok,,2.6335,0.6330711813674641,landmark,680.099349,,2.6335,97.95550000000011,107.96250000000154,195.74250000000038,205.75750000000343,331.90350000000046
L3417,D08017,ok,,0.3575,0.6628705044078347,landmark,625.166016,,0.3575,95.01150000000227,105.01350000000268,193.09549999999754,203.09650000000138,329.49650000000287
L3420,D08020,ok,,1.628375,0.77465910622391,landmark,723.4,,1.628375,96.39637500000367,106.41037499999925,194.16837500000088,204.1853750000007,330.3323749999979
L3424,D08024,ok,,0.768375,0.16044347667243664,cohort_median,701.632618,,0.768375,95.96337499999971,105.97637499999873,193.73537500000418,203.74437500000238,329.87437499999976
L3427,D08027,ok,,2.121,0.8074628755264098,landmark,637.6,,2.121,96.88200000000587,106.88500000000285,194.63100000000205,204.64200000000065,330.7740000000057
L3430,D08031,ok,,1.168375,0.6674496524848449,landmark,676.399349,,1.168375,95.84237500000634,105.84437500000675,193.92937500000588,203.93037500000244,330.3263750000031
L3437,D08039,ok,,0.768375,0.1946360412548223,cohort_median,726.932618,,0.768375,96.08737499999951,106.10237499999984,193.87937499999987,203.89137499999958,330.0283750000002
L3439,D08042,ok,,0.551,0.720890038472209,landmark,715.999284,,0.551,95.22499999999907,105.22699999999948,193.31300000000243,203.313999999999,329.70799999999923
L3445,D08049,ok,,0.410375,0.748624621887863,landmark,645.166016,,0.410375,95.0263750000018,105.02737499999837,193.1053749999997,203.10637500000354,329.49837500000336
L3448,D08058,ok,,1.166125,0.7343327892675899,landmark,834.266667,,1.166125,96.12812499999953,106.14212500000238,193.90612499999796,203.91512499999615,330.0521249999986
L3459,D08072,ok,,1.007625,0.7038153856979603,landmark,762.799219,,1.007625,96.18262499999564,106.19662499999849,193.94962499999545,203.9656249999987,330.10362499999775
L3465,D08082,ok,,1.008875,0.6692694045708139,landmark,611.099414,,1.008875,96.16787499999965,106.18187499999523,193.92787500000168,203.93687499999987,330.0618749999999
L3474,D08098,ok,,1.082125,0.6179752400930993,landmark,673.566016,,1.082125,96.2821249999971,106.28812499999832,194.04312500000296,204.05812500000238,330.194125000001
L3477,D08101,ok,,4.435125,0.7730286541718866,landmark,716.333334,,4.435125,99.21812500000308,109.22812500000512,196.98612499999948,206.99312500000454,333.1421250000022
L3479,D08103,ok,,0.485625,0.6117369318295526,landmark,650.599349,,0.485625,95.16262500000332,105.16462500000372,193.24962500000285,203.25162500000326,329.64962499999706
L3482,D08106,ok,,0.768375,0.517637400944731,cohort_median,647.799349,,0.768375,95.4483750000003,105.4503750000007,193.56037500000127,203.56237500000168,329.96437500000354
L3483,D08107,ok,,0.962875,0.7918128128263534,landmark,640.166667,,0.962875,95.7438749999954,105.75687499999441,193.49987499999662,203.51287499999563,329.6468750000011
L350,A04136,ok,,0.768375,0.4603389088419462,cohort_median,619.299349,,0.768375,95.74237499999835,105.74637499999916,193.55037499999924,203.56137499999784,329.7023750000011
L3501,D08135,ok,,0.768375,0.13184256519284906,cohort_median,678.299349,,0.768375,96.09037500000012,106.10837500000015,193.87537499999996,203.8923749999998,330.0333750000003
L3507,D08142,ok,,0.627125,0.662678687732728,landmark,729.365951,,0.627125,95.81612500000213,105.82512500000033,193.58612499999893,203.60312499999876,329.74012500000117
L3512,D08151,ok,,0.768375,0.058996872769843306,cohort_median,672.322667,,0.768375,96.10737499999995,106.11237499999733,194.05637500000046,204.07237499999644,330.24237500000197
L3517,D08159,ok,,0.768375,0.16459352241794287,cohort_median,650.866016,,0.768375,96.09237499999689,106.0943749999973,193.91037499999982,203.919374999998,330.06437499999845
L3523,D08168,ok,,0.768375,0.1072836635063656,cohort_median,629.101333,,0.768375,95.93337500000088,105.94737500000373,193.74437500000238,203.76037500000564,329.93137500000046
L3538,D08186,ok,,0.768375,0.2353584230362989,cohort_median,644.899349,,0.768375,96.06337500000008,106.06637500000069,193.8343749999989,203.8353749999991,329.9703749999993
L3541,D08190,ok,,1.79625,0.7659651430119743,landmark,707.533334,,1.79625,96.55924999999901,106.57024999999761,194.32925000000307,204.34124999999824,330.47924999999725
L3543,D08193,ok,,1.107375,0.8140572726252004,landmark,777.933334,,1.107375,95.86937500000245,105.88437500000187,193.6293749999972,203.64137499999964,329.7673750000035
L3570,D08244,ok,,0.768375,0.1048268212011945,cohort_median,707.965951,,0.768375,95.44637499999989,105.44837499999302,193.53637499999638,203.5383749999968,329.9393749999948
L3575,D08258,ok,,0.768375,0.130498950549207,cohort_median,651.399349,,0.768375,96.0843749999989,106.09737499999791,193.8613749999971,203.87437499999976,330.0173749999998
L3580,D08264,ok,,0.768375,0.1367137461183262,cohort_median,655.499349,,0.768375,96.08737500000042,106.10737499999995,193.87537499999996,203.8893750000001,330.0283750000002
L3583,D08269,ok,,1.2055,0.7966277748111412,landmark,901.066667,,1.2055,95.98650000000268,105.99649999999744,193.74550000000087,203.75849999999988,329.90749999999747
L3589,D08277,ok,,0.768375,0.46502952197963116,cohort_median,859.865821,,0.768375,96.09237500000053,106.10637499999974,193.87437499999976,203.88637500000038,330.0253749999996
L3590,D08278,ok,,0.768375,0.3169569280473941,cohort_median,732.465951,,0.768375,96.0373749999966,106.04837499999884,193.81637499999886,203.81837499999926,329.94737499999644
L3592,D08280,ok,,0.51425,0.6044660339391071,landmark,953.999024,,0.51425,95.19224999999989,105.1942500000003,193.30124999999663,203.30324999999704,329.7032499999985
L3608,D08307,ok,,0.768375,0.35746654805019173,cohort_median,763.299219,,0.768375,96.0643750000021,106.06737499999907,193.84837500000174,203.85937500000034,330.010375000002
L3612,D08312,ok,,0.768375,0.15830176191449605,cohort_median,644.232683,,0.768375,96.08837499999971,106.09337500000073,193.86537500000156,203.87837500000057,330.023375000001
L3623,D13002,ok,,0.768375,0.08424179271020259,cohort_median,675.499349,,0.768375,95.34837499999993,105.35637499999974,193.1473749999999,203.1553749999997,329.30937499999925
L3624,D13003,ok,,0.768375,0.19312220607548497,cohort_median,688.499284,,0.768375,95.62437499999977,105.62837499999968,193.44237499999997,203.4573749999994,329.62537499999996
L3633,D13014,ok,,0.768375,0.0834549537291173,cohort_median,705.632618,,0.768375,95.52137499999971,105.52437499999941,193.29137499999922,203.30037499999924,329.43537499999945
L3637,D13018,ok,,0.768375,0.14201408198768584,cohort_median,671.399349,,0.768375,95.52337500000012,105.52837500000022,193.31137499999966,203.31637499999977,329.4713749999995
L3641,D13022,ok,,0.768375,0.09962226529272877,cohort_median,761.232552,,0.768375,95.57037499999969,105.5853749999991,193.35837500000014,203.36337499999934,329.50637499999937
L3671,D13052,ok,,0.768375,0.08362374449865935,cohort_median,642.799349,,0.768375,95.35237500000075,105.36037500000056,193.1493749999994,203.1583749999994,329.3413750000003
L3674,D13055,ok,,0.768375,0.3488844506788985,cohort_median,723.165951,,0.768375,95.59037500000012,105.5963749999977,193.39137499999958,203.4073749999992,329.56837499999926
L3678,D13059,ok,,0.768375,0.08612418052869708,cohort_median,695.199284,,0.768375,95.57237499999646,105.58737499999587,193.37337499999592,203.37537499999632,329.53237499999557
L3699,D13080,ok,,0.768375,0.1095468346927924,cohort_median,719.399284,,0.768375,95.54837499999884,105.56337499999826,193.3393749999999,203.3483749999981,329.4893749999977
L3702,D13083,ok,,0.768375,0.09990399409982381,cohort_median,727.965951,,0.768375,95.647374999999,105.66137500000004,193.47437500000012,203.48837499999934,329.6553749999988
L3715,D13096,ok,,0.768375,0.08365099573116942,cohort_median,1070.965625,,0.768375,95.41237500000024,105.42737500000011,193.19837500000028,203.20937500000025,329.4443750000004
L3720,D13101,ok,,0.768375,0.12190555470955373,cohort_median,747.099284,,0.768375,95.90437499999997,105.91537499999994,193.73637499999984,203.748375,329.9263749999999
L3725,D13106,ok,,0.768375,0.07387270435184069,cohort_median,654.999349,,0.768375,95.48237499999995,105.49337499999855,193.28237499999557,203.2923749999976,329.4413749999952
L3726,D13107,ok,,0.768375,0.0738828530770655,cohort_median,726.432618,,0.768375,95.61237499999915,105.61937500000057,193.3873750000006,203.3983749999992,329.53937500000063
L3728,D13109,ok,,0.768375,0.24691500946215406,cohort_median,708.432618,,0.768375,95.63037499999918,105.6423749999998,193.44137500000068,203.44537499999967,329.62437499999976
L3740,D13121,ok,,0.768375,0.08389648539353907,cohort_median,688.599284,,0.768375,95.51237499999878,105.5253749999978,193.30837499999723,203.32437499999685,329.4723749999979
L3744,D13126,ok,,0.768375,0.26286654316415514,cohort_median,766.999219,,0.768375,95.63637500000222,105.64137500000324,193.4503750000007,203.4663750000003,329.6373750000024
L3748,D13130,ok,,0.768375,0.4927256156404781,cohort_median,713.999284,,0.768375,95.5063750000012,105.52137500000062,193.29837500000065,203.30537500000025,329.44437499999947
L3752,D13135,ok,,0.768375,0.4873557160295766,cohort_median,726.599284,,0.768375,95.55337499999986,105.55737500000068,193.3453749999975,203.35537499999953,329.49637499999915
L3758,D13142,ok,,0.768375,0.07228397634671996,cohort_median,652.132683,,0.768375,95.54137499999742,105.55137499999945,193.32037499999967,203.33037499999807,329.4643749999999
L376,A09015,ok,,0.768375,0.08833074050770273,cohort_median,605.099414,,0.768375,95.69637499999989,105.71137499999931,193.50337499999875,203.51937499999838,329.69837499999846
L3762,D13146,ok,,0.768375,0.0839704203835206,cohort_median,674.232683,,0.768375,95.5523750000033,105.56737500000271,193.34637500000133,203.35937500000034,329.4993750000034
L3767,E03006,ok,,0.768375,0.07520489756397,cohort_median,660.532683,,0.768375,95.65537500000063,105.66137500000004,193.4533750000013,203.4583750000005,329.61537500000156
L377,A09016,ok,,0.768375,0.5138082945341645,cohort_median,756.099219,,0.768375,95.52937499999861,105.54037499999721,193.31637499999522,203.31937499999947,329.4703749999975
L3776,E03015,ok,,0.768375,0.10972898793447014,cohort_median,689.665951,,0.768375,95.68337500000088,105.6973750000001,193.51437500000281,203.5213750000006,329.7043750000015
L3777,E04007,ok,,0.768375,0.2104934871235026,cohort_median,672.432683,,0.768375,95.66237500000024,105.67937500000006,193.4653750000001,203.47137500000042,329.61237500000004
L3779,E04009,ok,,0.768375,0.4773069400736062,cohort_median,675.732683,,0.768375,95.68637499999967,105.6973750000001,193.47537500000033,203.47737499999982,329.62337499999956
L3785,E04017,ok,,0.768375,0.08015442570972071,cohort_median,663.399349,,0.768375,95.526374999998,105.52937499999861,193.30837499999723,203.31237499999804,329.4863749999971
L3788,E04021,ok,,0.768375,0.10393483587070304,cohort_median,619.766016,,0.768375,95.58637499999931,105.59537499999932,193.37437499999976,203.38037499999916,329.5253749999996
L3797,E04031,ok,,0.768375,0.4937599632781535,cohort_median,641.132683,,0.768375,95.52137500000062,105.52837500000022,193.30937499999925,203.31137499999966,329.43537499999945
L3805,E04039,ok,,0.768375,0.07444349439184941,cohort_median,694.165951,,0.768375,95.5273749999982,105.53737500000024,193.32337500000028,203.3263750000009,329.4733749999981
L3812,E04057,ok,,0.768375,0.47197668931995457,cohort_median,660.032683,,0.768375,95.74337500000219,105.76037500000201,193.5663750000025,203.5773750000011,329.7613750000022
L383,A09022,ok,,0.768375,0.40592162730249226,cohort_median,759.865886,,0.768375,95.5113750000004,105.518375,193.29537500000004,203.30937500000107,329.4483750000003
L3841,E04103,ok,,0.768375,0.24573636843777863,cohort_median,683.199349,,0.768375,95.5743750000005,105.5753750000007,193.35837500000014,203.37037499999894,329.50837499999795
L3843,E04106,ok,,0.768375,0.07431817433733982,cohort_median,700.199284,,0.768375,95.56937499999948,105.58137500000011,193.35237499999891,203.36237499999913,329.518375
L3844,E04107,ok,,0.768375,0.47762497990335184,cohort_median,669.499349,,0.768375,95.52837499999477,105.53137499999902,193.32337500000028,203.3363749999993,329.5163749999996
L3852,E05001,ok,,0.768375,0.4760795212832112,cohort_median,784.432552,,0.768375,95.71437499999992,105.72237499999973,193.50537500000007,203.51637499999958,329.6993749999996
L3859,E05018,ok,,0.768375,0.48129288128581676,cohort_median,763.799219,,0.768375,95.56437500000028,105.56937499999948,193.34537500000113,203.34937500000012,329.514375000001
L3865,E05025,ok,,0.768375,0.07500312338050291,cohort_median,731.432618,,0.768375,95.57637499999727,105.59137500000033,193.36737499999833,203.38037499999734,329.513374999999
L3878,E05040,ok,,0.768375,0.503637653257134,cohort_median,706.799284,,0.768375,95.53037499999881,105.53437499999963,193.32537499999887,203.3353749999991,329.48337500000014
L3894,E05056,ok,,0.768375,0.4865521843561298,cohort_median,654.232683,,0.768375,95.60637499999974,105.61837499999855,193.3973750000008,203.3993750000012,329.56237499999804
L390,A09030,ok,,0.768375,0.08472329857771445,cohort_median,670.832683,,0.768375,95.54737500000046,105.56337500000008,193.3273750000011,203.3303749999999,329.4663750000003
L3906,E05068,ok,,0.768375,0.5987334600533682,cohort_median,839.399154,,0.768375,95.1413749999996,105.15137500000164,192.9303750000039,202.93337500000086,329.06937499999947
L3907,E05069,ok,,0.768375,0.0659760703739589,cohort_median,716.832618,,0.768375,95.12337500000321,105.1323750000014,192.90037500000506,202.91137500000366,329.04537500000185
L3925,E05087,ok,,0.768375,0.11280801173989745,cohort_median,735.532618,,0.768375,95.73637500000076,105.74237500000017,193.55437500000005,203.56637500000068,329.74337500000036
L3926,E05088,ok,,0.768375,0.48205481402336214,cohort_median,732.765951,,0.768375,95.57637500000091,105.58337500000052,193.35137500000053,203.36437500000136,329.49437500000056
L3934,E06003,ok,,0.768375,0.12498751061481359,cohort_median,695.532618,,0.768375,95.63437500000181,105.64537500000041,193.44637499999988,203.4613749999993,329.6893750000021
L394,A09034,ok,,0.768375,0.4928447823339558,cohort_median,761.032552,,0.768375,95.55437500000006,105.56937499999948,193.35437499999932,203.36037499999873,329.50037499999996
L3950,E06019,ok,,0.768375,0.47994613956041204,cohort_median,783.232552,,0.768375,95.55837499999906,105.56037499999947,193.3293749999997,203.3433749999989,329.4793749999993
L3951,E06020,ok,,0.768375,0.0774228998396607,cohort_median,714.299284,,0.768375,95.58237499999849,105.5853749999991,193.3973750000008,203.4073749999992,329.5873749999995
L3974,E06045,ok,,0.768375,0.4525116510775851,cohort_median,699.132618,,0.768375,95.52737500000184,105.53037499999881,193.30337499999985,203.31637499999886,329.4763749999987
L3976,E06047,ok,,0.768375,0.4761782090162385,cohort_median,775.432552,,0.768375,95.56737499999907,105.58337500000233,193.37337499999956,203.37637500000017,329.5253750000014
L3989,E06062,ok,,0.768375,0.4232863785203783,cohort_median,637.366016,,0.768375,95.62437499999977,105.62637500000018,193.42437500000267,203.43837500000188,329.5743750000005
L399,A09039,ok,,0.768375,0.08469609026830947,cohort_median,736.165951,,0.768375,95.5283749999984,105.53137499999902,193.29237500000124,203.30037499999924,329.42737499999964
L3990,E06063,ok,,0.768375,0.5345514880748032,cohort_median,707.799284,,0.768375,95.10937500000036,105.12337500000321,192.87637500000017,202.89137499999958,329.01937500000383
L3991,E06064,ok,,0.768375,0.5093848610677638,cohort_median,653.832683,,0.768375,95.30237499999966,105.31037500000129,193.0813750000019,203.08337500000232,329.2103750000027
L3998,E06071,ok,,0.768375,0.07722802668864623,cohort_median,700.732618,,0.768375,95.62237499999937,105.630375000001,193.42337500000247,203.42737499999964,329.61237500000095
L4,A01004,ok,,0.768375,0.1516907950065439,cohort_median,732.765951,,0.768375,95.52637499999436,105.52937499999861,193.32037499999603,203.33237499999848,329.4983749999959
L400,A09040,ok,,0.768375,0.08334703513223603,cohort_median,734.799284,,0.768375,95.49037499999794,105.50437500000079,193.27537499999778,203.29037500000084,329.43337500000086
L4001,E06076,ok,,0.768375,0.47385484425274255,cohort_median,711.932618,,0.768375,95.67737499999966,105.68537499999947,193.47737500000073,203.48837499999934,329.6443750000002
L4008,E06083,ok,,0.768375,0.17554228218463078,cohort_median,751.499219,,0.768375,95.55137499999945,105.56437500000028,193.34937500000012,203.36037500000054,329.50537499999916
L4011,E06086,ok,,0.768375,0.4913421490885372,cohort_median,657.366016,,0.768375,95.5103750000002,105.518375,193.30037500000014,203.30237500000055,329.4403750000005
L4012,E06087,ok,,0.768375,0.0743697302546211,cohort_median,666.366016,,0.768375,95.72937500000025,105.74337500000037,193.54437499999983,203.54637500000024,329.710375
L4017,E06093,ok,,0.768375,0.42438820782801084,cohort_median,639.266016,,0.768375,95.54937499999905,105.55137499999945,193.3383749999997,203.3403750000001,329.5213749999988
L4021,E06098,ok,,0.768375,0.47937284279566156,cohort_median,786.132552,,0.768375,95.54537499999823,105.56137500000149,193.3303750000017,203.34537500000113,329.48837500000116
L4029,E06108,ok,,0.768375,0.5068880124548485,cohort_median,743.965951,,0.768375,95.57137499999989,105.58637499999931,193.36337500000116,203.37037499999894,329.5163749999996
L4038,E06117,ok,,0.768375,0.07598983551122952,cohort_median,656.699349,,0.768375,95.55337499999986,105.5633750000019,193.36937499999874,203.39037499999938,329.5873749999995
L4046,E06127,ok,,0.768375,0.31842723705934545,cohort_median,642.166016,,0.768375,95.39837500000466,105.41337500000408,193.17837500000348,203.1803750000039,329.3243750000041
L4047,E06128,ok,,0.768375,0.07585067656234776,cohort_median,658.899349,,0.768375,95.65237500000184,105.66937500000166,193.4643749999999,203.47237500000153,329.61837499999854
L4054,E06135,ok,,0.768375,0.1453047837995006,cohort_median,657.866016,,0.768375,95.5273749999982,105.54237499999762,193.3243750000005,203.3363749999993,329.4713749999977
L4060,E06141,ok,,0.768375,0.3912160845686091,cohort_median,748.699284,,0.768375,95.85937499999672,105.87037499999896,193.69337499999926,203.70137499999726,329.87637500000017
L408,A09050,ok,,0.768375,0.4929697889156799,cohort_median,711.499284,,0.768375,95.58137500000011,105.58937499999992,193.4073749999992,203.41837499999963,329.56837499999926
L4088,E06175,ok,,0.768375,0.21329031894478703,cohort_median,685.199284,,0.768375,95.66637500000014,105.67637500000036,193.48737500000004,203.50237500000037,329.6963750000008
L41,A02066,ok,,1.997125,0.7288564981839766,landmark,739.232618,,1.997125,96.69512500000396,106.70012500000134,194.47012500000542,204.47412500000624,330.6521250000061
L4103,E06190,ok,,0.768375,0.569540857793344,cohort_median,654.569987,,0.768375,95.39637499999698,105.41037499999983,193.17737499999964,203.1893750000021,329.3233750000003
L4107,E06195,ok,,0.768375,0.5129531623942135,cohort_median,606.499414,,0.768375,95.505375000001,105.51537500000303,193.30437500000005,203.31137500000148,329.4393750000021
L4116,E06204,ok,,0.768375,0.48038407552873297,cohort_median,695.932618,,0.768375,95.76237499999878,105.7753749999978,193.56337499999825,203.57437499999685,329.7283749999991
L4129,E11018,ok,,0.768375,0.49260606207794616,cohort_median,779.865886,,0.768375,95.68237499999977,105.68637499999967,193.46637499999986,203.47037499999976,329.6263749999997
L4141,E11052,ok,,0.768375,0.4827931341102122,cohort_median,686.332618,,0.768375,95.56137500000058,105.57137499999989,193.35337500000003,203.36037499999964,329.49537499999985
L4147,E11059,ok,,0.768375,0.4848745131957143,cohort_median,717.565951,,0.768375,95.56137500000149,105.56537500000049,193.35937500000034,203.37137500000097,329.55237500000146
L4152,E11070,ok,,0.768375,0.4951295019463042,cohort_median,666.799349,,0.768375,95.630375000001,105.643375,193.43237500000066,203.44237500000088,329.5783750000013
L4153,E11071,ok,,0.768375,0.11851556070660049,cohort_median,965.26569,,0.768375,95.62337499999957,105.63037499999736,193.42937500000005,203.44137499999886,329.6393749999992
L4167,E12009,ok,,0.768375,0.46541152294430077,cohort_median,776.799219,,0.768375,95.54337499999782,105.54837499999884,193.3393749999999,203.35637499999973,329.50037499999996
L4169,E13001,ok,,3.497875,0.7626387019737842,landmark,783.2,,3.497875,97.91187499999702,107.9208750000025,195.6728750000029,205.68587500000191,331.80187499999647
L4170,E13002,ok,,0.768375,0.44849948624241975,cohort_median,769.232552,,0.768375,95.63337499999979,105.6383750000008,193.41937499999983,203.42437500000085,329.5733750000003
