row,L_id,code,condition,trial_in_recording,onset_sample
0,L103,11,standard,0,31536
1,L103,11,standard,1,32530
2,L103,11,standard,2,33529
3,L103,11,standard,3,34533
4,L103,11,standard,4,35532
5,L103,11,standard,5,36526
6,L103,22,deviant_target,6,37523
7,L103,11,standard,7,38524
8,L103,11,standard,8,39527
9,L103,11,standard,9,40521
10,L103,11,standard,10,41525
11,L103,11,standard,11,42520
12,L103,11,standard,12,43518
13,L103,11,standard,13,44523
14,L103,11,standard,14,45517
15,L103,22,deviant_target,15,46517
16,L103,22,deviant_target,16,47515
17,L103,11,standard,17,50529
18,L103,11,standard,18,51528
19,L103,11,standard,19,52527
20,L103,11,standard,20,53541
21,L103,11,standard,21,54540
22,L103,11,standard,22,55546
23,L103,22,deviant_target,23,56544
24,L103,11,standard,24,57540
25,L103,11,standard,25,58542
26,L103,22,deviant_target,26,59556
27,L103,11,standard,27,60573
28,L103,11,standard,28,91607
29,L103,11,standard,29,92609
30,L103,11,standard,30,93608
31,L103,11,standard,31,94602
32,L103,11,standard,32,95605
33,L103,11,standard,33,96600
34,L103,22,deviant_target,34,97600
35,L103,11,standard,35,98598
36,L103,11,standard,36,99613
37,L103,11,standard,37,100629
38,L103,11,standard,38,101631
39,L103,11,standard,39,102644
40,L103,11,standard,40,103650
41,L103,11,standard,41,104643
42,L103,11,standard,42,105646
43,L103,22,deviant_target,43,106645
44,L103,22,deviant_target,44,107639
45,L103,11,standard,45,108639
46,L103,11,standard,46,109638
47,L103,11,standard,47,110653
48,L103,11,standard,48,111673
49,L103,11,standard,49,112672
50,L103,11,standard,50,113684
51,L103,11,standard,51,114682
52,L103,11,standard,52,115703
53,L103,22,deviant_target,53,116702
54,L103,11,standard,54,117697
55,L103,11,standard,55,118711
56,L103,22,deviant_target,56,119717
57,L103,11,standard,57,120714
58,L103,11,standard,58,151764
59,L103,11,standard,59,152783
60,L103,11,standard,60,153794
61,L103,11,standard,61,154808
62,L103,11,standard,62,155831
63,L103,11,standard,63,156828
64,L103,22,deviant_target,64,157828
65,L103,11,standard,65,158827
66,L103,11,standard,66,159837
67,L103,11,standard,67,160838
68,L103,11,standard,68,161836
69,L103,11,standard,69,162857
70,L103,11,standard,70,163851
71,L103,11,standard,71,164855
72,L103,11,standard,72,165871
73,L103,22,deviant_target,73,166886
74,L103,22,deviant_target,74,167885
75,L103,11,standard,75,168884
76,L103,11,standard,76,170882
77,L103,11,standard,77,171882
78,L103,11,standard,78,173879
79,L103,11,standard,79,174895
80,L103,11,standard,80,175895
81,L103,22,deviant_target,81,176889
82,L103,11,standard,82,177886
83,L103,11,standard,83,178891
84,L103,22,deviant_target,84,179885
85,L103,11,standard,85,180906
86,L103,11,standard,86,211948
87,L103,11,standard,87,212958
88,L103,11,standard,88,213957
89,L103,11,standard,89,214972
90,L103,11,standard,90,215967
91,L103,22,deviant_target,91,217986
92,L103,11,standard,92,219002
93,L103,11,standard,93,220001
94,L103,11,standard,94,221000
95,L103,11,standard,95,224008
96,L103,11,standard,96,225028
97,L103,11,standard,97,226027
98,L103,22,deviant_target,98,227028
99,L103,22,deviant_target,99,228038
100,L103,11,standard,100,229054
101,L103,11,standard,101,230058
102,L103,11,standard,102,231051
103,L103,11,standard,103,232055
104,L103,11,standard,104,233054
105,L103,11,standard,105,234049
106,L103,22,deviant_target,106,237046
107,L103,11,standard,107,238046
108,L103,11,standard,108,241065
109,L103,11,standard,109,272097
110,L103,11,standard,110,273094
111,L103,11,standard,111,274094
112,L103,11,standard,112,275112
113,L103,11,standard,113,276123
114,L103,11,standard,114,277128
115,L103,22,deviant_target,115,278128
116,L103,11,standard,116,279121
117,L103,11,standard,117,280138
118,L103,11,standard,118,281136
119,L103,11,standard,119,282157
120,L103,11,standard,120,283155
121,L103,11,standard,121,284166
122,L103,11,standard,122,285182
123,L103,11,standard,123,286181
124,L103,22,deviant_target,124,287203
125,L103,22,deviant_target,125,288218
126,L103,11,standard,126,289212
127,L103,11,standard,127,290226
128,L103,11,standard,128,291247
129,L103,11,standard,129,292243
130,L103,11,standard,130,293262
131,L103,11,standard,131,294257
132,L103,11,standard,132,295271
133,L103,11,standard,133,296289
134,L103,22,deviant_target,134,297292
135,L103,11,standard,135,298286
136,L103,11,standard,136,299306
137,L1360,11,standard,0,32136
138,L1360,11,standard,1,33140
139,L1360,11,standard,2,35143
140,L1360,11,standard,3,36145
141,L1360,11,standard,4,37145
142,L1360,11,standard,5,38146
143,L1360,11,standard,6,39147
144,L1360,11,standard,7,40149
145,L1360,11,standard,8,41151
146,L1360,22,deviant_target,9,42152
147,L1360,11,standard,10,44155
148,L1360,22,deviant_target,11,45158
149,L1360,11,standard,12,46158
150,L1360,11,standard,13,47159
151,L1360,11,standard,14,48161
152,L1360,11,standard,15,49162
153,L1360,11,standard,16,50164
154,L1360,22,deviant_target,17,51165
155,L1360,11,standard,18,52168
156,L1360,11,standard,19,53167
157,L1360,11,standard,20,54169
158,L1360,22,deviant_target,21,55170
159,L1360,11,standard,22,57173
160,L1360,11,standard,23,58176
161,L1360,22,deviant_target,24,59176
162,L1360,11,standard,25,61181
163,L1360,11,standard,26,92276
164,L1360,11,standard,27,93283
165,L1360,11,standard,28,95286
166,L1360,11,standard,29,96287
167,L1360,11,standard,30,97288
168,L1360,11,standard,31,98290
169,L1360,11,standard,32,99292
170,L1360,11,standard,33,100293
171,L1360,11,standard,34,101295
172,L1360,22,deviant_target,35,102296
173,L1360,11,standard,36,103299
174,L1360,11,standard,37,104299
175,L1360,22,deviant_target,38,105303
176,L1360,11,standard,39,106302
177,L1360,11,standard,40,107304
178,L1360,11,standard,41,108307
179,L1360,11,standard,42,109307
180,L1360,11,standard,43,110310
181,L1360,22,deviant_target,44,111310
182,L1360,11,standard,45,112311
183,L1360,11,standard,46,113313
184,L1360,11,standard,47,114314
185,L1360,22,deviant_target,48,115316
186,L1360,11,standard,49,116318
187,L1360,11,standard,50,117319
188,L1360,11,standard,51,118320
189,L1360,22,deviant_target,52,119322
190,L1360,11,standard,53,120323
191,L1360,11,standard,54,121325
192,L1360,11,standard,55,152340
193,L1360,11,standard,56,153339
194,L1360,11,standard,57,154340
195,L1360,11,standard,58,155342
196,L1360,11,standard,59,156343
197,L1360,11,standard,60,157347
198,L1360,11,standard,61,158342
199,L1360,11,standard,62,159348
200,L1360,11,standard,63,160355
201,L1360,11,standard,64,161362
202,L1360,22,deviant_target,65,162365
203,L1360,11,standard,66,163365
204,L1360,11,standard,67,164372
205,L1360,22,deviant_target,68,165381
206,L1360,11,standard,69,167393
207,L1360,11,standard,70,168394
208,L1360,11,standard,71,169397
209,L1360,11,standard,72,170398
210,L1360,22,deviant_target,73,171399
211,L1360,11,standard,74,172401
212,L1360,11,standard,75,173401
213,L1360,11,standard,76,174404
214,L1360,22,deviant_target,77,175406
215,L1360,11,standard,78,176407
216,L1360,11,standard,79,177408
217,L1360,11,standard,80,178409
218,L1360,22,deviant_target,81,179411
219,L1360,11,standard,82,180414
220,L1360,11,standard,83,181414
221,L1360,11,standard,84,212441
222,L1360,11,standard,85,213439
223,L1360,11,standard,86,214441
224,L1360,11,standard,87,215445
225,L1360,11,standard,88,216444
226,L1360,11,standard,89,217445
227,L1360,11,standard,90,218446
228,L1360,11,standard,91,219448
229,L1360,11,standard,92,220452
230,L1360,11,standard,93,221451
231,L1360,22,deviant_target,94,222454
232,L1360,11,standard,95,224457
233,L1360,22,deviant_target,96,225457
234,L1360,11,standard,97,226458
235,L1360,11,standard,98,227462
236,L1360,11,standard,99,228461
237,L1360,11,standard,100,229465
238,L1360,11,standard,101,230466
239,L1360,22,deviant_target,102,231468
240,L1360,11,standard,103,232467
241,L1360,11,standard,104,233469
242,L1360,11,standard,105,234470
243,L1360,22,deviant_target,106,235472
244,L1360,11,standard,107,236474
245,L1360,11,standard,108,237475
246,L1360,11,standard,109,238477
247,L1360,22,deviant_target,110,239479
248,L1360,11,standard,111,240479
249,L1360,11,standard,112,241481
250,L1360,11,standard,113,272507
251,L1360,11,standard,114,273508
252,L1360,11,standard,115,274508
253,L1360,11,standard,116,275510
254,L1360,11,standard,117,276511
255,L1360,11,standard,118,277514
256,L1360,11,standard,119,278514
257,L1360,11,standard,120,279516
258,L1360,11,standard,121,280517
259,L1360,11,standard,122,281518
260,L1360,22,deviant_target,123,282520
261,L1360,11,standard,124,284522
262,L1360,22,deviant_target,125,285525
263,L1360,11,standard,126,286526
264,L1360,11,standard,127,287527
265,L1360,11,standard,128,288528
266,L1360,11,standard,129,289530
267,L1360,11,standard,130,290532
268,L1360,11,standard,131,292535
269,L1360,11,standard,132,293536
270,L1360,11,standard,133,294538
271,L1360,22,deviant_target,134,295545
272,L1360,11,standard,135,296552
273,L1360,11,standard,136,297549
274,L1360,11,standard,137,298555
275,L1360,22,deviant_target,138,299556
276,L1368,11,standard,0,31506
277,L1368,11,standard,1,32508
278,L1368,11,standard,2,33505
279,L1368,11,standard,3,34505
280,L1368,11,standard,4,35505
281,L1368,22,deviant_target,5,36505
282,L1368,11,standard,6,37505
283,L1368,11,standard,7,38505
284,L1368,22,deviant_target,8,39505
285,L1368,11,standard,9,40506
286,L1368,11,standard,10,41505
287,L1368,11,standard,11,42504
288,L1368,11,standard,12,43505
289,L1368,11,standard,13,44505
290,L1368,11,standard,14,45504
291,L1368,11,standard,15,46504
292,L1368,22,deviant_target,16,47507
293,L1368,11,standard,17,48505
294,L1368,22,deviant_target,18,49508
295,L1368,11,standard,19,50504
296,L1368,11,standard,20,51504
297,L1368,11,standard,21,52506
298,L1368,11,standard,22,53504
299,L1368,11,standard,23,54504
300,L1368,11,standard,24,55505
301,L1368,22,deviant_target,25,56504
302,L1368,11,standard,26,57506
303,L1368,11,standard,27,58504
304,L1368,11,standard,28,59505
305,L1368,11,standard,29,60506
306,L1368,11,standard,30,91528
307,L1368,11,standard,31,92526
308,L1368,11,standard,32,93526
309,L1368,11,standard,33,94527
310,L1368,11,standard,34,95526
311,L1368,22,deviant_target,35,96526
312,L1368,11,standard,36,97527
313,L1368,11,standard,37,98526
314,L1368,22,deviant_target,38,99527
315,L1368,11,standard,39,100526
316,L1368,11,standard,40,101526
317,L1368,11,standard,41,102526
318,L1368,11,standard,42,103526
319,L1368,11,standard,43,104526
320,L1368,11,standard,44,106526
321,L1368,11,standard,45,108527
322,L1368,22,deviant_target,46,109526
323,L1368,11,standard,47,110526
324,L1368,11,standard,48,111525
325,L1368,11,standard,49,112526
326,L1368,11,standard,50,113527
327,L1368,11,standard,51,114526
328,L1368,11,standard,52,115526
329,L1368,22,deviant_target,53,116527
330,L1368,11,standard,54,117529
331,L1368,11,standard,55,118526
332,L1368,11,standard,56,119526
333,L1368,11,standard,57,120526
334,L1368,11,standard,58,151539
335,L1368,11,standard,59,152538
336,L1368,11,standard,60,153538
337,L1368,11,standard,61,154537
338,L1368,11,standard,62,155537
339,L1368,22,deviant_target,63,156537
340,L1368,11,standard,64,157537
341,L1368,11,standard,65,158537
342,L1368,22,deviant_target,66,159537
343,L1368,11,standard,67,160538
344,L1368,11,standard,68,161537
345,L1368,11,standard,69,162537
346,L1368,11,standard,70,163537
347,L1368,11,standard,71,164537
348,L1368,11,standard,72,165537
349,L1368,11,standard,73,166537
350,L1368,22,deviant_target,74,167537
351,L1368,11,standard,75,168537
352,L1368,22,deviant_target,76,169537
353,L1368,11,standard,77,170536
354,L1368,11,standard,78,171537
355,L1368,11,standard,79,172538
356,L1368,11,standard,80,173537
357,L1368,11,standard,81,174537
358,L1368,11,standard,82,175537
359,L1368,22,deviant_target,83,176536
360,L1368,11,standard,84,177538
361,L1368,11,standard,85,178536
362,L1368,11,standard,86,179537
363,L1368,11,standard,87,180537
364,L1368,11,standard,88,211550
365,L1368,11,standard,89,212547
366,L1368,11,standard,90,213548
367,L1368,11,standard,91,214548
368,L1368,11,standard,92,215548
369,L1368,22,deviant_target,93,216551
370,L1368,11,standard,94,217550
371,L1368,11,standard,95,218551
372,L1368,22,deviant_target,96,219551
373,L1368,11,standard,97,220547
374,L1368,11,standard,98,221548
375,L1368,11,standard,99,222548
376,L1368,11,standard,100,223549
377,L1368,11,standard,101,224547
378,L1368,11,standard,102,225548
379,L1368,11,standard,103,226550
380,L1368,22,deviant_target,104,227551
381,L1368,11,standard,105,228547
382,L1368,22,deviant_target,106,229547
383,L1368,11,standard,107,230548
384,L1368,11,standard,108,231548
385,L1368,11,standard,109,232547
386,L1368,11,standard,110,233547
387,L1368,11,standard,111,234548
388,L1368,11,standard,112,235548
389,L1368,22,deviant_target,113,236547
390,L1368,11,standard,114,237548
391,L1368,11,standard,115,238548
392,L1368,11,standard,116,239550
393,L1368,11,standard,117,240547
394,L1368,11,standard,118,271560
395,L1368,11,standard,119,272558
396,L1368,11,standard,120,273558
397,L1368,11,standard,121,274559
398,L1368,11,standard,122,275560
399,L1368,22,deviant_target,123,276558
400,L1368,11,standard,124,277558
401,L1368,11,standard,125,278559
402,L1368,22,deviant_target,126,279559
403,L1368,11,standard,127,280558
404,L1368,11,standard,128,281558
405,L1368,11,standard,129,282559
406,L1368,11,standard,130,283560
407,L1368,11,standard,131,284558
408,L1368,11,standard,132,285558
409,L1368,11,standard,133,286559
410,L1368,22,deviant_target,134,287560
411,L1368,11,standard,135,288558
412,L1368,22,deviant_target,136,289558
413,L1368,11,standard,137,290558
414,L1368,11,standard,138,291559
415,L1368,11,standard,139,292558
416,L1368,11,standard,140,293562
417,L1368,11,standard,141,295570
418,L1368,22,deviant_target,142,296580
419,L1368,11,standard,143,297580
420,L1368,11,standard,144,298581
421,L1368,11,standard,145,299580
422,L1379,11,standard,0,32607
423,L1379,11,standard,1,33608
424,L1379,11,standard,2,34612
425,L1379,11,standard,3,35614
426,L1379,11,standard,4,36615
427,L1379,11,standard,5,37617
428,L1379,11,standard,6,38618
429,L1379,11,standard,7,39620
430,L1379,22,deviant_target,8,40621
431,L1379,11,standard,9,41623
432,L1379,11,standard,10,42623
433,L1379,11,standard,11,43626
434,L1379,11,standard,12,44627
435,L1379,11,standard,13,45627
436,L1379,11,standard,14,46629
437,L1379,11,standard,15,47630
438,L1379,11,standard,16,48632
439,L1379,11,standard,17,49634
440,L1379,22,deviant_target,18,50634
441,L1379,11,standard,19,51636
442,L1379,11,standard,20,52637
443,L1379,11,standard,21,53639
444,L1379,22,deviant_target,22,54642
445,L1379,11,standard,23,55641
446,L1379,22,deviant_target,24,56643
447,L1379,11,standard,25,57645
448,L1379,11,standard,26,58646
449,L1379,11,standard,27,59648
450,L1379,11,standard,28,60652
451,L1379,22,deviant_target,29,61651
452,L1379,11,standard,30,92750
453,L1379,11,standard,31,93755
454,L1379,11,standard,32,94756
455,L1379,11,standard,33,95757
456,L1379,11,standard,34,96759
457,L1379,11,standard,35,97761
458,L1379,11,standard,36,98762
459,L1379,11,standard,37,99763
460,L1379,22,deviant_target,38,100765
461,L1379,11,standard,39,101766
462,L1379,11,standard,40,102767
463,L1379,11,standard,41,103769
464,L1379,11,standard,42,104770
465,L1379,11,standard,43,105772
466,L1379,11,standard,44,106773
467,L1379,11,standard,45,107777
468,L1379,11,standard,46,108779
469,L1379,11,standard,47,109780
470,L1379,22,deviant_target,48,110781
471,L1379,11,standard,49,111782
472,L1379,11,standard,50,112784
473,L1379,11,standard,51,113785
474,L1379,22,deviant_target,52,114785
475,L1379,11,standard,53,115788
476,L1379,22,deviant_target,54,116790
477,L1379,11,standard,55,117789
478,L1379,11,standard,56,118791
479,L1379,11,standard,57,119792
480,L1379,11,standard,58,120794
481,L1379,22,deviant_target,59,121796
482,L1379,11,standard,60,152812
483,L1379,11,standard,61,153812
484,L1379,11,standard,62,154811
485,L1379,11,standard,63,155813
486,L1379,11,standard,64,156815
487,L1379,11,standard,65,157816
488,L1379,11,standard,66,158819
489,L1379,11,standard,67,159819
490,L1379,22,deviant_target,68,160821
491,L1379,11,standard,69,161823
492,L1379,11,standard,70,162825
493,L1379,11,standard,71,163825
494,L1379,11,standard,72,164828
495,L1379,11,standard,73,165829
496,L1379,11,standard,74,166831
497,L1379,11,standard,75,167831
498,L1379,11,standard,76,168832
499,L1379,11,standard,77,169834
500,L1379,22,deviant_target,78,170835
501,L1379,11,standard,79,171837
502,L1379,11,standard,80,172839
503,L1379,11,standard,81,173840
504,L1379,22,deviant_target,82,174842
505,L1379,11,standard,83,175843
506,L1379,22,deviant_target,84,176845
507,L1379,11,standard,85,177846
508,L1379,11,standard,86,178847
509,L1379,11,standard,87,179848
510,L1379,11,standard,88,180850
511,L1379,22,deviant_target,89,181853
512,L1379,11,standard,90,212867
513,L1379,11,standard,91,213866
514,L1379,11,standard,92,214867
515,L1379,11,standard,93,215869
516,L1379,11,standard,94,216870
517,L1379,11,standard,95,217871
518,L1379,11,standard,96,218874
519,L1379,11,standard,97,219875
520,L1379,22,deviant_target,98,220876
521,L1379,11,standard,99,221878
522,L1379,11,standard,100,222880
523,L1379,11,standard,101,223881
524,L1379,11,standard,102,224882
525,L1379,11,standard,103,225883
526,L1379,11,standard,104,226886
527,L1379,11,standard,105,227887
528,L1379,11,standard,106,228890
529,L1379,11,standard,107,229889
530,L1379,22,deviant_target,108,230891
531,L1379,11,standard,109,231894
532,L1379,11,standard,110,232896
533,L1379,11,standard,111,233897
534,L1379,22,deviant_target,112,234899
535,L1379,11,standard,113,235900
536,L1379,22,deviant_target,114,236901
537,L1379,11,standard,115,237903
538,L1379,11,standard,116,238903
539,L1379,11,standard,117,239904
540,L1379,11,standard,118,240907
541,L1379,22,deviant_target,119,241907
542,L1379,11,standard,120,272922
543,L1379,11,standard,121,273922
544,L1379,11,standard,122,274922
545,L1379,11,standard,123,275924
546,L1379,11,standard,124,276926
547,L1379,11,standard,125,277927
548,L1379,11,standard,126,278929
549,L1379,11,standard,127,279933
550,L1379,22,deviant_target,128,280932
551,L1379,11,standard,129,281934
552,L1379,11,standard,130,282936
553,L1379,11,standard,131,283938
554,L1379,11,standard,132,284939
555,L1379,11,standard,133,285941
556,L1379,11,standard,134,286942
557,L1379,11,standard,135,287944
558,L1379,11,standard,136,288944
559,L1379,11,standard,137,289947
560,L1379,22,deviant_target,138,290947
561,L1379,11,standard,139,291948
562,L1379,11,standard,140,292950
563,L1379,11,standard,141,293952
564,L1379,22,deviant_target,142,294953
565,L1379,11,standard,143,295955
566,L1379,22,deviant_target,144,296956
567,L1379,11,standard,145,297958
568,L1379,11,standard,146,298959
569,L1379,11,standard,147,299961
570,L138,11,standard,0,31317
571,L138,11,standard,1,33303
572,L138,11,standard,2,34293
573,L138,11,standard,3,35293
574,L138,11,standard,4,36288
575,L138,11,standard,5,37285
576,L138,11,standard,6,38274
577,L138,11,standard,7,39268
578,L138,11,standard,8,40263
579,L138,11,standard,9,41257
580,L138,11,standard,10,42251
581,L138,11,standard,11,43244
582,L138,11,standard,12,44233
583,L138,22,deviant_target,13,45226
584,L138,11,standard,14,46220
585,L138,11,standard,15,47214
586,L138,11,standard,16,48208
587,L138,11,standard,17,49202
588,L138,22,deviant_target,18,50196
589,L138,11,standard,19,51190
590,L138,22,deviant_target,20,52184
591,L138,11,standard,21,53178
592,L138,11,standard,22,54173
593,L138,11,standard,23,55160
594,L138,11,standard,24,56154
595,L138,11,standard,25,57145
596,L138,22,deviant_target,26,58141
597,L138,11,standard,27,59135
598,L138,22,deviant_target,28,60129
599,L138,11,standard,29,91185
600,L138,11,standard,30,92183
601,L138,11,standard,31,93177
602,L138,11,standard,32,94170
603,L138,11,standard,33,95165
604,L138,11,standard,34,96159
605,L138,11,standard,35,97152
606,L138,11,standard,36,98142
607,L138,11,standard,37,99140
608,L138,11,standard,38,101129
609,L138,11,standard,39,102122
610,L138,11,standard,40,103116
611,L138,11,standard,41,104105
612,L138,11,standard,42,107079
613,L138,11,standard,43,109067
614,L138,22,deviant_target,44,110061
615,L138,11,standard,45,111055
616,L138,11,standard,46,113043
617,L138,11,standard,47,114037
618,L138,11,standard,48,115030
619,L138,11,standard,49,116025
620,L138,11,standard,50,117018
621,L138,22,deviant_target,51,118012
622,L138,11,standard,52,119006
623,L138,22,deviant_target,53,120001
624,L138,11,standard,54,151011
625,L138,11,standard,55,153988
626,L138,11,standard,56,154983
627,L138,11,standard,57,155976
628,L138,11,standard,58,156970
629,L138,11,standard,59,157963
630,L138,11,standard,60,158958
631,L138,11,standard,61,159952
632,L138,11,standard,62,160943
633,L138,11,standard,63,161939
634,L138,11,standard,64,162933
635,L138,22,deviant_target,65,164921
636,L138,11,standard,66,165917
637,L138,11,standard,67,167903
638,L138,11,standard,68,168897
639,L138,22,deviant_target,69,169891
640,L138,11,standard,70,170885
641,L138,22,deviant_target,71,171879
642,L138,11,standard,72,172869
643,L138,11,standard,73,173861
644,L138,11,standard,74,174856
645,L138,11,standard,75,175850
646,L138,11,standard,76,176843
647,L138,22,deviant_target,77,177836
648,L138,11,standard,78,178831
649,L138,22,deviant_target,79,179825
650,L138,11,standard,80,213818
651,L138,11,standard,81,214807
652,L138,11,standard,82,215801
653,L138,11,standard,83,216795
654,L138,11,standard,84,218782
655,L138,11,standard,85,219776
656,L138,11,standard,86,220770
657,L138,11,standard,87,221764
658,L138,11,standard,88,222758
659,L138,11,standard,89,223749
660,L138,22,deviant_target,90,224752
661,L138,11,standard,91,225746
662,L138,11,standard,92,226740
663,L138,11,standard,93,227728
664,L138,11,standard,94,228722
665,L138,11,standard,95,233692
666,L138,11,standard,96,236674
667,L138,22,deviant_target,97,237668
668,L138,11,standard,98,238656
669,L138,22,deviant_target,99,239650
670,L138,11,standard,100,270655
671,L138,11,standard,101,271650
672,L138,11,standard,102,274630
673,L138,11,standard,103,278606
674,L138,11,standard,104,280589
675,L138,11,standard,105,281583
676,L138,11,standard,106,282576
677,L138,11,standard,107,283570
678,L138,22,deviant_target,108,284564
679,L138,11,standard,109,285553
680,L138,11,standard,110,286547
681,L138,11,standard,111,287535
682,L138,11,standard,112,288528
683,L138,22,deviant_target,113,289522
684,L138,11,standard,114,290516
685,L138,22,deviant_target,115,291510
686,L138,11,standard,116,293498
687,L138,11,standard,117,294492
688,L138,11,standard,118,295486
689,L138,11,standard,119,296480
690,L138,22,deviant_target,120,297474
691,L138,11,standard,121,298467
692,L138,22,deviant_target,122,299462
693,L1382,11,standard,0,76171
694,L1382,11,standard,1,77174
695,L1382,11,standard,2,78174
696,L1382,11,standard,3,79174
697,L1382,11,standard,4,80173
698,L1382,11,standard,5,81173
699,L1382,11,standard,6,82173
700,L1382,11,standard,7,83175
701,L1382,11,standard,8,84173
702,L1382,11,standard,9,85174
703,L1382,22,deviant_target,10,86174
704,L1382,11,standard,11,87174
705,L1382,11,standard,12,88174
706,L1382,11,standard,13,89174
707,L1382,11,standard,14,90175
708,L1382,22,deviant_target,15,91173
709,L1382,11,standard,16,92174
710,L1382,22,deviant_target,17,93173
711,L1382,11,standard,18,94173
712,L1382,11,standard,19,95174
713,L1382,11,standard,20,96175
714,L1382,11,standard,21,97174
715,L1382,11,standard,22,98175
716,L1382,11,standard,23,99174
717,L1382,22,deviant_target,24,100173
718,L1382,22,deviant_target,25,101173
719,L1382,11,standard,26,102174
720,L1382,11,standard,27,103174
721,L1382,11,standard,28,104174
722,L1382,11,standard,29,105174
723,L1382,11,standard,30,137195
724,L1382,11,standard,31,138197
725,L1382,11,standard,32,139195
726,L1382,11,standard,33,140195
727,L1382,11,standard,34,141195
728,L1382,11,standard,35,142196
729,L1382,11,standard,36,143196
730,L1382,11,standard,37,144196
731,L1382,11,standard,38,145195
732,L1382,22,deviant_target,39,146196
733,L1382,11,standard,40,147197
734,L1382,11,standard,41,148196
735,L1382,11,standard,42,149195
736,L1382,11,standard,43,150196
737,L1382,22,deviant_target,44,151195
738,L1382,11,standard,45,152195
739,L1382,22,deviant_target,46,153195
740,L1382,11,standard,47,154195
741,L1382,11,standard,48,155196
742,L1382,11,standard,49,156195
743,L1382,11,standard,50,157195
744,L1382,11,standard,51,158195
745,L1382,11,standard,52,159195
746,L1382,22,deviant_target,53,160195
747,L1382,22,deviant_target,54,161195
748,L1382,11,standard,55,162197
749,L1382,11,standard,56,165195
750,L1382,11,standard,57,196218
751,L1382,11,standard,58,197221
752,L1382,11,standard,59,198223
753,L1382,11,standard,60,199221
754,L1382,11,standard,61,200228
755,L1382,11,standard,62,203228
756,L1382,11,standard,63,204223
757,L1382,11,standard,64,205221
758,L1382,22,deviant_target,65,206221
759,L1382,11,standard,66,207223
760,L1382,11,standard,67,208222
761,L1382,11,standard,68,209228
762,L1382,11,standard,69,210230
763,L1382,22,deviant_target,70,211231
764,L1382,11,standard,71,212227
765,L1382,11,standard,72,215227
766,L1382,11,standard,73,216228
767,L1382,11,standard,74,217227
768,L1382,11,standard,75,218227
769,L1382,11,standard,76,219228
770,L1382,22,deviant_target,77,220229
771,L1382,22,deviant_target,78,221227
772,L1382,11,standard,79,222227
773,L1382,11,standard,80,223228
774,L1382,11,standard,81,224227
775,L1382,11,standard,82,225227
776,L1382,11,standard,83,256251
777,L1382,11,standard,84,257249
778,L1382,11,standard,85,258249
779,L1382,11,standard,86,259249
780,L1382,11,standard,87,260250
781,L1382,11,standard,88,261249
782,L1382,11,standard,89,262248
783,L1382,11,standard,90,263250
784,L1382,11,standard,91,264249
785,L1382,11,standard,92,265249
786,L1382,22,deviant_target,93,266249
787,L1382,11,standard,94,267249
788,L1382,11,standard,95,268250
789,L1382,11,standard,96,269248
790,L1382,11,standard,97,270249
791,L1382,22,deviant_target,98,271249
792,L1382,11,standard,99,272248
793,L1382,22,deviant_target,100,273248
794,L1382,11,standard,101,274249
795,L1382,11,standard,102,275248
796,L1382,11,standard,103,276249
797,L1382,11,standard,104,277248
798,L1382,11,standard,105,278249
799,L1382,11,standard,106,279249
800,L1382,22,deviant_target,107,280248
801,L1382,22,deviant_target,108,281248
802,L1382,11,standard,109,282249
803,L1382,11,standard,110,283249
804,L1382,11,standard,111,284249
805,L1382,11,standard,112,285248
806,L1390,11,standard,0,31082
807,L1390,11,standard,1,32085
808,L1390,11,standard,2,33085
809,L1390,11,standard,3,34085
810,L1390,11,standard,4,35084
811,L1390,11,standard,5,36084
812,L1390,22,deviant_target,6,37086
813,L1390,11,standard,7,38085
814,L1390,11,standard,8,39084
815,L1390,11,standard,9,40084
816,L1390,11,standard,10,43084
817,L1390,11,standard,11,44084
818,L1390,11,standard,12,45084
819,L1390,22,deviant_target,13,46085
820,L1390,22,deviant_target,14,47084
821,L1390,11,standard,15,48084
822,L1390,11,standard,16,49084
823,L1390,11,standard,17,50085
824,L1390,11,standard,18,59085
825,L1390,11,standard,19,60084
826,L1390,11,standard,20,91096
827,L1390,11,standard,21,92096
828,L1390,11,standard,22,93096
829,L1390,11,standard,23,94095
830,L1390,11,standard,24,96095
831,L1390,22,deviant_target,25,97096
832,L1390,11,standard,26,98096
833,L1390,11,standard,27,99096
834,L1390,11,standard,28,101096
835,L1390,11,standard,29,102096
836,L1390,11,standard,30,104095
837,L1390,11,standard,31,105096
838,L1390,22,deviant_target,32,106095
839,L1390,22,deviant_target,33,107095
840,L1390,11,standard,34,108095
841,L1390,11,standard,35,109095
842,L1390,11,standard,36,110096
843,L1390,11,standard,37,111097
844,L1390,11,standard,38,112095
845,L1390,11,standard,39,113095
846,L1390,11,standard,40,114096
847,L1390,22,deviant_target,41,115096
848,L1390,11,standard,42,116095
849,L1390,22,deviant_target,43,117097
850,L1390,11,standard,44,118096
851,L1390,11,standard,45,119095
852,L1390,11,standard,46,120095
853,L1390,11,standard,47,151118
854,L1390,11,standard,48,152117
855,L1390,11,standard,49,153116
856,L1390,11,standard,50,154117
857,L1390,11,standard,51,155120
858,L1390,11,standard,52,156117
859,L1390,22,deviant_target,53,157117
860,L1390,11,standard,54,158118
861,L1390,11,standard,55,159117
