row,L_id,code,condition,trial_in_recording,onset_sample
49583,L145,11,standard,26,54664
49584,L145,11,standard,27,85724
49585,L145,11,standard,28,86719
49586,L145,11,standard,29,87707
49587,L145,11,standard,30,88701
49588,L145,11,standard,31,89695
49589,L145,22,deviant_target,32,90689
49590,L145,11,standard,33,91682
49591,L145,11,standard,34,92676
49592,L145,11,standard,35,93671
49593,L145,22,deviant_target,36,94658
49594,L145,11,standard,37,95652
49595,L145,11,standard,38,96646
49596,L145,22,deviant_target,39,97640
49597,L145,11,standard,40,98634
49598,L145,22,deviant_target,41,99622
49599,L145,11,standard,42,100616
49600,L145,11,standard,43,101610
49601,L145,22,deviant_target,44,102604
49602,L145,11,standard,45,103597
49603,L145,11,standard,46,104591
49604,L145,11,standard,47,105586
49605,L145,11,standard,48,106579
49606,L145,11,standard,49,107574
49607,L145,11,standard,50,108567
49608,L145,11,standard,51,109561
49609,L145,11,standard,52,110556
49610,L145,11,standard,53,111549
49611,L145,11,standard,54,112543
49612,L145,11,standard,55,113537
49613,L145,11,standard,56,114531
49614,L145,11,standard,57,145537
49615,L145,11,standard,58,146531
49616,L145,11,standard,59,147525
49617,L145,11,standard,60,148519
49618,L145,11,standard,61,149513
49619,L145,22,deviant_target,62,150507
49620,L145,11,standard,63,151501
49621,L145,11,standard,64,152495
49622,L145,11,standard,65,153488
49623,L145,22,deviant_target,66,154482
49624,L145,11,standard,67,155477
49625,L145,11,standard,68,156470
49626,L145,22,deviant_target,69,157464
49627,L145,11,standard,70,158458
49628,L145,22,deviant_target,71,159452
49629,L145,11,standard,72,160446
49630,L145,11,standard,73,161440
49631,L145,22,deviant_target,74,162433
49632,L145,11,standard,75,163428
49633,L145,11,standard,76,164422
49634,L145,11,standard,77,165410
49635,L145,11,standard,78,166404
49636,L145,11,standard,79,167397
49637,L145,11,standard,80,168391
49638,L145,11,standard,81,169386
49639,L145,11,standard,82,170379
49640,L145,11,standard,83,171373
49641,L145,11,standard,84,172369
49642,L145,11,standard,85,173361
49643,L145,11,standard,86,174355
49644,L145,11,standard,87,205367
49645,L145,11,standard,88,206361
49646,L145,11,standard,89,207355
49647,L145,11,standard,90,208349
49648,L145,11,standard,91,209343
49649,L145,22,deviant_target,92,210337
49650,L145,11,standard,93,211331
49651,L145,11,standard,94,212325
49652,L145,11,standard,95,213319
49653,L145,22,deviant_target,96,214313
49654,L145,11,standard,97,215307
49655,L145,11,standard,98,216301
49656,L145,22,deviant_target,99,217295
49657,L145,11,standard,100,218288
49658,L145,22,deviant_target,101,219282
49659,L145,11,standard,102,220276
49660,L145,11,standard,103,221270
49661,L145,22,deviant_target,104,222264
49662,L145,11,standard,105,223259
49663,L145,11,standard,106,224252
49664,L145,11,standard,107,225246
49665,L145,11,standard,108,226240
49666,L145,11,standard,109,227234
49667,L145,11,standard,110,228228
49668,L145,11,standard,111,229222
49669,L145,11,standard,112,230215
49670,L145,11,standard,113,231209
49671,L145,11,standard,114,232203
49672,L145,11,standard,115,233192
49673,L145,11,standard,116,234186
49674,L1453,11,standard,0,12926
49675,L1453,11,standard,1,13942
49676,L1453,11,standard,2,14941
49677,L1453,11,standard,3,15940
49678,L1453,11,standard,4,17935
49679,L1453,11,standard,5,18949
49680,L1453,11,standard,6,23982
49681,L1453,11,standard,7,24981
49682,L1453,11,standard,8,37050
49683,L1453,22,deviant_target,9,38064
49684,L1453,11,standard,10,39087
49685,L1453,11,standard,11,41101
49686,L1453,11,standard,12,73228
49687,L1453,11,standard,13,75234
49688,L1453,11,standard,14,77249
49689,L1453,11,standard,15,78247
49690,L1453,22,deviant_target,16,80241
49691,L1453,11,standard,17,83238
49692,L1453,11,standard,18,84258
49693,L1453,11,standard,19,85252
49694,L1453,11,standard,20,86273
49695,L1453,11,standard,21,87271
49696,L1453,11,standard,22,88287
49697,L1453,11,standard,23,89283
49698,L1453,11,standard,24,90282
49699,L1453,11,standard,25,91284
49700,L1453,22,deviant_target,26,92284
49701,L1453,11,standard,27,95276
49702,L1453,11,standard,28,96276
49703,L1453,11,standard,29,97273
49704,L1453,22,deviant_target,30,98289
49705,L1453,11,standard,31,100326
49706,L1453,11,standard,32,101320
49707,L1453,22,deviant_target,33,102319
49708,L1453,11,standard,34,133358
49709,L1453,11,standard,35,134370
49710,L1453,11,standard,36,135370
49711,L1453,11,standard,37,136370
49712,L1453,11,standard,38,137368
49713,L1453,11,standard,39,138387
49714,L1453,11,standard,40,139388
49715,L1453,22,deviant_target,41,140384
49716,L1453,11,standard,42,143383
49717,L1453,11,standard,43,144393
49718,L1453,11,standard,44,145415
49719,L1453,11,standard,45,147414
49720,L1453,11,standard,46,148412
49721,L1453,11,standard,47,149427
49722,L1453,11,standard,48,150438
49723,L1453,11,standard,49,151438
49724,L1453,22,deviant_target,50,152442
49725,L1453,11,standard,51,153441
49726,L1453,11,standard,52,159462
49727,L1453,11,standard,53,160485
49728,L1453,11,standard,54,161495
49729,L1453,22,deviant_target,55,162494
49730,L1453,11,standard,56,193549
49731,L1453,11,standard,57,194563
49732,L1453,11,standard,58,195577
49733,L1453,11,standard,59,196577
49734,L1453,11,standard,60,197591
49735,L1453,11,standard,61,198609
49736,L1453,11,standard,62,199623
49737,L1453,22,deviant_target,63,200642
49738,L1453,11,standard,64,201656
49739,L1453,22,deviant_target,65,202676
49740,L1453,11,standard,66,205674
49741,L1453,11,standard,67,206684
49742,L1453,11,standard,68,207683
49743,L1453,11,standard,69,208688
49744,L1453,11,standard,70,209680
49745,L1453,11,standard,71,210684
49746,L1453,11,standard,72,211683
49747,L1453,22,deviant_target,73,212678
49748,L1453,11,standard,74,214713
49749,L1453,11,standard,75,215729
49750,L1453,11,standard,76,216723
49751,L1453,11,standard,77,217724
49752,L1453,22,deviant_target,78,218740
49753,L1453,11,standard,79,219755
49754,L1453,11,standard,80,220770
49755,L1453,11,standard,81,221770
49756,L1453,11,standard,82,253800
49757,L1453,11,standard,83,254824
49758,L1453,11,standard,84,255834
49759,L1453,11,standard,85,256835
49760,L1453,11,standard,86,257854
49761,L1453,11,standard,87,258850
49762,L1453,11,standard,88,259870
49763,L1453,22,deviant_target,89,260869
49764,L1453,11,standard,90,261881
49765,L1453,22,deviant_target,91,262894
49766,L1453,11,standard,92,263910
49767,L1453,11,standard,93,264928
49768,L1453,11,standard,94,265931
49769,L1453,11,standard,95,267924
49770,L1453,11,standard,96,268923
49771,L1453,11,standard,97,269927
49772,L1453,11,standard,98,270943
49773,L1453,11,standard,99,271938
49774,L1453,11,standard,100,274967
49775,L1453,11,standard,101,275988
49776,L1453,11,standard,102,276981
49777,L1453,11,standard,103,277985
49778,L1453,22,deviant_target,104,278997
49779,L1453,11,standard,105,279995
49780,L1453,11,standard,106,280997
49781,L1453,11,standard,107,282010
49782,L1453,22,deviant_target,108,283025
49783,L1458,11,standard,0,42718
49784,L1458,11,standard,1,43714
49785,L1458,11,standard,2,44709
49786,L1458,11,standard,3,45726
49787,L1458,11,standard,4,46724
49788,L1458,22,deviant_target,5,47729
49789,L1458,11,standard,6,48727
49790,L1458,11,standard,7,49742
49791,L1458,11,standard,8,50736
49792,L1458,11,standard,9,52756
49793,L1458,11,standard,10,53768
49794,L1458,22,deviant_target,11,54788
49795,L1458,22,deviant_target,12,55803
49796,L1458,11,standard,13,56798
49797,L1458,11,standard,14,57798
49798,L1458,11,standard,15,58801
49799,L1458,11,standard,16,59812
49800,L1458,11,standard,17,60811
49801,L1458,11,standard,18,61808
49802,L1458,11,standard,19,62809
49803,L1458,11,standard,20,63825
49804,L1458,11,standard,21,64828
49805,L1458,11,standard,22,65823
49806,L1458,11,standard,23,66838
49807,L1458,22,deviant_target,24,67842
49808,L1458,22,deviant_target,25,69852
49809,L1458,11,standard,26,70870
49810,L1458,11,standard,27,71869
49811,L1458,11,standard,28,102924
49812,L1458,11,standard,29,103922
49813,L1458,11,standard,30,104918
49814,L1458,11,standard,31,105916
49815,L1458,11,standard,32,106916
49816,L1458,22,deviant_target,33,107934
49817,L1458,11,standard,34,108936
49818,L1458,11,standard,35,109935
49819,L1458,11,standard,36,110929
49820,L1458,11,standard,37,111944
49821,L1458,11,standard,38,112961
49822,L1458,11,standard,39,113960
49823,L1458,22,deviant_target,40,114975
49824,L1458,22,deviant_target,41,115994
49825,L1458,11,standard,42,116989
49826,L1458,11,standard,43,117988
49827,L1458,11,standard,44,118989
49828,L1458,11,standard,45,119989
49829,L1458,11,standard,46,122003
49830,L1458,11,standard,47,123000
49831,L1458,11,standard,48,124019
49832,L1458,11,standard,49,125019
49833,L1458,11,standard,50,126016
49834,L1458,11,standard,51,127013
49835,L1458,22,deviant_target,52,128035
49836,L1458,11,standard,53,129030
49837,L1458,22,deviant_target,54,130049
49838,L1458,11,standard,55,131041
49839,L1458,11,standard,56,132043
49840,L1458,11,standard,57,164386
49841,L1458,11,standard,58,165392
49842,L1458,11,standard,59,166409
49843,L1458,11,standard,60,167427
49844,L1458,11,standard,61,168432
49845,L1458,22,deviant_target,62,169459
49846,L1458,11,standard,63,170474
49847,L1458,11,standard,64,171491
49848,L1458,11,standard,65,172490
49849,L1458,11,standard,66,173484
49850,L1458,11,standard,67,174498
49851,L1458,11,standard,68,175520
49852,L1458,22,deviant_target,69,176535
49853,L1458,22,deviant_target,70,177531
49854,L1458,11,standard,71,178547
49855,L1458,11,standard,72,179549
49856,L1458,11,standard,73,180564
49857,L1458,11,standard,74,182580
49858,L1458,11,standard,75,183579
49859,L1458,11,standard,76,184591
49860,L1458,11,standard,77,185610
49861,L1458,11,standard,78,186604
49862,L1458,11,standard,79,187604
49863,L1458,11,standard,80,188603
49864,L1458,22,deviant_target,81,189618
49865,L1458,11,standard,82,190637
49866,L1458,22,deviant_target,83,191650
49867,L1458,11,standard,84,192671
49868,L1458,11,standard,85,193686
49869,L1458,11,standard,86,224720
49870,L1458,11,standard,87,225716
49871,L1458,11,standard,88,226716
49872,L1458,11,standard,89,227734
49873,L1458,11,standard,90,228750
49874,L1458,22,deviant_target,91,229749
49875,L1458,11,standard,92,230767
49876,L1458,11,standard,93,231764
49877,L1458,11,standard,94,232781
49878,L1458,11,standard,95,233781
49879,L1458,11,standard,96,234779
49880,L1458,11,standard,97,235795
49881,L1458,22,deviant_target,98,236794
49882,L1458,22,deviant_target,99,237808
49883,L1458,11,standard,100,238821
49884,L1458,11,standard,101,239836
49885,L1458,11,standard,102,240852
49886,L1458,11,standard,103,241872
49887,L1458,11,standard,104,242883
49888,L1458,11,standard,105,243903
49889,L1458,11,standard,106,244919
49890,L1458,11,standard,107,245918
49891,L1458,11,standard,108,246929
49892,L1458,11,standard,109,247949
49893,L1458,11,standard,110,248966
49894,L1458,22,deviant_target,111,251957
49895,L1458,11,standard,112,252957
49896,L1458,11,standard,113,253971
49897,L1458,11,standard,114,285029
49898,L1458,11,standard,115,286030
49899,L1458,11,standard,116,287040
49900,L1458,11,standard,117,288061
49901,L1458,11,standard,118,289059
49902,L1458,22,deviant_target,119,290070
49903,L1458,11,standard,120,291086
49904,L1458,11,standard,121,292088
49905,L1458,11,standard,122,293087
49906,L1458,11,standard,123,294098
49907,L1458,11,standard,124,295103
49908,L1458,11,standard,125,296097
49909,L1458,22,deviant_target,126,297118
49910,L1458,22,deviant_target,127,298113
49911,L1458,11,standard,128,299116
49912,L1458,11,standard,129,300130
49913,L1464,11,standard,0,36051
49914,L1464,11,standard,1,37051
49915,L1464,11,standard,2,38045
49916,L1464,11,standard,3,39039
49917,L1464,11,standard,4,42021
49918,L1464,11,standard,5,43015
49919,L1464,11,standard,6,44009
49920,L1464,11,standard,7,45003
49921,L1464,11,standard,8,45997
49922,L1464,11,standard,9,46991
49923,L1464,22,deviant_target,10,47985
49924,L1464,11,standard,11,48979
49925,L1464,22,deviant_target,12,49972
49926,L1464,11,standard,13,50966
49927,L1464,11,standard,14,51956
49928,L1464,11,standard,15,52948
49929,L1464,11,standard,16,53942
49930,L1464,11,standard,17,54936
49931,L1464,22,deviant_target,18,55930
49932,L1464,22,deviant_target,19,56924
49933,L1464,11,standard,20,57913
49934,L1464,11,standard,21,58906
49935,L1464,22,deviant_target,22,59900
49936,L1464,11,standard,23,60894
49937,L1464,11,standard,24,61887
49938,L1464,11,standard,25,62881
49939,L1464,11,standard,26,63876
49940,L1464,11,standard,27,64869
49941,L1464,11,standard,28,95924
49942,L1464,11,standard,29,96918
49943,L1464,11,standard,30,97912
49944,L1464,11,standard,31,98906
49945,L1464,11,standard,32,99900
49946,L1464,11,standard,33,100894
49947,L1464,11,standard,34,101887
49948,L1464,11,standard,35,102881
49949,L1464,11,standard,36,103875
49950,L1464,11,standard,37,104870
49951,L1464,11,standard,38,105864
49952,L1464,11,standard,39,106857
49953,L1464,22,deviant_target,40,107851
49954,L1464,11,standard,41,108845
49955,L1464,22,deviant_target,42,109834
49956,L1464,11,standard,43,110827
49957,L1464,11,standard,44,111821
49958,L1464,11,standard,45,112815
49959,L1464,11,standard,46,113809
49960,L1464,11,standard,47,114802
49961,L1464,22,deviant_target,48,115796
49962,L1464,22,deviant_target,49,116791
49963,L1464,11,standard,50,117784
49964,L1464,11,standard,51,118778
49965,L1464,22,deviant_target,52,119772
49966,L1464,11,standard,53,120766
49967,L1464,11,standard,54,121756
49968,L1464,11,standard,55,122748
49969,L1464,11,standard,56,123742
49970,L1464,11,standard,57,124736
49971,L1464,11,standard,58,155748
49972,L1464,11,standard,59,156742
49973,L1464,11,standard,60,157736
49974,L1464,11,standard,61,159724
49975,L1464,11,standard,62,160718
49976,L1464,11,standard,63,161712
49977,L1464,11,standard,64,162706
49978,L1464,11,standard,65,163700
49979,L1464,11,standard,66,164694
49980,L1464,11,standard,67,165688
49981,L1464,11,standard,68,166677
49982,L1464,22,deviant_target,69,167670
49983,L1464,11,standard,70,168664
49984,L1464,22,deviant_target,71,169658
49985,L1464,11,standard,72,170651
49986,L1464,11,standard,73,171645
49987,L1464,11,standard,74,172639
49988,L1464,11,standard,75,173633
49989,L1464,11,standard,76,174627
49990,L1464,22,deviant_target,77,175621
49991,L1464,22,deviant_target,78,176615
49992,L1464,11,standard,79,177609
49993,L1464,11,standard,80,178603
49994,L1464,22,deviant_target,81,179597
49995,L1464,11,standard,82,180591
49996,L1464,11,standard,83,181585
49997,L1464,11,standard,84,182579
49998,L1464,11,standard,85,183573
49999,L1464,11,standard,86,184566
50000,L1464,11,standard,87,215578
50001,L1464,11,standard,88,216573
50002,L1464,11,standard,89,217566
50003,L1464,11,standard,90,218557
50004,L1464,11,standard,91,219556
50005,L1464,11,standard,92,220549
50006,L1464,11,standard,93,221542
50007,L1464,11,standard,94,222536
50008,L1464,11,standard,95,223530
50009,L1464,11,standard,96,224524
50010,L1464,11,standard,97,225519
50011,L1464,11,standard,98,226512
50012,L1464,22,deviant_target,99,227506
50013,L1464,11,standard,100,228500
50014,L1464,22,deviant_target,101,229494
50015,L1464,11,standard,102,230488
50016,L1464,11,standard,103,231482
50017,L1464,11,standard,104,232476
50018,L1464,11,standard,105,233470
50019,L1464,11,standard,106,234464
50020,L1464,22,deviant_target,107,235458
50021,L1464,22,deviant_target,108,236451
50022,L1464,11,standard,109,237445
50023,L1464,11,standard,110,238434
50024,L1464,22,deviant_target,111,239428
50025,L1464,11,standard,112,240421
50026,L1464,11,standard,113,241415
50027,L1464,11,standard,114,242409
50028,L1464,11,standard,115,243399
50029,L1464,11,standard,116,244391
50030,L1464,11,standard,117,275402
50031,L1464,11,standard,118,276398
50032,L1464,11,standard,119,277391
50033,L1464,11,standard,120,278385
50034,L1464,11,standard,121,279379
50035,L1464,11,standard,122,280373
50036,L1464,11,standard,123,281367
50037,L1464,11,standard,124,282361
50038,L1464,11,standard,125,283355
50039,L1464,11,standard,126,284349
50040,L1464,11,standard,127,285343
50041,L1464,11,standard,128,286336
50042,L1464,22,deviant_target,129,287330
50043,L1464,11,standard,130,288324
50044,L1464,22,deviant_target,131,289319
50045,L1464,11,standard,132,290312
50046,L1464,11,standard,133,291306
50047,L1464,11,standard,134,292300
50048,L1464,11,standard,135,293294
50049,L1464,11,standard,136,294288
50050,L1464,22,deviant_target,137,295277
50051,L1464,22,deviant_target,138,296270
50052,L1464,11,standard,139,297264
50053,L1464,11,standard,140,298258
50054,L1464,22,deviant_target,141,299252
50055,L1464,11,standard,142,300245
50056,L1467,11,standard,0,52398
50057,L1467,11,standard,1,53400
50058,L1467,11,standard,2,54400
50059,L1467,11,standard,3,55401
50060,L1467,11,standard,4,56400
50061,L1467,11,standard,5,57401
50062,L1467,11,standard,6,58401
50063,L1467,11,standard,7,59400
50064,L1467,11,standard,8,60401
50065,L1467,22,deviant_target,9,61400
50066,L1467,11,standard,10,62400
50067,L1467,22,deviant_target,11,63401
50068,L1467,11,standard,12,64401
50069,L1467,11,standard,13,67401
50070,L1467,11,standard,14,68401
50071,L1467,11,standard,15,69401
50072,L1467,11,standard,16,70401
50073,L1467,11,standard,17,71401
50074,L1467,11,standard,18,72401
50075,L1467,11,standard,19,73400
50076,L1467,11,standard,20,74401
50077,L1467,11,standard,21,75400
50078,L1467,11,standard,22,76402
50079,L1467,11,standard,23,77401
50080,L1467,22,deviant_target,24,78401
50081,L1467,11,standard,25,81401
50082,L1467,11,standard,26,129502
50083,L1467,11,standard,27,130501
50084,L1467,11,standard,28,131501
50085,L1467,11,standard,29,132501
50086,L1467,11,standard,30,133502
50087,L1467,11,standard,31,173586
50088,L1467,11,standard,32,174588
50089,L1467,11,standard,33,175585
50090,L1467,11,standard,34,176585
50091,L1467,11,standard,35,177585
50092,L1467,11,standard,36,178586
50093,L1467,11,standard,37,179585
50094,L1467,11,standard,38,180586
50095,L1467,22,deviant_target,39,181586
50096,L1467,11,standard,40,182585
50097,L1467,22,deviant_target,41,183586
50098,L1467,11,standard,42,184586
50099,L1467,11,standard,43,185586
50100,L1467,22,deviant_target,44,186586
50101,L1467,11,standard,45,187586
50102,L1467,11,standard,46,188585
50103,L1467,11,standard,47,189586
50104,L1467,11,standard,48,190586
50105,L1467,11,standard,49,191586
50106,L1467,11,standard,50,192586
50107,L1467,11,standard,51,193586
50108,L1467,11,standard,52,194586
50109,L1467,11,standard,53,195586
50110,L1467,11,standard,54,196586
50111,L1467,11,standard,55,197586
50112,L1467,22,deviant_target,56,198586
50113,L1467,11,standard,57,199586
50114,L1467,22,deviant_target,58,200586
50115,L1467,11,standard,59,201586
50116,L1467,11,standard,60,232615
50117,L1467,11,standard,61,233619
50118,L1467,11,standard,62,235620
50119,L1467,11,standard,63,236620
50120,L1467,11,standard,64,237620
50121,L1467,11,standard,65,238620
50122,L1467,11,standard,66,239622
50123,L1467,11,standard,67,240620
50124,L1467,22,deviant_target,68,241620
50125,L1467,22,deviant_target,69,243620
50126,L1467,11,standard,70,244620
50127,L1467,11,standard,71,245620
50128,L1467,22,deviant_target,72,246620
50129,L1467,11,standard,73,248624
50130,L1467,11,standard,74,250620
50131,L1467,11,standard,75,251620
50132,L1467,11,standard,76,252620
50133,L1467,11,standard,77,253620
50134,L1467,11,standard,78,254620
50135,L1467,11,standard,79,255621
50136,L1467,11,standard,80,256620
50137,L1467,11,standard,81,257620
50138,L1467,22,deviant_target,82,258620
50139,L1467,11,standard,83,259620
50140,L1467,22,deviant_target,84,260620
50141,L1467,11,standard,85,261620
50142,L1467,11,standard,86,292649
50143,L1467,11,standard,87,293654
50144,L1467,11,standard,88,294655
50145,L1467,11,standard,89,295654
50146,L1467,11,standard,90,296654
50147,L1467,11,standard,91,297654
50148,L1467,11,standard,92,298654
50149,L1467,11,standard,93,299654
50150,L1467,11,standard,94,300654
50151,L1470,11,standard,0,58893
50152,L1470,11,standard,1,59886
50153,L1470,11,standard,2,60885
50154,L1470,11,standard,3,61879
50155,L1470,11,standard,4,62873
50156,L1470,11,standard,5,63867
50157,L1470,11,standard,6,64861
50158,L1470,11,standard,7,65856
50159,L1470,11,standard,8,66849
50160,L1470,11,standard,9,67843
50161,L1470,11,standard,10,69831
50162,L1470,11,standard,11,70825
50163,L1470,22,deviant_target,12,71818
50164,L1470,11,standard,13,72813
50165,L1470,22,deviant_target,14,73808
50166,L1470,22,deviant_target,15,74806
50167,L1470,11,standard,16,75800
50168,L1470,11,standard,17,76794
50169,L1470,11,standard,18,77788
50170,L1470,22,deviant_target,19,79770
50171,L1470,11,standard,20,80764
50172,L1470,11,standard,21,81758
50173,L1470,11,standard,22,85740
50174,L1470,11,standard,23,86734
50175,L1470,11,standard,24,87727
50176,L1470,11,standard,25,122758
50177,L1470,11,standard,26,123752
50178,L1470,11,standard,27,125740
50179,L1470,11,standard,28,126734
50180,L1470,11,standard,29,127728
50181,L1470,11,standard,30,128721
50182,L1470,11,standard,31,129716
50183,L1470,11,standard,32,130706
50184,L1470,22,deviant_target,33,131704
50185,L1470,11,standard,34,132699
50186,L1470,22,deviant_target,35,133693
50187,L1470,22,deviant_target,36,134685
50188,L1470,11,standard,37,135680
50189,L1470,11,standard,38,136668
50190,L1470,11,standard,39,138655
50191,L1470,11,standard,40,140643
50192,L1470,11,standard,41,141638
50193,L1470,22,deviant_target,42,142631
50194,L1470,11,standard,43,143625
50195,L1470,11,standard,44,144620
50196,L1470,11,standard,45,145613
50197,L1470,11,standard,46,146608
50198,L1470,11,standard,47,147601
50199,L1470,11,standard,48,179607
50200,L1470,11,standard,49,180601
50201,L1470,11,standard,50,181595
50202,L1470,11,standard,51,182589
50203,L1470,11,standard,52,183583
50204,L1470,11,standard,53,184577
50205,L1470,11,standard,54,185572
50206,L1470,11,standard,55,186564
50207,L1470,11,standard,56,187558
50208,L1470,11,standard,57,188553
50209,L1470,11,standard,58,189546
50210,L1470,11,standard,59,190541
50211,L1470,22,deviant_target,60,191535
50212,L1470,11,standard,61,192529
50213,L1470,22,deviant_target,62,193522
50214,L1470,22,deviant_target,63,194517
50215,L1470,11,standard,64,195510
50216,L1470,11,standard,65,196499
50217,L1470,11,standard,66,197492
50218,L1470,11,standard,67,198487
50219,L1470,22,deviant_target,68,199481
50220,L1470,11,standard,69,200474
50221,L1470,11,standard,70,201475
50222,L1470,22,deviant_target,71,202468
50223,L1470,11,standard,72,203462
50224,L1470,11,standard,73,204455
50225,L1470,11,standard,74,205449
50226,L1470,11,standard,75,206443
50227,L1470,11,standard,76,207437
50228,L1470,11,standard,77,238449
50229,L1470,11,standard,78,239443
50230,L1470,11,standard,79,240437
50231,L1470,11,standard,80,241431
50232,L1470,11,standard,81,242425
50233,L1470,11,standard,82,243419
50234,L1470,11,standard,83,244413
50235,L1470,11,standard,84,245407
50236,L1470,11,standard,85,246401
50237,L1470,11,standard,86,247395
50238,L1470,11,standard,87,248389
50239,L1470,11,standard,88,249382
50240,L1470,11,standard,89,250376
50241,L1470,22,deviant_target,90,251371
50242,L1470,11,standard,91,252364
50243,L1470,22,deviant_target,92,253358
50244,L1470,22,deviant_target,93,254352
50245,L1470,11,standard,94,255346
50246,L1470,11,standard,95,256342
50247,L1470,11,standard,96,257335
50248,L1470,11,standard,97,258328
50249,L1470,22,deviant_target,98,259322
50250,L1470,11,standard,99,260316
50251,L1470,11,standard,100,261310
50252,L1470,22,deviant_target,101,262299
50253,L1470,11,standard,102,263291
50254,L1470,11,standard,103,264286
50255,L1470,11,standard,104,265280
50256,L1470,11,standard,105,266273
50257,L1470,11,standard,106,267267
50258,L1470,11,standard,107,298280
50259,L1470,11,standard,108,299268
50260,L1470,11,standard,109,300261
50261,L1475,11,standard,0,12488
50262,L1475,11,standard,1,14491
50263,L1475,11,standard,2,15491
50264,L1475,11,standard,3,16491
50265,L1475,11,standard,4,17491
50266,L1475,11,standard,5,18492
50267,L1475,11,standard,6,19491
50268,L1475,11,standard,7,20491
50269,L1475,11,standard,8,21493
50270,L1475,11,standard,9,22492
50271,L1475,22,deviant_target,10,23493
50272,L1475,11,standard,11,24492
50273,L1475,11,standard,12,25493
50274,L1475,11,standard,13,27492
50275,L1475,11,standard,14,28491
50276,L1475,11,standard,15,29491
50277,L1475,11,standard,16,30492
50278,L1475,11,standard,17,31491
50279,L1475,11,standard,18,32492
50280,L1475,22,deviant_target,19,39495
50281,L1475,11,standard,20,72512
50282,L1475,11,standard,21,73527
50283,L1475,11,standard,22,75525
50284,L1475,11,standard,23,76525
50285,L1475,11,standard,24,78525
50286,L1475,11,standard,25,79525
50287,L1475,11,standard,26,80525
50288,L1475,11,standard,27,81525
50289,L1475,11,standard,28,82525
50290,L1475,22,deviant_target,29,83541
50291,L1475,11,standard,30,84542
50292,L1475,11,standard,31,85542
50293,L1475,11,standard,32,86544
50294,L1475,11,standard,33,88560
50295,L1475,11,standard,34,89561
50296,L1475,11,standard,35,90560
50297,L1475,11,standard,36,91560
50298,L1475,11,standard,37,92559
50299,L1475,11,standard,38,93560
50300,L1475,22,deviant_target,39,94561
50301,L1475,22,deviant_target,40,95559
50302,L1475,22,deviant_target,41,96562
50303,L1475,11,standard,42,98576
50304,L1475,22,deviant_target,43,99576
50305,L1475,11,standard,44,100576
50306,L1475,11,standard,45,101576
50307,L1475,11,standard,46,132654
50308,L1475,11,standard,47,133659
50309,L1475,11,standard,48,134659
50310,L1475,11,standard,49,135659
50311,L1475,11,standard,50,136659
50312,L1475,11,standard,51,137659
50313,L1475,11,standard,52,138659
50314,L1475,11,standard,53,139659
50315,L1475,11,standard,54,141659
50316,L1475,11,standard,55,142664
50317,L1475,22,deviant_target,56,143661
50318,L1475,11,standard,57,144659
50319,L1475,11,standard,58,145660
50320,L1475,11,standard,59,146659
50321,L1475,11,standard,60,147659
50322,L1475,11,standard,61,148681
50323,L1475,11,standard,62,149678
50324,L1475,11,standard,63,150678
50325,L1475,11,standard,64,151678
50326,L1475,11,standard,65,152677
50327,L1475,11,standard,66,153677
50328,L1475,22,deviant_target,67,154677
50329,L1475,11,standard,68,157678
50330,L1475,11,standard,69,158681
50331,L1475,22,deviant_target,70,159677
50332,L1475,11,standard,71,160678
50333,L1475,11,standard,72,161678
50334,L1475,11,standard,73,192701
50335,L1475,11,standard,74,193695
50336,L1475,11,standard,75,194694
50337,L1475,11,standard,76,195694
50338,L1475,11,standard,77,196694
50339,L1475,11,standard,78,199694
50340,L1475,11,standard,79,200696
50341,L1475,11,standard,80,201695
50342,L1475,11,standard,81,202698
50343,L1475,22,deviant_target,82,203696
50344,L1475,11,standard,83,204694
50345,L1475,11,standard,84,205694
50346,L1475,11,standard,85,206694
50347,L1475,11,standard,86,209696
50348,L1475,11,standard,87,213694
50349,L1475,22,deviant_target,88,214694
50350,L1475,22,deviant_target,89,215694
50351,L1475,22,deviant_target,90,216696
50352,L1475,11,standard,91,217694
50353,L1475,11,standard,92,218695
50354,L1475,22,deviant_target,93,219696
50355,L1475,11,standard,94,220694
50356,L1475,11,standard,95,221695
50357,L1475,11,standard,96,255729
50358,L1475,11,standard,97,256728
50359,L1475,11,standard,98,257728
50360,L1475,11,standard,99,258728
50361,L1475,11,standard,100,259729
50362,L1475,11,standard,101,260728
50363,L1475,11,standard,102,261728
50364,L1475,11,standard,103,262728
50365,L1475,11,standard,104,267728
50366,L1475,11,standard,105,268728
50367,L1475,11,standard,106,269728
50368,L1475,11,standard,107,270729
50369,L1475,11,standard,108,271728
50370,L1475,11,standard,109,272728
50371,L1475,11,standard,110,273729
50372,L1475,22,deviant_target,111,274728
50373,L1475,22,deviant_target,112,275728
50374,L1475,11,standard,113,277729
50375,L1475,22,deviant_target,114,279729
50376,L1475,11,standard,115,280729
50377,L1475,11,standard,116,281729
50378,L1478,11,standard,0,32164
50379,L1478,11,standard,1,33161
50380,L1478,11,standard,2,34155
50381,L1478,11,standard,3,35149
50382,L1478,11,standard,4,36143
50383,L1478,11,standard,5,37136
50384,L1478,11,standard,6,38131
50385,L1478,11,standard,7,39125
50386,L1478,11,standard,8,40118
50387,L1478,11,standard,9,41112
