cv_protocol,cohort_name,modality,device,task,model,comparison,auroc_diff,auroc_diff_ci_low,auroc_diff_ci_high,significant_positive,significant_negative,feature_set_b,comparator_auroc,comparator_above_chance,significant_positive_credited
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,signal_vs_demographics,0.0641641685769706,-0.0162337098902435,0.1557893488923156,0,0,demographics,0.455409098924352,0,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,signal_demographics_vs_demographics,0.0749647328513488,-0.008485891523935,0.1582844613183425,0,0,demographics,0.455409098924352,0,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,signal_qc_demographics_vs_qc_demographics,0.0847734085699171,0.013292589763178,0.1675511571033142,1,0,qc_demographics,0.4604126256392171,0,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,signal_qc_demographics_vs_demographics,0.0897769352847822,-0.0026869800989141,0.1746335544198319,0,0,demographics,0.455409098924352,0,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,signal_absolute_vs_demographics,0.1081599365191323,0.0195130614880651,0.1977482428143382,1,0,demographics,0.455409098924352,0,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,signal_absolute_demographics_vs_demographics,0.1134500088167872,0.0190517999159446,0.1999765215757091,1,0,demographics,0.455409098924352,0,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,signal_contrast_vs_demographics,0.0012563921706929,-0.0936098448256735,0.0860327278173917,0,0,demographics,0.455409098924352,0,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,signal_contrast_demographics_vs_demographics,-0.0025348263092929,-0.0921736103825455,0.091624361935908,0,0,demographics,0.455409098924352,0,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,signal_absolute_demographics_vs_signal_contrast_demographics,0.1159848351260801,0.0278145030425963,0.1987058768223047,1,0,signal_contrast_demographics,0.4528742726150591,0,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,logistic_regression,signal_vs_demographics,-0.0067228002116028,-0.0981139382043948,0.0914278198537151,0,0,demographics,0.4967598307176865,0,0
