cv_protocol,cohort_name,modality,device,task,model,seed,feature_set_a,feature_set_b,comparison,n_subjects,auroc_diff,auroc_diff_ci_low,auroc_diff_ci_high,auprc_diff,auprc_diff_ci_low,auprc_diff_ci_high,fold_direction_consistency,folds_compared,n_bootstrap,protocol_consistent_direction
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,20260909,signal,demographics,signal_vs_demographics,320,0.0641641685769706,-0.01623370989024359,0.15578934889231566,0.03313049588740091,-0.04171000655450723,0.11428816038498639,2,5,1000,1
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,20260909,signal_demographics,demographics,signal_demographics_vs_demographics,320,0.07496473285134886,-0.008485891523935054,0.15828446131834253,0.045914298721201174,-0.03060559162735885,0.13431520590638674,3,5,1000,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,20260909,signal_qc,qc,signal_qc_vs_qc,320,0.0860959266443308,0.008304984168470983,0.16091792257164816,0.0761388549869102,0.016186018102951717,0.1409231023907977,5,5,1000,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,20260909,signal_qc_demographics,qc_demographics,signal_qc_demographics_vs_qc_demographics,320,0.08477340856991711,0.013292589763178013,0.16755115710331422,0.0661746486787016,0.01199308463232431,0.1317332600665481,5,5,1000,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,20260909,signal_qc_demographics,demographics,signal_qc_demographics_vs_demographics,320,0.08977693528478226,-0.002686980098914133,0.17463355441983197,0.05508280377587188,-0.019932649336728964,0.13898178216784687,3,5,1000,1
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,20260909,signal_demographics,signal,signal_demographics_vs_signal,320,0.010800564274378255,-0.009609270219106566,0.03279472750038268,0.012783802833800262,-0.0033438362065882324,0.031941010498165126,3,5,1000,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,20260909,signal_qc_demographics,signal_qc,signal_qc_demographics_vs_signal_qc,320,0.0030858755069652632,-0.01070524400345536,0.019360844469540103,-0.004506693325665334,-0.01459639416681326,0.00864999357943407,1,5,1000,1
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,20260909,signal_absolute,demographics,signal_absolute_vs_demographics,320,0.10815993651913236,0.01951306148806511,0.19774824281433825,0.06061814531202819,-0.012403550562826321,0.14471387662928215,4,5,1000,1
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,20260909,signal_absolute_demographics,demographics,signal_absolute_demographics_vs_demographics,320,0.11345000881678724,0.019051799915944648,0.1999765215757091,0.06443643718104514,-0.01774457935184098,0.15242322354178928,4,5,1000,1
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,20260909,signal_contrast,demographics,signal_contrast_vs_demographics,320,0.0012563921706929548,-0.09360984482567358,0.08603272781739171,-0.021867031745776033,-0.08423964036684245,0.04504507572491783,2,5,1000,0
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,20260909,signal_contrast_demographics,demographics,signal_contrast_demographics_vs_demographics,320,-0.0025348263092929146,-0.09217361038254553,0.091624361935908,-0.02547851106786897,-0.09378550535500098,0.03739409202417858,2,5,1000,1
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,hist_gradient_boosting,20260909,signal_absolute_demographics,signal_contrast_demographics,signal_absolute_demographics_vs_signal_contrast_demographics,320,0.11598483512608015,0.027814503042596368,0.19870587682230473,0.0899149482489141,0.01855199895708744,0.16242271522249233,5,5,1000,1
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,logistic_regression,20260909,signal,demographics,signal_vs_demographics,320,-0.006722800211602875,-0.09811393820439489,0.09142781985371516,0.02185645115114704,-0.042514267162254246,0.09815394973659704,0,5,1000,1
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,logistic_regression,20260909,signal_demographics,demographics,signal_demographics_vs_demographics,320,-0.013820313877623003,-0.10006325164769685,0.06844624040494576,0.020084389642175793,-0.04437981798898113,0.09411990146481694,0,5,1000,1
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,logistic_regression,20260909,signal_qc,qc,signal_qc_vs_qc,320,-0.027861047434314834,-0.10201920281753128,0.04408463480161178,-0.027675355024646353,-0.08288217613950778,0.02264899311595135,2,5,1000,1
group_cv,eye_qixin_120_combined_native,eye,qixin_120,combined,logistic_regression,20260909,signal_qc_demographics,qc_demographics,signal_qc_demographics_vs_qc_demographics,320,0.012255334156233422,-0.05868486795202362,0.08434536473581929,-0.020100814160191327,-0.07294668217539498,0.028573758478282755,2,5,1000,0
