cv_protocol,cohort_name,modality,device,task,model,seed,comparison,feature_set_a,feature_set_b,auroc_diff,p_two_sided
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,1,eeg_deep_vs_demographics,eeg_deep,demographics,-0.09014359686696022,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,1,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.023555180977604145,0.174
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,1,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,0.0019337585016342973,0.454
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,1,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.02328221629287741,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,2,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.02493722048836755,0.014
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,2,eeg_deep_vs_demographics,eeg_deep,demographics,-0.054520759395206425,0.004
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,2,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,-0.009407010570795071,0.592
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,2,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0021115202394798582,0.652
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,2,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.027408057478922887,0.002
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,mean,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.006335727106078104,0.298
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,mean,eeg_deep_vs_demographics,eeg_deep,demographics,-0.07820410486349905,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,mean,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.019868757420662186,0.246
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,mean,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0004972619331388706,0.886
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__difference_wave__mean_std__none,mean,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.005531871420613121,0.348
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,0,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.005779398623503684,0.028
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,0,eeg_deep_vs_demographics,eeg_deep,demographics,-0.1046400765210316,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,0,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,-0.013687843701658375,0.48
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,0,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,0.0010520805583398851,0.788
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,0,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.004686878853943366,0.218
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,1,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.0222959417079045,0.008
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,1,eeg_deep_vs_demographics,eeg_deep,demographics,-0.03924090702169003,0.032
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,1,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.07408420517717926,0.002
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,1,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,0.0018272226273049474,0.574
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,1,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.023171602112785405,0.014
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,2,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.02561289655621274,0.012
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,2,eeg_deep_vs_demographics,eeg_deep,demographics,-0.07381721737584937,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,2,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,-0.028183686740534064,0.112
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,2,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0019129525402634129,0.596
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,2,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.02763620796880195,0.002
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,mean,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.0057055996701866896,0.292
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,mean,eeg_deep_vs_demographics,eeg_deep,demographics,-0.07424522236219255,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,mean,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.021276242062245793,0.208
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,mean,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,8.899229008113574e-05,0.976
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__standard_only__mean_std__none,mean,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.005636072347118715,0.314
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,0,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.0024825265961636034,0.424
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,0,eeg_deep_vs_demographics,eeg_deep,demographics,-0.053230334209904584,0.006
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,0,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.037011406363070015,0.048
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,0,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.00246274958895909,0.486
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,0,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.004503513087813327,0.268
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,1,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.021813801293136814,0.01
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,1,eeg_deep_vs_demographics,eeg_deep,demographics,-0.08462252245208735,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,1,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.028043032492039016,0.148
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,1,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,0.0013391900046236804,0.616
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,1,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.023194931560887755,0.004
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,2,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.02969336610854917,0.002
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,2,eeg_deep_vs_demographics,eeg_deep,demographics,-0.016634737906508323,0.338
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,2,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.02810575670769841,0.1
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,2,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,0.001511963339436373,0.686
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,2,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.02693106026705855,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,mean,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.005846943322533826,0.314
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,mean,eeg_deep_vs_demographics,eeg_deep,demographics,-0.056148952940292374,0.004
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,mean,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.04193914033977558,0.012
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,mean,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.00022556543964497022,0.928
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__target_only__mean_std__none,mean,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.005453742531969008,0.37
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,0,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.004283317633649364,0.082
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,0,eeg_deep_vs_demographics,eeg_deep,demographics,-0.10298594809681663,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,0,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,-0.012445455241576808,0.518
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,0,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0006238145237772996,0.88
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,0,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.004735918502029368,0.242
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,1,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.024473823598573974,0.004
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,1,eeg_deep_vs_demographics,eeg_deep,demographics,-0.1329954364942696,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,1,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,-0.020781273734477163,0.284
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,1,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0007901442116107216,0.764
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,1,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.022950275500415895,0.002
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,2,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.025070690226734138,0.002
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,2,eeg_deep_vs_demographics,eeg_deep,demographics,-0.016100426880276963,0.42
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,2,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.028371761993068567,0.136
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,2,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0019296354939100646,0.59
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,2,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.027404356942844488,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,mean,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.0068880056848228954,0.266
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,mean,eeg_deep_vs_demographics,eeg_deep,demographics,-0.09587473339741001,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,mean,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.0011272039809590573,0.952
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,mean,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0012875791497647948,0.644
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__condition_aware__mean_std__none,mean,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.005271197228009339,0.372
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,0,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.0028181686325549626,0.296
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,0,eeg_deep_vs_demographics,eeg_deep,demographics,-0.10622906624271633,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,0,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,-0.014881293550755958,0.366
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,0,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0020973446796577755,0.588
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,0,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.004691882184896468,0.236
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,1,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.024155056507778494,0.004
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,1,eeg_deep_vs_demographics,eeg_deep,demographics,-0.10651609121376454,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,1,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.005657780568564391,0.788
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,1,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.000360282402383838,0.908
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,1,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.023395619581914162,0.006
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,2,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.027915136447851485,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,2,eeg_deep_vs_demographics,eeg_deep,demographics,-0.06201927272728067,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,2,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,-0.017324921507491736,0.316
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,2,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,1.0121308210320201e-05,0.998
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,2,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.027345920440012772,0.004
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,mean,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.0067085498772552765,0.266
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,mean,eeg_deep_vs_demographics,eeg_deep,demographics,-0.1079959115951156,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,mean,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,-0.00997210919340119,0.524
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,mean,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0009107372043529183,0.75
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__difference_wave__mean_std__none,mean,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.0055777335551888685,0.388
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,0,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.0022014889377702795,0.376
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,0,eeg_deep_vs_demographics,eeg_deep,demographics,-0.10413977179930528,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,0,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,-0.01241419633873131,0.536
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,0,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0022557481089066633,0.494
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,0,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.004816070729340816,0.234
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,1,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.02339220621627014,0.01
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,1,eeg_deep_vs_demographics,eeg_deep,demographics,-0.025481893384128207,0.174
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,1,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.08475238032999743,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,1,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-2.359168167537229e-05,0.986
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,1,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.022750607494138042,0.006
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,2,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.024992770604720882,0.008
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,2,eeg_deep_vs_demographics,eeg_deep,demographics,-0.0633182669118739,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,2,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,-0.017734779389283195,0.31
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,2,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0022052474519066445,0.498
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,2,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.02819862972960624,0.002
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,mean,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.007252272744417698,0.214
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,mean,eeg_deep_vs_demographics,eeg_deep,demographics,-0.04986667534283268,0.004
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,mean,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.04843270408619743,0.006
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,mean,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0015226083886110686,0.634
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__standard_only__mean_std__none,mean,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.005302207351579991,0.324
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,0,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.0015820273927627526,0.536
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,0,eeg_deep_vs_demographics,eeg_deep,demographics,-0.00548473397604865,0.814
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,0,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.08441197621124744,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,0,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.003274292808835233,0.396
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,0,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.004649064990573437,0.228
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,1,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.022938448235936826,0.008
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,1,eeg_deep_vs_demographics,eeg_deep,demographics,-0.060867275382514796,0.004
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,1,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.05204450083424347,0.002
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,1,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,1.9601028694471445e-05,0.996
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,1,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.02399656175956899,0.006
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,2,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.026318391493684423,0.004
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,2,eeg_deep_vs_demographics,eeg_deep,demographics,-0.05587061719409653,0.002
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,2,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,-0.011905060905448517,0.534
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,2,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0011395222208685496,0.774
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,2,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.02811572633267634,0.004
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,mean,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,-0.006097992373155392,0.258
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,mean,eeg_deep_vs_demographics,eeg_deep,demographics,-0.032515489241995266,0.062
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,mean,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.06421864540495906,0.001
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,mean,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.0005678666244520181,0.85
group_cv,eeg_oddball_goal3,eeg,,oddball,inceptiontime__target_only__mean_std__none,mean,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,-0.005728369162312397,0.342
standard_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,0,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.013441936925787268,0.076
standard_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,0,eeg_deep_vs_demographics,eeg_deep,demographics,-0.05447791235915228,0.012
standard_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,0,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,0.02997734298833382,0.1
standard_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,0,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,0.002861333275282374,0.254
standard_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,0,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.01140528512277278,0.162
standard_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,1,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.000451825451383725,0.794
standard_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,1,eeg_deep_vs_demographics,eeg_deep,demographics,-0.09052287726886793,0.001
standard_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,1,eeg_deep_vs_eeg_traditional,eeg_deep,eeg_traditional,-0.0160330682163643,0.326
standard_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,1,demographics_eeg_deep_vs_demographics_eeg_traditional,demographics_eeg_deep,demographics_eeg_traditional,-0.002347151021302174,0.554
standard_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,1,demographics_eeg_traditional_vs_demographics,demographics_eeg_traditional,demographics,0.0026259383832680783,0.534
standard_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,2,demographics_eeg_deep_vs_demographics,demographics_eeg_deep,demographics,0.0008487890145199573,0.67
standard_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,2,eeg_deep_vs_demographics,eeg_deep,demographics,-0.10120830772103637,0.001
