cv_protocol,cohort_name,modality,device,task,feature_set,model,n_seeds,auroc_seed_mean,auroc_seed_std,auroc_seed_min,auroc_seed_max
group_cv,eeg_oddball_goal3,eeg,,oddball,demographics,inceptiontime__standard_only__mean_std__none,3,0.5800090321997923,0.02196744668603744,0.557388565235063,0.6012593144560358
group_cv,eeg_oddball_goal3,eeg,,oddball,demographics,inceptiontime__target_only__mean_std__none,3,0.5800090321997923,0.02196744668603744,0.557388565235063,0.6012593144560358
group_cv,eeg_oddball_goal3,eeg,,oddball,demographics_eeg_deep,conformer__condition_aware__mean_std__none,3,0.5815210224450165,0.0037677123144682586,0.5777929819807615,0.5853271914374746
group_cv,eeg_oddball_goal3,eeg,,oddball,demographics_eeg_deep,conformer__difference_wave__mean_std__none,3,0.583159915097322,0.00493594816945118,0.5775206611570248,0.5866955697060019
group_cv,eeg_oddball_goal3,eeg,,oddball,demographics_eeg_deep,conformer__standard_only__mean_std__none,3,0.5810292191663279,0.0013348137536857477,0.5795190353610622,0.5820512125728221
group_cv,eeg_oddball_goal3,eeg,,oddball,demographics_eeg_deep,conformer__target_only__mean_std__none,3,0.5820457932529468,0.0038983468444878863,0.577847175179515,0.5855507383823331
group_cv,eeg_oddball_goal3,eeg,,oddball,demographics_eeg_deep,eegnet__condition_aware__attention__none,3,0.5846827439822969,0.0029831997156195595,0.5825687576209186,0.5880951090638125
group_cv,eeg_oddball_goal3,eeg,,oddball,demographics_eeg_deep,eegnet__condition_aware__mean_std__none,3,0.5850038386849118,0.0033110398903689834,0.5812125728221108,0.5873269204714808
group_cv,eeg_oddball_goal3,eeg,,oddball,demographics_eeg_deep,eegnet__condition_aware__mean_std__robust_z,3,0.5837045567447952,0.0037380744217686457,0.5794418100528383,0.5864232488822653
group_cv,eeg_oddball_goal3,eeg,,oddball,demographics_eeg_deep,eegnet__difference_wave__mean_std__none,3,0.582856433184302,0.0029149006464403164,0.5800690963284109,0.5858840265546673
