task,model,fold,n_subjects,threshold,auroc,auprc,balanced_accuracy,sensitivity,specificity,f1,brier,tn,fp,fn,tp
oddball,eegnet,1,457,0.4490158091420713,0.5535130718954249,0.3697494310158398,0.545547385620915,0.6535947712418301,0.4375,0.4716981132075472,0.2427906164565748,133,171,53,100
oddball,eegnet,2,457,0.5250587984919548,0.5044074647402821,0.33991642886755874,0.48507911936704506,0.5359477124183006,0.4342105263157895,0.40294840294840295,0.2664999488849553,132,172,71,82
oddball,eegnet,3,457,0.4859757410443347,0.5254772961816305,0.3616849796622674,0.5177158582731338,0.6143790849673203,0.42105263157894735,0.4444444444444444,0.2526146313616915,128,176,59,94
oddball,eegnet,4,457,0.4475651573051106,0.5010534915720675,0.35683881015473556,0.48659485724114204,0.5751633986928104,0.3980263157894737,0.41509433962264153,0.2448412851029642,121,183,65,88
oddball,eegnet,5,457,0.5143988534160282,0.5428399982855427,0.38462942425510765,0.5442544254425442,0.6363636363636364,0.4521452145214521,0.4688995215311005,0.26278142183416014,137,166,56,98
oddball,eegnet,overall_oof,2285,0.4859757410443347,0.5281336319586372,0.3558992430560945,0.5211691936944912,0.5913838120104439,0.4509545753785385,0.4413054067218704,0.2539055807280691,685,834,313,453
