L_id,task,status,error,windows,rejected_windows
L2820,oddball,ok,,21,4
L2821,oddball,ok,,25,0
L2822,oddball,ok,,25,0
L2823,oddball,ok,,25,0
L2824,oddball,ok,,25,0
L2825,oddball,ok,,25,0
L2827,oddball,ok,,25,0
L283,oddball,ok,,16,7
L2830,oddball,ok,,25,0
L2832,oddball,ok,,25,0
L2835,oddball,ok,,25,0
L2836,oddball,ok,,23,1
L2837,oddball,ok,,25,0
L2838,oddball,ok,,24,0
L2839,oddball,ok,,23,2
L2840,oddball,ok,,25,0
L2841,oddball,ok,,24,0
L2842,oddball,ok,,18,4
L2843,oddball,ok,,25,0
L2844,oddball,ok,,18,7
L2845,oddball,ok,,23,2
L2846,oddball,ok,,24,0
L2847,oddball,ok,,25,0
L2848,oddball,ok,,24,0
L2849,oddball,ok,,15,0
L2850,oddball,ok,,25,0
L2851,oddball,ok,,24,0
L2852,oddball,ok,,24,1
L2853,oddball,ok,,24,0
L2854,oddball,ok,,24,0
L2855,oddball,ok,,20,0
L286,oddball,ok,,25,0
L2862,oddball,ok,,25,0
L2866,oddball,ok,,23,0
L2867,oddball,ok,,26,0
L2868,oddball,ok,,25,0
L287,oddball,ok,,22,1
L2870,oddball,ok,,22,2
L2871,oddball,ok,,23,0
L2872,oddball,ok,,24,0
L2873,oddball,ok,,25,0
L2874,oddball,ok,,21,3
L2875,oddball,ok,,25,0
L2876,oddball,ok,,25,0
L2877,oddball,ok,,25,0
L2878,oddball,ok,,23,2
L2879,oddball,ok,,24,0
L2880,oddball,ok,,24,0
L2881,oddball,ok,,24,0
L2882,oddball,ok,,25,0
L2883,oddball,ok,,24,0
L2884,oddball,ok,,25,0
L2886,oddball,ok,,24,0
L289,oddball,ok,,24,1
L2890,oddball,ok,,23,0
L2891,oddball,ok,,25,0
L2893,oddball,ok,,25,0
L2894,oddball,ok,,25,0
L2895,oddball,ok,,25,0
L2897,oddball,ok,,25,0
L2898,oddball,ok,,24,1
L2899,oddball,ok,,15,9
L29,oddball,ok,,24,1
L2900,oddball,ok,,25,0
L2901,oddball,ok,,22,2
L2902,oddball,ok,,14,10
L2903,oddball,ok,,24,1
L2904,oddball,ok,,25,0
L2905,oddball,ok,,25,0
L2906,oddball,ok,,24,0
L2908,oddball,ok,,22,2
L2909,oddball,ok,,25,0
L2911,oddball,ok,,25,0
L2913,oddball,ok,,17,7
L2914,oddball,ok,,24,0
L2915,oddball,ok,,23,1
L2916,oddball,ok,,25,0
L2917,oddball,ok,,24,0
L2918,oddball,ok,,15,9
L2919,oddball,ok,,25,0
L292,oddball,ok,,21,2
L2920,oddball,ok,,24,0
L2921,oddball,ok,,25,0
L2922,oddball,ok,,24,0
L2924,oddball,ok,,23,0
L2925,oddball,ok,,23,0
L293,oddball,ok,,25,0
L2930,oddball,ok,,22,3
L2931,oddball,ok,,22,3
L2932,oddball,ok,,1,22
L2933,oddball,ok,,24,0
L2934,oddball,ok,,25,0
L2935,oddball,ok,,23,1
L2937,oddball,ok,,24,0
L2939,oddball,ok,,20,5
L294,oddball,ok,,23,0
L2943,oddball,ok,,25,0
L2945,oddball,ok,,22,1
L2946,oddball,ok,,24,0
L2948,oddball,ok,,24,1
L2949,oddball,ok,,25,0
L295,oddball,ok,,24,0
L2950,oddball,ok,,23,0
L2953,oddball,ok,,24,0
L2954,oddball,ok,,22,2
L2955,oddball,ok,,22,0
L2956,oddball,ok,,23,1
L296,oddball,ok,,25,0
L2961,oddball,fail,IndexError('list index out of range'),0,0
L2962,oddball,ok,,24,0
L2965,oddball,ok,,22,2
L2966,oddball,ok,,24,0
L2969,oddball,ok,,23,2
L297,oddball,ok,,24,0
L2970,oddball,ok,,24,1
L2971,oddball,ok,,24,0
L2973,oddball,ok,,21,3
L2974,oddball,ok,,10,14
L2976,oddball,ok,,18,5
L2977,oddball,ok,,23,0
L2978,oddball,ok,,17,7
L2979,oddball,ok,,21,4
L298,oddball,ok,,24,0
L2980,oddball,ok,,23,1
L2983,oddball,ok,,19,5
L2984,oddball,ok,,24,0
L2985,oddball,ok,,24,1
L2986,oddball,ok,,24,0
L2987,oddball,ok,,24,0
L2988,oddball,ok,,24,1
L2989,oddball,ok,,23,0
L299,oddball,ok,,25,0
L2990,oddball,ok,,18,7
L2991,oddball,fail,no_valid_windows,0,0
L2995,oddball,ok,,21,1
L2996,oddball,ok,,25,0
L2997,oddball,ok,,24,1
L2998,oddball,ok,,24,0
L2999,oddball,ok,,24,1
L30,oddball,ok,,25,0
L300,oddball,ok,,25,0
L3001,oddball,ok,,20,5
L3002,oddball,ok,,24,1
L3004,oddball,ok,,22,2
L3006,oddball,ok,,16,9
L3007,oddball,ok,,25,0
L3010,oddball,ok,,17,8
L3011,oddball,ok,,23,2
L3019,oddball,ok,,25,0
L302,oddball,ok,,23,1
L3021,oddball,ok,,17,3
L3022,oddball,ok,,23,2
L3023,oddball,ok,,24,1
L3024,oddball,ok,,24,0
L3025,oddball,ok,,24,0
L3026,oddball,ok,,22,2
L3027,oddball,ok,,24,0
L3028,oddball,ok,,25,0
L3029,oddball,ok,,22,2
L304,oddball,ok,,22,2
L305,oddball,ok,,25,0
L3051,oddball,ok,,22,3
L3053,oddball,ok,,24,0
L3055,oddball,ok,,23,1
L3056,oddball,ok,,25,0
L3057,oddball,ok,,16,9
L3058,oddball,ok,,25,0
L3059,oddball,ok,,25,0
L3060,oddball,ok,,17,6
L3062,oddball,ok,,20,1
L3063,oddball,ok,,24,1
L3064,oddball,ok,,25,0
L3065,oddball,ok,,19,6
L3067,oddball,ok,,24,0
L3068,oddball,ok,,23,1
L3069,oddball,ok,,6,19
L307,oddball,ok,,25,0
L3070,oddball,ok,,20,5
L3071,oddball,ok,,14,11
L3072,oddball,ok,,25,0
L3074,oddball,ok,,20,5
L3075,oddball,ok,,24,1
L3076,oddball,ok,,24,0
L3077,oddball,ok,,24,0
L3078,oddball,ok,,24,0
L3079,oddball,ok,,19,0
L3080,oddball,ok,,25,0
L3081,oddball,ok,,23,2
L3082,oddball,ok,,24,0
L3083,oddball,ok,,22,2
L3084,oddball,ok,,24,0
L3085,oddball,ok,,25,0
L3086,oddball,ok,,14,11
L3087,oddball,ok,,24,1
L3088,oddball,ok,,19,5
L3089,oddball,ok,,24,1
L309,oddball,ok,,21,4
L3090,oddball,ok,,25,0
L3091,oddball,ok,,17,8
L3092,oddball,ok,,24,1
L3093,oddball,ok,,25,0
L3094,oddball,ok,,6,19
L3095,oddball,ok,,9,13
L3096,oddball,ok,,23,1
L3097,oddball,ok,,24,0
L3098,oddball,ok,,22,2
L31,oddball,ok,,24,1
L3100,oddball,ok,,25,0
L3101,oddball,ok,,24,1
L3102,oddball,ok,,24,0
L3103,oddball,ok,,15,10
L3104,oddball,ok,,23,1
L3105,oddball,ok,,20,5
L3106,oddball,ok,,25,0
L3107,oddball,ok,,20,4
L3108,oddball,ok,,24,1
L3109,oddball,ok,,20,4
L311,oddball,ok,,20,0
L3110,oddball,ok,,22,3
L3111,oddball,ok,,25,0
L3113,oddball,ok,,22,3
L3114,oddball,ok,,18,6
L3115,oddball,ok,,22,1
L3116,oddball,ok,,23,2
L3117,oddball,ok,,24,0
L3119,oddball,ok,,25,0
L312,oddball,ok,,25,0
L3121,oddball,ok,,23,0
L3124,oddball,ok,,22,3
L3125,oddball,ok,,23,1
L3126,oddball,ok,,25,0
L3127,oddball,ok,,25,0
L3128,oddball,ok,,24,0
L3129,oddball,ok,,25,0
L313,oddball,ok,,23,0
L3130,oddball,ok,,22,2
L3131,oddball,ok,,23,1
L3132,oddball,ok,,23,0
L3133,oddball,ok,,24,1
L3134,oddball,ok,,25,0
L3135,oddball,ok,,25,0
L3136,oddball,ok,,25,0
L3137,oddball,ok,,4,20
L3141,oddball,ok,,25,0
L3145,oddball,ok,,23,1
L3147,oddball,ok,,25,0
L3148,oddball,ok,,23,0
L315,oddball,ok,,23,0
L3151,oddball,ok,,24,0
L3152,oddball,ok,,25,0
L3157,oddball,ok,,18,7
L3158,oddball,ok,,24,1
L316,oddball,ok,,25,0
L3160,oddball,ok,,20,0
L3161,oddball,ok,,24,1
L3163,oddball,ok,,23,2
L3164,oddball,ok,,25,0
L3165,oddball,ok,,24,1
L3168,oddball,ok,,20,0
L3169,oddball,ok,,25,0
L317,oddball,ok,,24,0
L3170,oddball,ok,,23,2
L3172,oddball,ok,,25,0
L3173,oddball,ok,,25,0
L3176,oddball,ok,,18,7
L3177,oddball,ok,,17,5
L3179,oddball,ok,,25,0
L318,oddball,ok,,23,1
L3180,oddball,ok,,19,4
L3182,oddball,ok,,24,1
L3184,oddball,ok,,25,0
L3185,oddball,ok,,25,0
L3186,oddball,ok,,19,6
L3187,oddball,ok,,23,1
L3189,oddball,ok,,21,1
L319,oddball,ok,,24,0
L3194,oddball,ok,,21,3
L3196,oddball,ok,,22,2
L3197,oddball,ok,,25,0
L3198,oddball,ok,,17,7
L3199,oddball,ok,,25,0
L32,oddball,ok,,25,0
L320,oddball,ok,,20,4
L3200,oddball,ok,,24,0
L3201,oddball,ok,,19,6
L3202,oddball,ok,,25,0
L3203,oddball,ok,,21,2
L3205,oddball,ok,,19,5
L3206,oddball,ok,,25,0
L3207,oddball,ok,,24,0
L3208,oddball,ok,,24,0
L3209,oddball,ok,,23,2
L3210,oddball,ok,,25,0
L3211,oddball,ok,,25,0
L322,oddball,ok,,25,0
L323,oddball,ok,,24,0
L3236,oddball,ok,,23,1
L3237,oddball,ok,,21,3
L3238,oddball,ok,,17,8
L324,oddball,ok,,24,1
L325,oddball,ok,,24,0
L326,oddball,ok,,25,0
L327,oddball,ok,,25,0
L33,oddball,ok,,22,0
L330,oddball,ok,,23,0
L331,oddball,ok,,21,2
L332,oddball,ok,,21,4
L333,oddball,ok,,24,0
L335,oddball,ok,,25,0
L336,oddball,ok,,23,2
L337,oddball,ok,,25,0
L338,oddball,ok,,25,0
L339,oddball,ok,,24,0
L34,oddball,ok,,18,6
L340,oddball,ok,,22,3
L3403,oddball,ok,,24,0
L3406,oddball,ok,,20,4
L3407,oddball,ok,,23,1
L3409,oddball,ok,,25,0
L3411,oddball,ok,,25,0
L3414,oddball,ok,,10,8
L3415,oddball,ok,,25,0
L3422,oddball,ok,,20,5
L3424,oddball,ok,,24,0
L3425,oddball,ok,,25,0
L3426,oddball,ok,,24,0
L3427,oddball,ok,,18,2
L3428,oddball,ok,,24,1
L3429,oddball,ok,,22,2
L3430,oddball,ok,,25,0
L3431,oddball,ok,,25,0
L3432,oddball,ok,,23,2
L3433,oddball,ok,,19,6
L3434,oddball,ok,,25,0
L3435,oddball,ok,,21,4
L3436,oddball,ok,,23,0
L3437,oddball,ok,,4,1
L3438,oddball,ok,,25,0
L3439,oddball,ok,,24,1
L344,oddball,ok,,21,4
L3441,oddball,ok,,21,4
L3443,oddball,ok,,25,0
L3444,oddball,ok,,23,1
L3445,oddball,ok,,25,0
L3446,oddball,ok,,25,0
L3447,oddball,ok,,24,0
L3448,oddball,ok,,22,3
L345,oddball,ok,,25,0
L3450,oddball,ok,,18,2
L3452,oddball,ok,,19,5
L3453,oddball,ok,,24,1
L346,oddball,ok,,20,5
L3463,oddball,ok,,22,3
L3464,oddball,ok,,23,1
L3465,oddball,ok,,25,0
L3467,oddball,ok,,24,1
L347,oddball,ok,,20,5
L3478,oddball,ok,,22,3
L348,oddball,ok,,22,3
L3481,oddball,ok,,24,1
L3486,oddball,ok,,25,0
L3487,oddball,ok,,21,3
L3488,oddball,ok,,24,0
L349,oddball,ok,,24,1
L3492,oddball,ok,,25,0
L3493,oddball,ok,,21,2
L3496,oddball,ok,,21,0
L3497,oddball,ok,,24,0
L3498,oddball,ok,,25,0
L3499,oddball,ok,,21,4
L350,oddball,ok,,22,1
L3500,oddball,ok,,23,1
L3501,oddball,ok,,24,0
L3502,oddball,ok,,21,2
L3503,oddball,ok,,19,1
L3505,oddball,ok,,21,2
L3506,oddball,ok,,20,0
L3507,oddball,ok,,20,4
L3509,oddball,ok,,24,0
L3510,oddball,ok,,25,0
L3512,oddball,ok,,25,0
L3514,oddball,ok,,25,0
L3516,oddball,ok,,22,3
L3517,oddball,ok,,23,2
L3518,oddball,ok,,25,0
L3519,oddball,ok,,25,0
L3520,oddball,ok,,25,0
L3522,oddball,ok,,24,0
L3528,oddball,ok,,20,4
L3529,oddball,ok,,24,0
L353,oddball,ok,,25,0
L3530,oddball,ok,,25,0
L3531,oddball,ok,,25,0
L3532,oddball,ok,,24,1
L3533,oddball,ok,,25,0
L3534,oddball,ok,,25,0
L3535,oddball,ok,,24,1
L3536,oddball,ok,,25,0
L3539,oddball,ok,,24,1
L354,oddball,ok,,20,2
L3540,oddball,ok,,25,0
L3542,oddball,ok,,25,0
L3543,oddball,ok,,23,2
L3544,oddball,ok,,25,0
L3545,oddball,ok,,21,3
L3547,oddball,ok,,25,0
L3548,oddball,ok,,25,0
L3550,oddball,ok,,20,0
L3551,oddball,ok,,25,0
L3552,oddball,ok,,23,2
L3553,oddball,ok,,24,0
L3554,oddball,ok,,24,0
L3555,oddball,ok,,24,0
L3557,oddball,ok,,25,0
L3559,oddball,ok,,24,1
L356,oddball,ok,,25,0
L3560,oddball,ok,,25,0
L3561,oddball,ok,,14,10
L3562,oddball,ok,,18,7
L3563,oddball,ok,,25,0
L3564,oddball,ok,,25,0
L3565,oddball,ok,,25,0
L3566,oddball,ok,,21,4
L3567,oddball,ok,,20,4
L3568,oddball,ok,,25,0
L3569,oddball,ok,,25,0
L357,oddball,ok,,25,0
L3570,oddball,ok,,22,2
L3571,oddball,ok,,24,0
L3572,oddball,ok,,23,0
L3573,oddball,ok,,25,0
L3574,oddball,ok,,25,0
L3575,oddball,ok,,25,0
L3577,oddball,ok,,25,0
L3578,oddball,ok,,25,0
L3579,oddball,ok,,25,0
L3580,oddball,ok,,25,0
L3581,oddball,ok,,25,0
L3582,oddball,ok,,25,0
L3583,oddball,ok,,23,2
L3584,oddball,ok,,24,0
L3585,oddball,ok,,25,0
L3586,oddball,ok,,25,0
L3587,oddball,ok,,21,3
L3588,oddball,ok,,24,0
L3589,oddball,ok,,25,0
L359,oddball,ok,,25,0
L3590,oddball,fail,no_valid_windows,0,0
L3591,oddball,ok,,24,0
L3592,oddball,ok,,25,0
L3594,oddball,ok,,24,0
L3595,oddball,ok,,25,0
L3597,oddball,ok,,24,0
L3598,oddball,ok,,24,0
L3599,oddball,ok,,23,2
L36,oddball,ok,,21,0
L3600,oddball,ok,,24,0
L3602,oddball,ok,,24,1
L3603,oddball,ok,,25,0
L3604,oddball,ok,,24,0
L3605,oddball,ok,,25,0
L3606,oddball,ok,,25,0
L3607,oddball,ok,,18,6
L3608,oddball,ok,,24,1
L3609,oddball,ok,,23,1
L361,oddball,ok,,23,1
L3610,oddball,ok,,24,0
L3611,oddball,ok,,23,1
L3613,oddball,ok,,25,0
L3614,oddball,ok,,25,0
L3616,oddball,ok,,25,0
L3617,oddball,ok,,25,0
L3618,oddball,ok,,25,0
L3619,oddball,fail,no_valid_windows,0,0
L3620,oddball,ok,,25,0
L3622,oddball,ok,,23,2
L3623,oddball,fail,IndexError('list index out of range'),0,0
L3624,oddball,ok,,21,4
L3625,oddball,ok,,23,2
L3626,oddball,ok,,19,6
L3627,oddball,ok,,21,1
L3628,oddball,ok,,24,0
L3629,oddball,ok,,24,1
L3630,oddball,ok,,24,1
L3631,oddball,ok,,25,0
L3632,oddball,ok,,25,0
L3633,oddball,ok,,25,0
L3634,oddball,ok,,25,0
L3635,oddball,ok,,24,1
L3636,oddball,ok,,22,2
L3637,oddball,ok,,22,3
L3638,oddball,ok,,18,7
L3639,oddball,ok,,24,1
L3640,oddball,ok,,25,0
L3641,oddball,ok,,20,4
L3642,oddball,ok,,22,1
L3643,oddball,ok,,25,0
L3644,oddball,ok,,25,0
L3645,oddball,ok,,25,0
L3646,oddball,ok,,25,0
L3647,oddball,ok,,25,0
L3649,oddball,ok,,25,0
L3650,oddball,ok,,25,0
L3651,oddball,ok,,25,0
L3652,oddball,ok,,17,8
L3653,oddball,ok,,23,0
L3655,oddball,ok,,25,0
L3656,oddball,ok,,25,0
L3657,oddball,ok,,25,0
L3658,oddball,ok,,23,0
L3659,oddball,ok,,24,0
L3660,oddball,ok,,25,0
L3661,oddball,ok,,24,0
L3662,oddball,ok,,23,2
L3663,oddball,ok,,25,0
L3664,oddball,ok,,23,2
L3665,oddball,ok,,20,5
L3666,oddball,ok,,25,0
L3667,oddball,ok,,25,0
L3668,oddball,ok,,25,0
L3669,oddball,ok,,24,1
L3670,oddball,ok,,21,3
L3671,oddball,ok,,25,0
L3672,oddball,ok,,25,0
L3673,oddball,ok,,24,0
L3674,oddball,ok,,25,0
L3675,oddball,ok,,25,0
L3676,oddball,ok,,24,0
L3677,oddball,ok,,25,0
L3679,oddball,ok,,25,0
L3680,oddball,ok,,25,0
L3681,oddball,ok,,24,0
L3682,oddball,ok,,25,0
L3683,oddball,ok,,25,0
L3685,oddball,ok,,24,1
L3686,oddball,ok,,25,0
L3687,oddball,ok,,25,0
L3688,oddball,ok,,25,0
L3689,oddball,ok,,25,0
L3690,oddball,ok,,24,0
L3691,oddball,ok,,25,0
L3692,oddball,ok,,19,4
L3693,oddball,ok,,25,0
L3694,oddball,ok,,24,0
L3696,oddball,ok,,25,0
L3697,oddball,ok,,25,0
L3698,oddball,ok,,24,0
L3699,oddball,ok,,25,0
L37,oddball,ok,,25,0
L3700,oddball,ok,,24,1
L3701,oddball,ok,,15,10
L3702,oddball,ok,,20,5
L3703,oddball,ok,,22,0
L3704,oddball,ok,,20,0
L3705,oddball,ok,,24,1
L3706,oddball,ok,,24,1
L3707,oddball,ok,,23,2
L3708,oddball,ok,,23,1
L3709,oddball,ok,,25,0
L3710,oddball,ok,,24,1
L3711,oddball,ok,,24,0
L3712,oddball,ok,,25,0
L3713,oddball,ok,,19,4
L3714,oddball,ok,,23,1
L3715,oddball,ok,,24,1
L3716,oddball,ok,,23,2
L3717,oddball,ok,,23,1
L3718,oddball,ok,,19,5
L3720,oddball,ok,,23,2
L3721,oddball,ok,,18,6
L3722,oddball,ok,,24,1
L3723,oddball,ok,,22,2
L3724,oddball,ok,,24,0
L3725,oddball,ok,,19,6
L3726,oddball,ok,,23,2
L3727,oddball,ok,,25,0
L3728,oddball,ok,,23,2
L3729,oddball,ok,,25,0
L3730,oddball,ok,,25,0
L3731,oddball,ok,,24,1
L3732,oddball,ok,,24,0
L3736,oddball,ok,,25,0
L3737,oddball,ok,,25,0
L3738,oddball,ok,,25,0
L3739,oddball,ok,,25,0
L3740,oddball,ok,,25,0
L3742,oddball,ok,,24,1
L3744,oddball,ok,,24,0
L3747,oddball,ok,,25,0
L3748,oddball,ok,,25,0
L3749,oddball,ok,,22,0
L3751,oddball,ok,,5,0
L3752,oddball,ok,,23,1
L3754,oddball,ok,,25,0
L3755,oddball,ok,,25,0
L3757,oddball,ok,,24,0
L3762,oddball,ok,,24,0
L38,oddball,ok,,25,0
L39,oddball,ok,,21,2
L3932,oddball,ok,,22,3
L3934,oddball,ok,,24,0
L3941,oddball,ok,,25,0
L3942,oddball,ok,,20,3
L3943,oddball,ok,,25,0
L3946,oddball,ok,,22,3
L3947,oddball,ok,,20,5
L3948,oddball,ok,,22,3
L3949,oddball,ok,,20,2
L3950,oddball,ok,,24,0
L3951,oddball,ok,,12,12
L3952,oddball,ok,,23,0
L3953,oddball,ok,,22,2
L3955,oddball,ok,,25,5
L3957,oddball,ok,,19,2
L3960,oddball,ok,,5,0
L3963,oddball,ok,,24,1
L3964,oddball,ok,,24,1
L3966,oddball,ok,,23,2
L3968,oddball,ok,,25,0
L3969,oddball,ok,,9,6
L3970,oddball,ok,,21,1
L3971,oddball,ok,,23,2
L3972,oddball,ok,,23,0
L3973,oddball,ok,,24,1
L3974,oddball,ok,,21,4
L3975,oddball,ok,,25,0
L3976,oddball,ok,,22,3
L3977,oddball,ok,,25,0
L3978,oddball,ok,,21,4
L3980,oddball,fail,IndexError('list index out of range'),0,0
L3981,oddball,ok,,24,1
L3982,oddball,ok,,18,7
L3983,oddball,ok,,21,4
L3984,oddball,ok,,25,0
L3986,oddball,ok,,23,1
L3987,oddball,ok,,25,0
L3993,oddball,ok,,24,0
L3994,oddball,ok,,24,0
L3998,oddball,ok,,24,1
L3999,oddball,ok,,24,1
L4000,oddball,ok,,17,7
L4001,oddball,ok,,22,3
L4005,oddball,ok,,20,5
L4007,oddball,ok,,23,1
L4008,oddball,ok,,22,1
L4009,oddball,ok,,23,1
L4010,oddball,ok,,34,1
L4011,oddball,ok,,24,0
L4012,oddball,ok,,17,0
L4013,oddball,ok,,24,0
L4014,oddball,ok,,24,1
L4018,oddball,ok,,23,1
L4020,oddball,ok,,24,1
L4021,oddball,ok,,21,4
L4023,oddball,ok,,23,2
L4024,oddball,ok,,22,1
L4025,oddball,ok,,20,4
L4026,oddball,ok,,25,0
L4029,oddball,ok,,24,0
L4030,oddball,ok,,18,6
L4031,oddball,ok,,22,3
L4033,oddball,ok,,19,11
L4034,oddball,ok,,24,1
L4035,oddball,ok,,19,6
L4036,oddball,ok,,17,7
L4039,oddball,ok,,23,2
L4044,oddball,ok,,24,0
L4045,oddball,ok,,22,1
L4046,oddball,ok,,25,0
L4047,oddball,ok,,25,0
L4049,oddball,ok,,21,3
L4050,oddball,ok,,19,6
L4051,oddball,ok,,20,2
L4052,oddball,ok,,23,2
L4053,oddball,ok,,24,1
L4054,oddball,ok,,21,4
L4055,oddball,ok,,25,0
L4056,oddball,ok,,23,2
L4057,oddball,ok,,19,5
L4058,oddball,ok,,28,1
L4059,oddball,ok,,23,0
L4060,oddball,ok,,25,0
L4061,oddball,ok,,25,0
L4063,oddball,ok,,25,0
L4065,oddball,ok,,6,14
L4067,oddball,ok,,23,2
L4068,oddball,ok,,22,3
L4070,oddball,ok,,25,0
L4071,oddball,ok,,19,1
L4072,oddball,ok,,15,10
L4073,oddball,ok,,22,3
L4074,oddball,ok,,25,0
L4075,oddball,ok,,24,0
L4076,oddball,ok,,21,4
L4077,oddball,ok,,23,0
L4078,oddball,ok,,25,0
L4079,oddball,ok,,24,0
L4080,oddball,ok,,24,0
L4081,oddball,ok,,23,2
L4082,oddball,ok,,24,1
L4083,oddball,ok,,24,0
L4084,oddball,ok,,24,1
L4085,oddball,ok,,25,0
L4086,oddball,ok,,24,0
L4087,oddball,ok,,23,2
L4088,oddball,ok,,21,0
L4090,oddball,ok,,18,4
L4094,oddball,ok,,25,0
L4095,oddball,ok,,24,1
L4096,oddball,ok,,25,0
L4098,oddball,ok,,10,13
L4099,oddball,ok,,25,0
L41,oddball,ok,,25,0
L4100,oddball,ok,,24,1
L4101,oddball,ok,,25,0
L4102,oddball,ok,,18,7
L4103,oddball,ok,,21,3
L4104,oddball,ok,,15,10
L4105,oddball,ok,,18,7
L4106,oddball,ok,,25,0
L4107,oddball,ok,,22,3
L4108,oddball,ok,,21,4
L4109,oddball,ok,,20,5
L411,oddball,ok,,25,0
L4110,oddball,ok,,19,4
L4111,oddball,ok,,25,0
L4112,oddball,ok,,18,7
L4113,oddball,ok,,23,1
L4114,oddball,ok,,25,0
L4115,oddball,ok,,24,1
L4116,oddball,ok,,23,1
L4118,oddball,ok,,25,0
L4119,oddball,ok,,24,1
L4121,oddball,ok,,21,4
L414,oddball,ok,,25,0
L415,oddball,ok,,23,1
L416,oddball,ok,,20,0
L417,oddball,ok,,24,1
L418,oddball,ok,,25,0
L419,oddball,ok,,25,0
L4191,oddball,ok,,25,0
L4195,oddball,ok,,25,0
L4197,oddball,ok,,25,0
L4199,oddball,ok,,22,3
L4200,oddball,ok,,22,2
L4201,oddball,ok,,24,0
L4202,oddball,ok,,21,3
L4204,oddball,ok,,18,7
L4205,oddball,ok,,23,2
L4208,oddball,ok,,20,3
L4209,oddball,ok,,25,0
L421,oddball,ok,,23,1
L4210,oddball,ok,,22,2
L4211,oddball,ok,,25,0
L4212,oddball,ok,,24,1
L4214,oddball,ok,,22,3
L4215,oddball,ok,,25,0
L4217,oddball,fail,IndexError('list index out of range'),0,0
L4218,oddball,ok,,24,1
L4219,oddball,ok,,24,1
L4220,oddball,ok,,23,2
L4221,oddball,ok,,25,0
L4222,oddball,ok,,21,0
L4223,oddball,ok,,20,0
L4224,oddball,ok,,25,0
L4225,oddball,ok,,20,2
L4226,oddball,ok,,22,1
L4227,oddball,ok,,20,0
L4228,oddball,ok,,21,4
L4229,oddball,ok,,19,4
L423,oddball,ok,,24,0
L4232,oddball,ok,,23,2
L4237,oddball,ok,,23,1
L4238,oddball,fail,no_valid_windows,0,0
L4239,oddball,ok,,23,0
L4241,oddball,ok,,24,1
L4242,oddball,ok,,21,3
L4243,oddball,ok,,25,0
L4244,oddball,ok,,21,2
L4245,oddball,ok,,24,0
L4246,oddball,ok,,13,0
L4247,oddball,ok,,23,1
L4249,oddball,ok,,24,0
L4250,oddball,ok,,25,0
L4251,oddball,ok,,24,0
L4252,oddball,ok,,25,0
L4253,oddball,ok,,20,0
L4254,oddball,ok,,24,0
L4257,oddball,ok,,22,3
L4259,oddball,ok,,24,1
L426,oddball,ok,,24,0
L4263,oddball,ok,,17,8
L4268,oddball,ok,,24,1
L4269,oddball,ok,,21,4
L4270,oddball,ok,,23,0
L4273,oddball,ok,,19,1
L4275,oddball,ok,,22,2
L4276,oddball,ok,,25,0
L4278,oddball,ok,,23,2
L4279,oddball,ok,,18,0
L428,oddball,ok,,25,0
L4280,oddball,ok,,25,0
L4281,oddball,ok,,25,0
L4282,oddball,ok,,23,2
L4283,oddball,ok,,24,1
L4285,oddball,ok,,25,0
L4288,oddball,ok,,23,1
L4289,oddball,ok,,25,0
L429,oddball,ok,,25,0
L4290,oddball,ok,,21,3
L4294,oddball,ok,,24,0
L4295,oddball,ok,,22,1
L4297,oddball,ok,,25,0
L4298,oddball,ok,,23,1
L4299,oddball,ok,,18,0
L43,oddball,ok,,25,0
L430,oddball,ok,,25,0
L4300,oddball,ok,,23,2
L4301,oddball,ok,,25,0
L4302,oddball,ok,,25,0
L4303,oddball,ok,,23,1
L4304,oddball,ok,,24,1
L4305,oddball,ok,,20,0
L4306,oddball,ok,,21,4
L4307,oddball,ok,,25,0
L4308,oddball,ok,,21,4
L4309,oddball,ok,,23,1
L431,oddball,ok,,24,1
L4310,oddball,ok,,22,0
L4311,oddball,ok,,23,1
L4312,oddball,ok,,19,6
L4313,oddball,ok,,22,1
L4314,oddball,ok,,25,0
L4315,oddball,ok,,20,5
L4316,oddball,ok,,25,0
L4317,oddball,ok,,19,6
L4318,oddball,ok,,24,0
L4319,oddball,ok,,25,0
L432,oddball,ok,,21,4
L4320,oddball,ok,,22,3
L4321,oddball,ok,,24,0
L4322,oddball,ok,,19,1
L4323,oddball,fail,no_valid_windows,0,0
L4324,oddball,ok,,20,0
L4325,oddball,ok,,25,0
L4326,oddball,ok,,20,0
L4327,oddball,ok,,24,0
L4328,oddball,ok,,20,5
L4329,oddball,ok,,25,0
L4331,oddball,ok,,24,0
L4332,oddball,ok,,15,7
L4333,oddball,ok,,22,2
L4334,oddball,ok,,19,6
L4335,oddball,ok,,21,2
L4336,oddball,ok,,20,0
L4337,oddball,ok,,17,5
L4338,oddball,ok,,24,0
L4339,oddball,ok,,24,0
L434,oddball,ok,,23,1
L4340,oddball,ok,,17,3
L4341,oddball,ok,,23,2
L4342,oddball,ok,,15,6
L4343,oddball,ok,,25,0
L4344,oddball,ok,,18,6
L4345,oddball,ok,,25,0
L4346,oddball,ok,,24,0
L4347,oddball,ok,,24,1
L4348,oddball,ok,,25,0
L4349,oddball,ok,,25,0
L435,oddball,ok,,25,0
L4350,oddball,ok,,20,2
L4351,oddball,ok,,21,0
L4352,oddball,ok,,24,1
L4353,oddball,ok,,25,0
