cv_protocol,cohort_name,modality,device,task,feature_set,model,seed,outer_fold,n_subjects,selected_threshold_per_fold,predicted_positive_rate,threshold_source
group_cv,eeg_1back_native,eeg,,1back,age_grade,hist_gradient_boosting,20260907,0,430,0.4,0.7604651162790698,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,hist_gradient_boosting,20260907,1,333,0.45,0.8078078078078078,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,hist_gradient_boosting,20260907,2,232,0.45,0.8362068965517241,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,hist_gradient_boosting,20260907,3,169,0.5,0.5562130177514792,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,hist_gradient_boosting,20260907,4,114,0.45,0.8070175438596491,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,logistic_regression,20260907,0,430,0.45,0.7558139534883721,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,logistic_regression,20260907,1,333,0.5,0.6606606606606606,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,logistic_regression,20260907,2,232,0.45,0.8362068965517241,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,logistic_regression,20260907,3,169,0.5,0.5680473372781065,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,logistic_regression,20260907,4,114,0.45,0.8070175438596491,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,random_forest,20260907,0,430,0.4,0.7604651162790698,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,random_forest,20260907,1,333,0.5,0.4864864864864865,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,random_forest,20260907,2,232,0.45,0.8362068965517241,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,random_forest,20260907,3,169,0.45,0.6863905325443787,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_grade,random_forest,20260907,4,114,0.45,0.8070175438596491,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,hist_gradient_boosting,20260907,0,430,0.5,0.43023255813953487,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,hist_gradient_boosting,20260907,1,333,0.5,0.7087087087087087,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,hist_gradient_boosting,20260907,2,232,0.5,0.6724137931034483,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,hist_gradient_boosting,20260907,3,169,0.4,1.0,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,hist_gradient_boosting,20260907,4,114,0.45,0.7368421052631579,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,logistic_regression,20260907,0,430,0.5,0.26976744186046514,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,logistic_regression,20260907,1,333,0.5,0.5915915915915916,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,logistic_regression,20260907,2,232,0.5,0.5560344827586207,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,logistic_regression,20260907,3,169,0.5,0.9349112426035503,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,logistic_regression,20260907,4,114,0.45,0.7368421052631579,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,random_forest,20260907,0,430,0.4,0.8651162790697674,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,random_forest,20260907,1,333,0.5,0.7087087087087087,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,random_forest,20260907,2,232,0.5,0.6767241379310345,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,random_forest,20260907,3,169,0.4,1.0,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_only,random_forest,20260907,4,114,0.45,0.7368421052631579,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,hist_gradient_boosting,20260907,0,430,0.45,0.713953488372093,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,hist_gradient_boosting,20260907,1,333,0.55,0.4294294294294294,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,hist_gradient_boosting,20260907,2,232,0.5,0.5603448275862069,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,hist_gradient_boosting,20260907,3,169,0.55,0.5857988165680473,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,hist_gradient_boosting,20260907,4,114,0.5,0.4824561403508772,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,logistic_regression,20260907,0,430,0.5,0.5325581395348837,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,logistic_regression,20260907,1,333,0.5,0.5705705705705706,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,logistic_regression,20260907,2,232,0.5,0.5517241379310345,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,logistic_regression,20260907,3,169,0.5,0.6153846153846154,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,logistic_regression,20260907,4,114,0.5,0.40350877192982454,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,random_forest,20260907,0,430,0.45,0.6139534883720931,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,random_forest,20260907,1,333,0.55,0.4294294294294294,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,random_forest,20260907,2,232,0.5,0.5603448275862069,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,random_forest,20260907,3,169,0.45,0.7455621301775148,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex,random_forest,20260907,4,114,0.5,0.4824561403508772,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,hist_gradient_boosting,20260907,0,430,0.5,0.49767441860465117,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,hist_gradient_boosting,20260907,1,333,0.55,0.4294294294294294,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,hist_gradient_boosting,20260907,2,232,0.45,0.6767241379310345,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,hist_gradient_boosting,20260907,3,169,0.5,0.6686390532544378,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,hist_gradient_boosting,20260907,4,114,0.5,0.49122807017543857,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,logistic_regression,20260907,0,430,0.5,0.4372093023255814,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,logistic_regression,20260907,1,333,0.5,0.5255255255255256,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,logistic_regression,20260907,2,232,0.45,0.7155172413793104,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,logistic_regression,20260907,3,169,0.5,0.46745562130177515,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,logistic_regression,20260907,4,114,0.45,0.5087719298245614,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,random_forest,20260907,0,430,0.45,0.5279069767441861,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,random_forest,20260907,1,333,0.5,0.5255255255255256,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,random_forest,20260907,2,232,0.45,0.6767241379310345,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,random_forest,20260907,3,169,0.5,0.6686390532544378,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade,random_forest,20260907,4,114,0.5,0.49122807017543857,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,hist_gradient_boosting,20260907,0,430,0.5,0.49767441860465117,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,hist_gradient_boosting,20260907,1,333,0.55,0.4294294294294294,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,hist_gradient_boosting,20260907,2,232,0.45,0.6767241379310345,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,hist_gradient_boosting,20260907,3,169,0.5,0.6035502958579881,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,hist_gradient_boosting,20260907,4,114,0.5,0.49122807017543857,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,logistic_regression,20260907,0,430,0.5,0.4372093023255814,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,logistic_regression,20260907,1,333,0.5,0.5255255255255256,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,logistic_regression,20260907,2,232,0.45,0.7155172413793104,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,logistic_regression,20260907,3,169,0.5,0.46745562130177515,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,logistic_regression,20260907,4,114,0.45,0.5087719298245614,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,random_forest,20260907,0,430,0.45,0.5279069767441861,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,random_forest,20260907,1,333,0.45,0.5765765765765766,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,random_forest,20260907,2,232,0.45,0.6767241379310345,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,random_forest,20260907,3,169,0.5,0.650887573964497,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,age_sex_grade_group,random_forest,20260907,4,114,0.5,0.49122807017543857,inner_cv_outer_train_only
group_cv,eeg_1back_native,eeg,,1back,demographics,hist_gradient_boosting,20260907,0,430,0.5,0.49767441860465117,inner_cv_outer_train_only
