cv_protocol,cohort_name,modality,device,task,feature_set,model,seed,feature_count,threshold_type,outer_fold,threshold,n_subjects,n_positive,n_negative,auroc,auprc,balanced_accuracy,macro_f1,sensitivity,specificity,accuracy,brier_score,ece,positive_prediction_rate
standard_cv,eeg_oddball_native,eeg,,oddball,no_information,no_information_prior,20260907,0,fixed_0_5,0,0.5,357,121,236,0.5,0.3389355742296919,0.5,0.3979763912310287,0.0,1.0,0.6610644257703081,0.22408025502731024,0.0046908715639365495,0.0
standard_cv,eeg_oddball_native,eeg,,oddball,no_information,no_information_prior,20260907,0,inner_cv,0,0.5,357,121,236,0.5,0.3389355742296919,0.5,0.3979763912310287,0.0,1.0,0.6610644257703081,0.22408025502731024,0.0046908715639365495,0.0
standard_cv,eeg_oddball_native,eeg,,oddball,no_information,no_information_prior,20260907,0,fixed_0_5,1,0.5,367,122,245,0.5,0.33242506811989103,0.5,0.40032679738562094,0.0,1.0,0.667574931880109,0.2219304193178421,0.0034317797810035633,0.0
standard_cv,eeg_oddball_native,eeg,,oddball,no_information,no_information_prior,20260907,0,inner_cv,1,0.5,367,122,245,0.5,0.33242506811989103,0.5,0.40032679738562094,0.0,1.0,0.667574931880109,0.2219304193178421,0.0034317797810035633,0.0
standard_cv,eeg_oddball_native,eeg,,oddball,no_information,no_information_prior,20260907,0,fixed_0_5,2,0.5,368,128,240,0.5,0.34782608695652173,0.5,0.39473684210526316,0.0,1.0,0.6521739130434783,0.22709496229732729,0.015870164091507877,0.0
standard_cv,eeg_oddball_native,eeg,,oddball,no_information,no_information_prior,20260907,0,inner_cv,2,0.5,368,128,240,0.5,0.34782608695652173,0.5,0.39473684210526316,0.0,1.0,0.6521739130434783,0.22709496229732729,0.015870164091507877,0.0
standard_cv,eeg_oddball_native,eeg,,oddball,no_information,no_information_prior,20260907,0,fixed_0_5,3,0.5,363,123,240,0.5,0.33884297520661155,0.5,0.39800995024875624,0.0,1.0,0.6611570247933884,0.2240495229689554,0.0045945194756575325,0.0
standard_cv,eeg_oddball_native,eeg,,oddball,no_information,no_information_prior,20260907,0,inner_cv,3,0.5,363,123,240,0.5,0.33884297520661155,0.5,0.39800995024875624,0.0,1.0,0.6611570247933884,0.2240495229689554,0.0045945194756575325,0.0
standard_cv,eeg_oddball_native,eeg,,oddball,no_information,no_information_prior,20260907,0,fixed_0_5,4,0.5,365,116,249,0.5,0.3178082191780822,0.5,0.40553745928338764,0.0,1.0,0.6821917808219178,0.2172775086776109,0.021710681165560464,0.0
standard_cv,eeg_oddball_native,eeg,,oddball,no_information,no_information_prior,20260907,0,inner_cv,4,0.5,365,116,249,0.5,0.3178082191780822,0.5,0.40553745928338764,0.0,1.0,0.6821917808219178,0.2172775086776109,0.021710681165560464,0.0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,fixed_0_5,0,0.5,252,78,174,0.5864279398762158,0.3776923972135542,0.5870910698496905,0.5566560239786278,0.6282051282051282,0.5459770114942529,0.5714285714285714,0.24193160898630528,0.18302922780498457,0.5079365079365079
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,inner_cv,0,0.5,252,78,174,0.5864279398762158,0.3776923972135542,0.5870910698496905,0.5566560239786278,0.6282051282051282,0.5459770114942529,0.5714285714285714,0.24193160898630528,0.18302922780498457,0.5079365079365079
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,fixed_0_5,1,0.5,254,75,179,0.5664059590316574,0.36969423289494874,0.5610428305400372,0.5394910337552743,0.5466666666666666,0.5754189944134078,0.5669291338582677,0.2445265923909883,0.18373210551081992,0.46062992125984253
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,inner_cv,1,0.45,254,75,179,0.5664059590316574,0.36969423289494874,0.5479702048417132,0.505249655565585,0.6266666666666667,0.4692737430167598,0.515748031496063,0.2445265923909883,0.18373210551081992,0.5590551181102362
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,fixed_0_5,2,0.5,259,78,181,0.6041223969400765,0.3848244478680848,0.5829437597393399,0.5461448598130841,0.6410256410256411,0.5248618784530387,0.5598455598455598,0.24360533290329298,0.19871403596960038,0.525096525096525
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,inner_cv,2,0.5,259,78,181,0.6041223969400765,0.3848244478680848,0.5829437597393399,0.5461448598130841,0.6410256410256411,0.5248618784530387,0.5598455598455598,0.24360533290329298,0.19871403596960038,0.525096525096525
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,fixed_0_5,3,0.5,259,87,172,0.6082264100507886,0.45119168494522943,0.6038158246458166,0.5802140672782874,0.6436781609195402,0.563953488372093,0.5907335907335908,0.2395535304345818,0.15510065868317469,0.5057915057915058
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,inner_cv,3,0.5,259,87,172,0.6082264100507886,0.45119168494522943,0.6038158246458166,0.5802140672782874,0.6436781609195402,0.563953488372093,0.5907335907335908,0.2395535304345818,0.15510065868317469,0.5057915057915058
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,fixed_0_5,4,0.5,254,76,178,0.6018258426966292,0.38830449302016207,0.5873743347131875,0.5466598674145844,0.6578947368421053,0.5168539325842697,0.5590551181102362,0.24209010061467584,0.19612210371166183,0.5354330708661418
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,inner_cv,4,0.55,254,76,178,0.6018258426966292,0.38830449302016207,0.5494529863985808,0.5468493541711268,0.40789473684210525,0.6910112359550562,0.6062992125984252,0.24209010061467584,0.19612210371166183,0.33858267716535434
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,random_forest,20260907,8,fixed_0_5,0,0.5,252,78,174,0.5592396109637489,0.38321994843225216,0.5459770114942528,0.5333961755992459,0.5,0.5919540229885057,0.5634920634920635,0.24249196999963976,0.16912000740811622,0.4365079365079365
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,random_forest,20260907,8,inner_cv,0,0.45,252,78,174,0.5592396109637489,0.38321994843225216,0.5599027409372237,0.5299651285378315,0.6025641025641025,0.5172413793103449,0.5436507936507936,0.24249196999963976,0.16912000740811622,0.5198412698412699
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,random_forest,20260907,8,fixed_0_5,1,0.5,254,75,179,0.554003724394786,0.3287712530636177,0.549608938547486,0.5433488680595556,0.44,0.659217877094972,0.594488188976378,0.24040310807447654,0.16849273577670068,0.3700787401574803
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,random_forest,20260907,8,inner_cv,1,0.45,254,75,179,0.554003724394786,0.3287712530636177,0.5425698324022347,0.515110334562868,0.56,0.5251396648044693,0.5354330708661418,0.24040310807447654,0.16849273577670068,0.5
