cv_protocol,cohort_name,modality,device,task,model,comparison,auroc_diff,auroc_diff_ci_low,auroc_diff_ci_high,significant_positive,significant_negative
standard_cv,face_valence_contrast,face,,task,hist_gradient_boosting,face_vs_background,0.0288562115651453,0.002281489596844,0.053739525724845,1,0
standard_cv,face_valence_contrast,face,,task,hist_gradient_boosting,face_demographics_vs_background_demographics,0.0111969096118951,-0.0013711652772265,0.0244993027621129,0,0
standard_cv,face_valence_contrast,face,,task,logistic_regression,face_vs_demographics,-0.1155077711273675,-0.1422146883090131,-0.0874103324239088,0,1
standard_cv,face_valence_contrast,face,,task,logistic_regression,face_demographics_vs_demographics,-0.0010423081028266,-0.0107959932722543,0.0087068299119569,0,0
standard_cv,face_valence_contrast,face,,task,logistic_regression,face_vs_background,0.0621509560990829,0.0331902437554951,0.0895509768858437,1,0
standard_cv,face_valence_contrast,face,,task,logistic_regression,face_demographics_vs_background_demographics,0.0138574841744871,0.0025686800062915,0.0254970025234602,1,0
standard_cv,face_valence_contrast,face,,task,random_forest,face_vs_demographics,-0.1204565793902969,-0.144761050910049,-0.0938643506258863,0,1
standard_cv,face_valence_contrast,face,,task,random_forest,face_demographics_vs_demographics,-0.0096993357800274,-0.021495906997577,0.0010995968933764,0,0
standard_cv,face_valence_contrast,face,,task,random_forest,face_vs_background,0.0353206565022127,0.0103088769224276,0.0608459687080907,1,0
standard_cv,face_valence_contrast,face,,task,random_forest,face_demographics_vs_background_demographics,0.0149051290261663,0.0024070549746798,0.0261738951749854,1,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,hist_gradient_boosting,signal_vs_demographics,-0.0510257529463116,-0.0945014533139208,-0.0082764951558996,0,1
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,hist_gradient_boosting,signal_demographics_vs_demographics,-0.0113591486354471,-0.0453659601491716,0.0258575985349476,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,hist_gradient_boosting,signal_qc_demographics_vs_qc_demographics,-0.0118320134688533,-0.0435750026975591,0.0212736115180828,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,hist_gradient_boosting,signal_qc_demographics_vs_demographics,-0.0159672424185737,-0.0514829384679034,0.0171472507299981,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,logistic_regression,signal_vs_demographics,-0.0423458252790422,-0.0836014337327655,-0.0022625434073183,0,1
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,logistic_regression,signal_demographics_vs_demographics,0.0073247282326287,-0.0201216624322001,0.0343574870083441,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,logistic_regression,signal_qc_demographics_vs_qc_demographics,0.0035210242979777,-0.0253240322656803,0.0311563219767988,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,logistic_regression,signal_qc_demographics_vs_demographics,0.0074161834091995,-0.0205335516720673,0.0364848634899533,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,random_forest,signal_vs_demographics,-0.0440616491031156,-0.0823669644212267,-0.0032960284283764,0,1
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,random_forest,signal_demographics_vs_demographics,-0.0048481636216249,-0.0399087618171581,0.0289796940366033,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,random_forest,signal_qc_demographics_vs_qc_demographics,-0.0135457587661865,-0.0467694380723051,0.018957269481463,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,random_forest,signal_qc_demographics_vs_demographics,-0.0117093803911786,-0.0461778799525939,0.022161856141251,0,0
standard_cv,fnirs_yiruid_doors_native,fnirs,yiruid,doors,hist_gradient_boosting,signal_vs_demographics,-0.0103709065495206,-0.0652349314037538,0.0479906694460185,0,0
standard_cv,fnirs_yiruid_doors_native,fnirs,yiruid,doors,hist_gradient_boosting,signal_demographics_vs_demographics,0.0218088558306711,-0.0275153604757408,0.073318905217441,0,0
standard_cv,fnirs_yiruid_doors_native,fnirs,yiruid,doors,hist_gradient_boosting,signal_qc_demographics_vs_qc_demographics,0.0387411391773163,-0.0147190585140248,0.0880769265948754,0,0
standard_cv,fnirs_yiruid_doors_native,fnirs,yiruid,doors,hist_gradient_boosting,signal_qc_demographics_vs_demographics,0.0045926517571885,-0.047724730925459,0.0539453276514061,0,0
standard_cv,fnirs_yiruid_doors_native,fnirs,yiruid,doors,logistic_regression,signal_vs_demographics,-0.0612051966853035,-0.1199536263317993,-0.0042997949600845,0,1
standard_cv,fnirs_yiruid_doors_native,fnirs,yiruid,doors,logistic_regression,signal_demographics_vs_demographics,-0.0207449331070287,-0.0636165242203057,0.0196612058097717,0,0
standard_cv,fnirs_yiruid_doors_native,fnirs,yiruid,doors,logistic_regression,signal_qc_demographics_vs_qc_demographics,-0.0251722244408943,-0.0625830186581107,0.0146164846693566,0,0
standard_cv,fnirs_yiruid_doors_native,fnirs,yiruid,doors,logistic_regression,signal_qc_demographics_vs_demographics,-0.0156718001198081,-0.0586855524565933,0.0244712099381712,0,0
standard_cv,fnirs_yiruid_doors_native,fnirs,yiruid,doors,random_forest,signal_vs_demographics,-0.0251815844648563,-0.0765694060931038,0.0275264530313152,0,0
standard_cv,fnirs_yiruid_doors_native,fnirs,yiruid,doors,random_forest,signal_demographics_vs_demographics,0.0056628144968049,-0.0453635752148964,0.0580006149825784,0,0
standard_cv,fnirs_yiruid_doors_native,fnirs,yiruid,doors,random_forest,signal_qc_demographics_vs_qc_demographics,-0.0005366413738019,-0.0446061522899861,0.0489665296859123,0,0
standard_cv,fnirs_yiruid_doors_native,fnirs,yiruid,doors,random_forest,signal_qc_demographics_vs_demographics,0.0055380141773162,-0.0459330945918509,0.0552726729454829,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,hist_gradient_boosting,signal_vs_demographics,0.0109004596032897,-0.0595299460092365,0.0796234733687524,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,hist_gradient_boosting,signal_demographics_vs_demographics,0.0086780358006773,-0.0527720331810171,0.0720550651411534,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,hist_gradient_boosting,signal_qc_demographics_vs_qc_demographics,0.0308947145621673,-0.0361297855135696,0.0914060700484429,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,hist_gradient_boosting,signal_qc_demographics_vs_demographics,0.0125937348814707,-0.0532173572585813,0.0750597129298652,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,logistic_regression,signal_vs_demographics,-0.0324897194000968,-0.107631978871597,0.0450707139846246,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,logistic_regression,signal_demographics_vs_demographics,0.0126390904692791,-0.041299380896899,0.0668947106624123,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,logistic_regression,signal_qc_demographics_vs_qc_demographics,0.0154738147073052,-0.0413342257183773,0.0672851159029201,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,logistic_regression,signal_qc_demographics_vs_demographics,0.0111725931301402,-0.0440608497402997,0.0723297333453583,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,random_forest,signal_vs_demographics,-0.016857160135462,-0.088278876110995,0.059437901490458,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,random_forest,signal_demographics_vs_demographics,0.0092374213836478,-0.064523043000001,0.0837770839650921,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,random_forest,signal_qc_demographics_vs_qc_demographics,-0.0036964804063861,-0.0716498044207669,0.0566346721476928,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,random_forest,signal_qc_demographics_vs_demographics,-0.0089501693275279,-0.073739533492823,0.055024318497002,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,hist_gradient_boosting,signal_vs_demographics,-0.0521744730571425,-0.0916589456742603,-0.0090819047549195,0,1
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,hist_gradient_boosting,signal_demographics_vs_demographics,-0.0241156284213334,-0.0547615372151597,0.0077095798073167,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,hist_gradient_boosting,signal_qc_demographics_vs_qc_demographics,-0.0041686217143699,-0.0363984374111779,0.0256361275853726,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,hist_gradient_boosting,signal_qc_demographics_vs_demographics,-0.0252426559208044,-0.0566576657709882,0.0068913905491463,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,logistic_regression,signal_vs_demographics,-0.0430874113328365,-0.0816149668828801,-0.0015792866855469,0,1
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,logistic_regression,signal_demographics_vs_demographics,0.0080805571655948,-0.0168419486650361,0.0313886067612354,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,logistic_regression,signal_qc_demographics_vs_qc_demographics,0.0066204815397495,-0.017043628206459,0.0310619464814715,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,logistic_regression,signal_qc_demographics_vs_demographics,0.0086546511734886,-0.0147660320356255,0.0331622037313035,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,random_forest,signal_vs_demographics,-0.0544901695601373,-0.0925787810944123,-0.0156799691712602,0,1
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,random_forest,signal_demographics_vs_demographics,-0.0058283422115499,-0.0364849865265326,0.0292795061455015,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,random_forest,signal_qc_demographics_vs_qc_demographics,0.0030259538332734,-0.0284731238495583,0.0344607047162823,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,random_forest,signal_qc_demographics_vs_demographics,-0.0112196737600398,-0.041964224997113,0.0185272436367812,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,hist_gradient_boosting,signal_vs_demographics,-0.0265522686557945,-0.0658975249952565,0.0112939581717628,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,hist_gradient_boosting,signal_demographics_vs_demographics,0.0012808484680009,-0.034263302243608,0.0338373578035283,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,hist_gradient_boosting,signal_qc_demographics_vs_qc_demographics,0.012773736718557,-0.0209653178642812,0.0463420229052769,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,hist_gradient_boosting,signal_qc_demographics_vs_demographics,0.0095740286014331,-0.0245394294551988,0.0422404771687175,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,logistic_regression,signal_vs_demographics,-0.0359216703731158,-0.0737695841235832,0.0019301249763283,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,logistic_regression,signal_demographics_vs_demographics,0.0074109680009883,-0.0218020286204833,0.0345596614436288,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,logistic_regression,signal_qc_demographics_vs_qc_demographics,0.0006100197677291,-0.0256954030034393,0.0290275637444725,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,logistic_regression,signal_qc_demographics_vs_demographics,0.0087410427477143,-0.0195341283744962,0.0386355736889713,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,random_forest,signal_vs_demographics,-0.022152790647393,-0.0641084055223232,0.017486098236148,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,random_forest,signal_demographics_vs_demographics,-0.0066860869162341,-0.0416544785726126,0.027937106353534,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,random_forest,signal_qc_demographics_vs_qc_demographics,0.0016958935631331,-0.0320238242504718,0.0340254173236307,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,random_forest,signal_qc_demographics_vs_demographics,-0.0067440001853223,-0.0406903471269798,0.0263584600062533,0,0
