cohort_name,modality,device,task,feature_set,model,seed,auroc_standard_cv,auprc_standard_cv,balanced_accuracy_standard_cv,macro_f1_standard_cv,auroc_group_cv,auprc_group_cv,balanced_accuracy_group_cv,macro_f1_group_cv,auroc_delta_standard_minus_group,auprc_delta_standard_minus_group,balanced_accuracy_delta_standard_minus_group,macro_f1_delta_standard_minus_group
eeg_1back_native,eeg,,1back,age_grade,hist_gradient_boosting,20260907,0.5373173966970622,0.339680848972733,0.5330638307646369,0.42040816326530617,0.5170444105014127,0.3280240235333401,0.5167041826492409,0.41008850211100306,0.020272986195649545,0.011656825439392893,0.01635964811539603,0.010319661154303106
eeg_1back_native,eeg,,1back,age_grade,logistic_regression,20260907,0.5567534510875807,0.34645037010918817,0.5434773870500953,0.41896262811270024,0.5393228747961505,0.3346986409592989,0.5187340652778096,0.42893097181315837,0.01743057629143019,0.011751729149889256,0.024743321772285665,-0.009968343700458127
eeg_1back_native,eeg,,1back,age_grade,random_forest,20260907,0.5383179824057699,0.33380362370756933,0.5401267887084549,0.4287012612772372,0.5221320371178538,0.316229485992487,0.49873383558812046,0.42330038236995904,0.01618594528791606,0.017574137715082316,0.04139295312033442,0.005400878907278139
eeg_1back_native,eeg,,1back,age_only,hist_gradient_boosting,20260907,0.5284886992672899,0.31948683883994267,0.5375370374623883,0.4545601503874498,0.5401942600546662,0.33109355133495405,0.5424093299951764,0.4779411764705882,-0.011705560787376279,-0.011606712495011384,-0.004872292532788092,-0.023381026083138412
eeg_1back_native,eeg,,1back,age_only,logistic_regression,20260907,0.5459422445276431,0.3260411227109312,0.52900980774973,0.429574624185364,0.5465351310379677,0.3314546647515535,0.5479333670211544,0.5155214010810376,-0.0005928865103246306,-0.005413542040622277,-0.018923559271424306,-0.0859467768956736
eeg_1back_native,eeg,,1back,age_only,random_forest,20260907,0.5266310839056435,0.3179750640590837,0.5351511358155132,0.45618120068598034,0.5378341984978294,0.32882231364043324,0.5186335760387717,0.39554567245785377,-0.011203114592185925,-0.010847249581349527,0.01651755977674152,0.06063552822812657
eeg_1back_native,eeg,,1back,age_sex,hist_gradient_boosting,20260907,0.5898747042745249,0.3552185497335944,0.577962422766842,0.5362000374134813,0.5851890346142361,0.3701792518341288,0.5361646415692399,0.49539603075272665,0.004685669660288827,-0.014960702100534407,0.041797781197602024,0.04080400666075468
eeg_1back_native,eeg,,1back,age_sex,logistic_regression,20260907,0.596181121804442,0.3645128707561929,0.5821600018375175,0.5573622194693325,0.5912901669844041,0.37564617482350865,0.5827772928773227,0.5434329278020916,0.004890954820037985,-0.011133304067315775,-0.0006172910398052345,0.013929291667240884
eeg_1back_native,eeg,,1back,age_sex,random_forest,20260907,0.58575751659508,0.34813754288949317,0.5754099960952753,0.5316913478784817,0.5827385327422651,0.35819612785602095,0.5580569400739601,0.5176841905976604,0.0030189838528149604,-0.010058584966527784,0.017353056021315205,0.014007157280821358
eeg_1back_native,eeg,,1back,age_sex_grade,hist_gradient_boosting,20260907,0.5875462250499575,0.37876796650583294,0.5636986930656682,0.5219575344725107,0.5697883409513746,0.35439225149577425,0.570514734593564,0.5354574064761819,0.01775788409858281,0.024375715010058696,-0.006816041527895833,-0.013499872003671198
