cv_protocol,cohort_name,modality,device,task,feature_set,model,seed,feature_count,outer_fold,pca_used,pca_n_components,pca_explained_variance_ratio_sum,visual_branch_feature_count,nonvisual_branch_feature_count
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,0,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,1,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,2,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,3,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,logistic_regression,20260907,8,4,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,random_forest,20260907,8,0,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,random_forest,20260907,8,1,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,random_forest,20260907,8,2,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,random_forest,20260907,8,3,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,random_forest,20260907,8,4,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,hist_gradient_boosting,20260907,8,0,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,hist_gradient_boosting,20260907,8,1,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,hist_gradient_boosting,20260907,8,2,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,hist_gradient_boosting,20260907,8,3,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,qc_demographics,hist_gradient_boosting,20260907,8,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260907,66,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260907,66,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260907,66,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260907,66,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,logistic_regression,20260907,66,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260907,66,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260907,66,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260907,66,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260907,66,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,random_forest,20260907,66,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260907,66,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260907,66,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260907,66,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260907,66,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_demographics,hist_gradient_boosting,20260907,66,4,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,logistic_regression,20260907,1,0,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,logistic_regression,20260907,1,1,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,logistic_regression,20260907,1,2,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,logistic_regression,20260907,1,3,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,logistic_regression,20260907,1,4,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,random_forest,20260907,1,0,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,random_forest,20260907,1,1,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,random_forest,20260907,1,2,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,random_forest,20260907,1,3,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,random_forest,20260907,1,4,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,hist_gradient_boosting,20260907,1,0,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,hist_gradient_boosting,20260907,1,1,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,hist_gradient_boosting,20260907,1,2,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,hist_gradient_boosting,20260907,1,3,0,0,,0,0
standard_cv,fnirs_yiruid_rest_native,fnirs,yiruid,rest,sex_only,hist_gradient_boosting,20260907,1,4,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,logistic_regression,20260907,2,0,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,logistic_regression,20260907,2,1,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,logistic_regression,20260907,2,2,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,logistic_regression,20260907,2,3,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,logistic_regression,20260907,2,4,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,random_forest,20260907,2,0,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,random_forest,20260907,2,1,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,random_forest,20260907,2,2,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,random_forest,20260907,2,3,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,random_forest,20260907,2,4,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,hist_gradient_boosting,20260907,2,0,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,hist_gradient_boosting,20260907,2,1,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,hist_gradient_boosting,20260907,2,2,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,hist_gradient_boosting,20260907,2,3,0,0,,0,0
standard_cv,fnirs_yiruid_vft_native,fnirs,yiruid,vft,age_sex,hist_gradient_boosting,20260907,2,4,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,logistic_regression,20260907,3,0,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,logistic_regression,20260907,3,1,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,logistic_regression,20260907,3,2,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,logistic_regression,20260907,3,3,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,logistic_regression,20260907,3,4,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,random_forest,20260907,3,0,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,random_forest,20260907,3,1,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,random_forest,20260907,3,2,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,random_forest,20260907,3,3,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,random_forest,20260907,3,4,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,hist_gradient_boosting,20260907,3,0,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,hist_gradient_boosting,20260907,3,1,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,hist_gradient_boosting,20260907,3,2,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,hist_gradient_boosting,20260907,3,3,0,0,,0,0
standard_cv,fnirs_yiruid_1back_native,fnirs,yiruid,1back,age_sex_grade,hist_gradient_boosting,20260907,3,4,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,logistic_regression,20260907,1,0,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,logistic_regression,20260907,1,1,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,logistic_regression,20260907,1,2,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,logistic_regression,20260907,1,3,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,logistic_regression,20260907,1,4,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,random_forest,20260907,1,0,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,random_forest,20260907,1,1,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,random_forest,20260907,1,2,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,random_forest,20260907,1,3,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,random_forest,20260907,1,4,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,hist_gradient_boosting,20260907,1,0,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,hist_gradient_boosting,20260907,1,1,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,hist_gradient_boosting,20260907,1,2,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,hist_gradient_boosting,20260907,1,3,0,0,,0,0
standard_cv,fnirs_yiruid_oddball_native,fnirs,yiruid,oddball,fnirs_device_only,hist_gradient_boosting,20260907,1,4,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,logistic_regression,20260907,3,0,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,logistic_regression,20260907,3,1,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,logistic_regression,20260907,3,2,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,logistic_regression,20260907,3,3,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,logistic_regression,20260907,3,4,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,random_forest,20260907,3,0,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,random_forest,20260907,3,1,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,random_forest,20260907,3,2,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,random_forest,20260907,3,3,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,random_forest,20260907,3,4,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,hist_gradient_boosting,20260907,3,0,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,hist_gradient_boosting,20260907,3,1,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,hist_gradient_boosting,20260907,3,2,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,hist_gradient_boosting,20260907,3,3,0,0,,0,0
standard_cv,eeg_oddball_native,eeg,,oddball,demographics,hist_gradient_boosting,20260907,3,4,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,logistic_regression,20260907,181,0,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,logistic_regression,20260907,181,1,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,logistic_regression,20260907,181,2,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,logistic_regression,20260907,181,3,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,logistic_regression,20260907,181,4,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,random_forest,20260907,181,0,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,random_forest,20260907,181,1,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,random_forest,20260907,181,2,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,random_forest,20260907,181,3,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,random_forest,20260907,181,4,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,hist_gradient_boosting,20260907,181,0,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,hist_gradient_boosting,20260907,181,1,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,hist_gradient_boosting,20260907,181,2,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,hist_gradient_boosting,20260907,181,3,0,0,,0,0
standard_cv,eeg_1back_native,eeg,,1back,signal,hist_gradient_boosting,20260907,181,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260907,72,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260907,72,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260907,72,2,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260907,72,3,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,logistic_regression,20260907,72,4,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260907,72,0,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260907,72,1,0,0,,0,0
standard_cv,eeg_rest_native,eeg,,rest,signal_qc_demographics,random_forest,20260907,72,2,0,0,,0,0
