task,model,fold,n_subjects,threshold,auroc,auprc,balanced_accuracy,sensitivity,specificity,f1,brier,tn,fp,fn,tp
1back,inceptiontime,1,339,0.7237235547176429,0.5520049099836333,0.33462612459155455,0.49850654664484456,0.04807692307692308,0.948936170212766,0.08264462809917356,0.24741027496251905,223,12,99,5
1back,inceptiontime,2,339,0.11468952149152756,0.5835924713584287,0.39719643873201615,0.57939852700491,0.5673076923076923,0.5914893617021276,0.4555984555984556,0.245099506060643,139,96,45,59
1back,inceptiontime,3,339,0.9301507813551535,0.5372340425531915,0.3466482149709145,0.4899140752864157,0.009615384615384616,0.9702127659574468,0.017857142857142856,0.25539120234857376,228,7,103,1
1back,inceptiontime,4,339,0.8841607030122899,0.47908017908017914,0.3056197099702833,0.49407814407814404,0.009523809523809525,0.9786324786324786,0.018018018018018018,0.2670283613700736,229,5,104,1
1back,inceptiontime,5,338,0.7379003630152771,0.511259040105194,0.34511542934349565,0.5032051282051282,0.057692307692307696,0.9487179487179487,0.09836065573770492,0.2552839396289598,222,12,98,6
1back,inceptiontime,overall_oof,1694,0.7379003630152771,0.5264893239278521,0.33111567283298127,0.5076898154738821,0.053742802303262956,0.9616368286445013,0.09427609427609428,0.2540419241216421,1128,45,493,28
