cv_protocol,cohort_name,modality,device,task,feature_set,model,seed,threshold_type,threshold,n_subjects,n_positive,n_negative,auroc,auprc,balanced_accuracy,macro_f1,sensitivity,specificity,accuracy,brier_score,ece,positive_prediction_rate,auroc_fold_mean,auroc_fold_std,auprc_fold_mean,auprc_fold_std,balanced_accuracy_fold_mean,balanced_accuracy_fold_std,macro_f1_fold_mean,macro_f1_fold_std,sensitivity_fold_mean,sensitivity_fold_std,specificity_fold_mean,specificity_fold_std,accuracy_fold_mean,accuracy_fold_std,brier_score_fold_mean,brier_score_fold_std,ece_fold_mean,ece_fold_std,positive_prediction_rate_fold_mean,positive_prediction_rate_fold_std
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_grade,hist_gradient_boosting,20260908,fixed_0_5,0.5,955,304,651,0.5493774759479343,0.34867118337927316,0.5458075632629962,0.534241233813473,0.5032894736842105,0.5883256528417818,0.5612565445026177,0.25186328250487294,0.18679948357516057,0.4408376963350785,0.5285853869821769,0.031258382881563865,0.386692943571813,0.09675471542755032,0.5220959004761715,0.03386792892551972,0.4940125430297234,0.013691088149027034,0.5737642623031618,0.2281575717694501,0.4704275386491811,0.18939412636595018,0.5309935842173771,0.06082152925240912,0.2550733295151188,0.006741239094400329,0.1699441590963872,0.06766790271096912,0.5448849260373462,0.20242804502179151
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_grade,hist_gradient_boosting,20260908,inner_cv,,955,304,651,0.5493774759479343,0.34867118337927316,0.5464745533187808,0.5385704953047235,0.4769736842105263,0.6159754224270353,0.5717277486910994,0.25186328250487294,0.18679948357516057,0.41361256544502617,0.5285853869821769,0.031258382881563865,0.386692943571813,0.09675471542755032,0.5152651603408229,0.03038314017865889,0.48183453610054894,0.02061255222637482,0.5621116012387359,0.2782635011760356,0.46841871944290975,0.23149764577479698,0.5303419551446954,0.07965438381505145,0.2550733295151188,0.006741239094400329,0.1699441590963872,0.06766790271096912,0.5431806653857171,0.24645054570901384
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_grade,logistic_regression,20260908,fixed_0_5,0.5,955,304,651,0.5566688899668526,0.39365565730203567,0.5453351119734821,0.5142806681414396,0.6052631578947368,0.48540706605222733,0.5235602094240838,0.25211404546826555,0.19606531291023524,0.543455497382199,0.5657841248028488,0.03393666819159828,0.42584785708213346,0.12799858552193497,0.5398861882326933,0.027262628237501904,0.4998374625219496,0.02460560355950844,0.6482602659832262,0.1602109356335348,0.4315121104821606,0.13374735585127331,0.5188505132764033,0.017987167825525056,0.2527414612248255,0.004417638169425534,0.18233584234606853,0.06917201737597302,0.596483487658791,0.14351694397132156
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_grade,logistic_regression,20260908,inner_cv,,955,304,651,0.5566688899668526,0.39365565730203567,0.5668404883175682,0.5399667202527005,0.6052631578947368,0.5284178187403994,0.5528795811518324,0.25211404546826555,0.19606531291023524,0.5141361256544502,0.5657841248028488,0.03393666819159828,0.42584785708213346,0.12799858552193497,0.5342998699439917,0.028207365479199116,0.49515500931600875,0.019013817878415697,0.6448194057681724,0.2055499556983929,0.42378033411981103,0.18505119242693907,0.5270609126926654,0.060318200540991296,0.2527414612248255,0.004417638169425534,0.18233584234606853,0.06917201737597302,0.599922464848601,0.19549591296385724
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_grade,random_forest,20260908,fixed_0_5,0.5,955,304,651,0.5504941789958768,0.35381207496152006,0.5510601099523,0.5332179499066516,0.5460526315789473,0.5560675883256528,0.5528795811518324,0.25119091779891944,0.18540697527385872,0.47643979057591623,0.5517911918725747,0.027516493045959836,0.40733028895888684,0.12299163175763382,0.5366285267713824,0.03817316231508496,0.5052172608859321,0.020928217187110156,0.6049597082234653,0.18433842218731505,0.46829734531929945,0.16021369087068885,0.5320737900061105,0.041664456460255066,0.2536126903023525,0.005994304779944127,0.16319616532364642,0.07112245080146154,0.5547815293599988,0.16910190141930592
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_grade,random_forest,20260908,inner_cv,,955,304,651,0.5504941789958768,0.35381207496152006,0.5611533875010106,0.5442387150711427,0.5493421052631579,0.5729646697388633,0.5654450261780105,0.25119091779891944,0.18540697527385872,0.46596858638743455,0.5517911918725747,0.027516493045959836,0.40733028895888684,0.12299163175763382,0.5198460152176626,0.029247965391302973,0.4778954813946267,0.020534298942261154,0.6094234291957252,0.28172389485414284,0.43026860123960003,0.23862697579701297,0.5258236710378037,0.08274624897715953,0.2536126903023525,0.005994304779944127,0.16319616532364642,0.07112245080146154,0.5848297511803724,0.25232416780304545
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_only,hist_gradient_boosting,20260908,fixed_0_5,0.5,955,304,651,0.5225791292747999,0.32526874267855754,0.5417424609911876,0.5270883428687249,0.5197368421052632,0.5637480798771122,0.5497382198952879,0.25230155809146676,0.19280084994670144,0.46282722513089003,0.5302937870725284,0.030507212136722188,0.37878500671632576,0.11079770929970861,0.5317598587936911,0.060052077308322405,0.505091433811784,0.028389098940440886,0.5902431635410762,0.23815497094704596,0.4732765540463061,0.13993525374785973,0.5357196352650109,0.043743571023496186,0.25376072516672477,0.0035222261366199027,0.164985819301641,0.07174561758398362,0.5518013249965861,0.17226594918898613
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_only,hist_gradient_boosting,20260908,inner_cv,,955,304,651,0.5225791292747999,0.32526874267855754,0.49046254749777674,0.4351834478339253,0.6414473684210527,0.33947772657450076,0.4356020942408377,0.25230155809146676,0.19280084994670144,0.6544502617801047,0.5302937870725284,0.030507212136722188,0.37878500671632576,0.11079770929970861,0.5077895827851986,0.032355201514491824,0.45679001492607973,0.07468661715176604,0.5769098302077429,0.2528427252741485,0.43866933536265423,0.19334461634090533,0.4782509635858128,0.0845516673233641,0.25376072516672477,0.0035222261366199027,0.164985819301641,0.07174561758398362,0.5670644828913229,0.2121067156749611
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_only,logistic_regression,20260908,fixed_0_5,0.5,955,304,651,0.5203634085213033,0.30522756108359583,0.5340619694397284,0.5183534611610868,0.5197368421052632,0.5483870967741935,0.5392670157068062,0.2506145941161531,0.17998558720678404,0.4732984293193717,0.5223910979541998,0.04737615650172703,0.376113348753151,0.12335825389490965,0.5170034241728392,0.05549325993285748,0.5024256017368213,0.059180099736117125,0.5323513475771541,0.14884176015036457,0.5016555007685242,0.10117649221793906,0.5263145227773156,0.05830351542873225,0.2505837728800627,0.0013811855286231928,0.15496415251724013,0.07870868914649536,0.51660886301242,0.11469394501475624
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_only,logistic_regression,20260908,inner_cv,,955,304,651,0.5203634085213033,0.30522756108359583,0.5353656318214892,0.5124997741276811,0.5592105263157895,0.511520737327189,0.5267015706806283,0.2506145941161531,0.17998558720678404,0.5109947643979058,0.5223910979541998,0.04737615650172703,0.376113348753151,0.12335825389490965,0.498821605991021,0.03705463495904004,0.4529523796121505,0.08527434408231227,0.5759877112135177,0.24267075319673012,0.4216555007685242,0.2501355287263917,0.5054449575599244,0.05138001939213121,0.2505837728800627,0.0013811855286231928,0.15496415251724013,0.07870868914649536,0.5792175586645939,0.2437561418304842
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_only,random_forest,20260908,fixed_0_5,0.5,955,304,651,0.5295168364459535,0.33751994992573664,0.5493218934432856,0.539577636778891,0.4934210526315789,0.6052227342549923,0.5696335078534032,0.25279792609524904,0.18833466874620294,0.4261780104712042,0.5315106456606978,0.028138400897713862,0.37917326173127686,0.11069209840217653,0.5309468202024584,0.060791661592048005,0.5052672279062598,0.028233110637049957,0.5714196341293115,0.2691184402954588,0.4904740062756054,0.17364064518789618,0.5452434447888204,0.06271605388544127,0.254496165283076,0.003777868294848017,0.1630487868429115,0.07228931981235567,0.5342574653474633,0.20441559911020754
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_only,random_forest,20260908,inner_cv,,955,304,651,0.5295168364459535,0.33751994992573664,0.5493218934432856,0.539577636778891,0.4934210526315789,0.6052227342549923,0.5696335078534032,0.25279792609524904,0.18833466874620294,0.4261780104712042,0.5315106456606978,0.028138400897713862,0.37917326173127686,0.11069209840217653,0.5309468202024584,0.060791661592048005,0.5052672279062598,0.028233110637049957,0.5714196341293115,0.2691184402954588,0.4904740062756054,0.17364064518789618,0.5452434447888204,0.06271605388544127,0.254496165283076,0.003777868294848017,0.1630487868429115,0.07228931981235567,0.5342574653474633,0.20441559911020754
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex,hist_gradient_boosting,20260908,fixed_0_5,0.5,955,304,651,0.5684397485649608,0.36845250813339864,0.5468939485811303,0.5301797540208136,0.5361842105263158,0.5576036866359447,0.5507853403141362,0.2472018808305273,0.1774281302564716,0.4722513089005236,0.5789512558426114,0.05043098171018249,0.40855201473808156,0.12537598479943668,0.5477019869295148,0.03526323253506633,0.5130105218911521,0.017278521612465892,0.5836449395007269,0.24496806520162417,0.5117590343583026,0.181371917734449,0.546014300795099,0.027984659748735225,0.24937296883597507,0.008045136387209663,0.15786276096744256,0.07642450085288115,0.5225002137981167,0.20966594631330118
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex,hist_gradient_boosting,20260908,inner_cv,,955,304,651,0.5684397485649608,0.36845250813339864,0.4956291939526235,0.45116392749564027,0.6118421052631579,0.3794162826420891,0.45340314136125653,0.2472018808305273,0.1774281302564716,0.6178010471204188,0.5789512558426114,0.05043098171018249,0.40855201473808156,0.12537598479943668,0.5488507216319112,0.045788834741175136,0.48225092999709834,0.10492369891608076,0.644308041105005,0.2216634023526371,0.4533934021588175,0.24324538339503174,0.49351048691256666,0.11120429022114661,0.24937296883597507,0.008045136387209663,0.15786276096744256,0.07642450085288115,0.5854529761387509,0.2224427493232138
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex,logistic_regression,20260908,fixed_0_5,0.5,955,304,651,0.5886060918425096,0.35585505386659183,0.5850184938151831,0.5349565217391304,0.7138157894736842,0.45622119815668205,0.5382198952879581,0.24412845153293597,0.17354069783404627,0.5979057591623037,0.5750811530466058,0.04884852664045945,0.403700044955653,0.11586892402545196,0.564864193890388,0.04976808041184504,0.515241371222698,0.05362096404406417,0.7248701709422772,0.10923637344853936,0.40485821683849876,0.09107424585592852,0.5279124211648181,0.06313154975421219,0.24590875704301776,0.008350113870200406,0.15121246529304214,0.07975456069409641,0.6418151977356711,0.10226030168398544
group_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex,logistic_regression,20260908,inner_cv,,955,304,651,0.5886060918425096,0.35585505386659183,0.5358709273182958,0.47875587125143176,0.6907894736842105,0.38095238095238093,0.47958115183246075,0.24412845153293597,0.17354069783404627,0.6418848167539267,0.5750811530466058,0.04884852664045945,0.403700044955653,0.11586892402545196,0.5473048242962297,0.0467975270315156,0.48974224721062887,0.07636862981703743,0.6836937003540419,0.22762049345425253,0.4109159482384174,0.18158260253659772,0.5087186032867896,0.0909968245861693,0.24590875704301776,0.008350113870200406,0.15121246529304214,0.07975456069409641,0.6273623990723461,0.1973202239735124
