cohort_name,modality,device,task,feature_set,n_subjects,feature_count,numeric_count,categorical_count
behaviour_yiruid_1back_native,behaviour,yiruid,1back,no_information,1412,0,0,0
behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics,1412,3,1,2
behaviour_yiruid_1back_native,behaviour,yiruid,1back,qc,1412,9,9,0
behaviour_yiruid_1back_native,behaviour,yiruid,1back,qc_demographics,1412,12,10,2
behaviour_yiruid_1back_native,behaviour,yiruid,1back,signal,1412,38,38,0
behaviour_yiruid_1back_native,behaviour,yiruid,1back,signal_qc,1412,47,47,0
behaviour_yiruid_1back_native,behaviour,yiruid,1back,signal_demographics,1412,41,39,2
behaviour_yiruid_1back_native,behaviour,yiruid,1back,signal_qc_demographics,1412,50,48,2
behaviour_yiruid_1back_native,behaviour,yiruid,1back,age_only,1412,1,1,0
behaviour_yiruid_1back_native,behaviour,yiruid,1back,sex_only,1412,1,0,1
behaviour_yiruid_1back_native,behaviour,yiruid,1back,grade_only,1412,1,0,1
behaviour_yiruid_1back_native,behaviour,yiruid,1back,grade_group_only,1412,1,0,1
behaviour_yiruid_1back_native,behaviour,yiruid,1back,age_sex,1412,2,1,1
behaviour_yiruid_1back_native,behaviour,yiruid,1back,age_grade,1412,2,1,1
behaviour_yiruid_1back_native,behaviour,yiruid,1back,sex_grade,1412,2,0,2
behaviour_yiruid_1back_native,behaviour,yiruid,1back,age_sex_grade,1412,3,1,2
behaviour_yiruid_1back_native,behaviour,yiruid,1back,age_sex_grade_group,1412,4,1,3
behaviour_yiruid_1back_native,behaviour,yiruid,1back,group_proxy_only,1412,4,0,4
behaviour_yiruid_1back_native,behaviour,yiruid,1back,fnirs_device_only,1412,1,0,1
behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics_group,1412,7,1,6
behaviour_yiruid_1back_native,behaviour,yiruid,1back,demographics_group_device,1412,8,1,7
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,no_information,524,0,0,0
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,demographics,524,3,1,2
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc,524,8,8,0
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,524,11,9,2
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,signal,524,25,25,0
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,signal_qc,524,33,33,0
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,signal_demographics,524,28,26,2
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,signal_qc_demographics,524,36,34,2
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,age_only,524,1,1,0
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,sex_only,524,1,0,1
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,grade_only,524,1,0,1
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,grade_group_only,524,1,0,1
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,age_sex,524,2,1,1
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,age_grade,524,2,1,1
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,sex_grade,524,2,0,2
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,age_sex_grade,524,3,1,2
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,age_sex_grade_group,524,4,1,3
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,group_proxy_only,524,4,0,4
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,fnirs_device_only,524,1,0,1
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,demographics_group,524,7,1,6
behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,demographics_group_device,524,8,1,7
behaviour_yiruid_doors_native,behaviour,yiruid,doors,no_information,843,0,0,0
behaviour_yiruid_doors_native,behaviour,yiruid,doors,demographics,843,3,1,2
behaviour_yiruid_doors_native,behaviour,yiruid,doors,qc,843,8,8,0
behaviour_yiruid_doors_native,behaviour,yiruid,doors,qc_demographics,843,11,9,2
behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal,843,28,28,0
behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_qc,843,36,36,0
behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,843,31,29,2
behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_qc_demographics,843,39,37,2
behaviour_yiruid_doors_native,behaviour,yiruid,doors,age_only,843,1,1,0
behaviour_yiruid_doors_native,behaviour,yiruid,doors,sex_only,843,1,0,1
behaviour_yiruid_doors_native,behaviour,yiruid,doors,grade_only,843,1,0,1
behaviour_yiruid_doors_native,behaviour,yiruid,doors,grade_group_only,843,1,0,1
behaviour_yiruid_doors_native,behaviour,yiruid,doors,age_sex,843,2,1,1
