cohort_name,modality,device,task,feature_set,model,seed,auroc_standard_cv,auprc_standard_cv,balanced_accuracy_standard_cv,macro_f1_standard_cv,auroc_group_cv,auprc_group_cv,balanced_accuracy_group_cv,macro_f1_group_cv,auroc_delta_standard_minus_group,auprc_delta_standard_minus_group,balanced_accuracy_delta_standard_minus_group,macro_f1_delta_standard_minus_group
behaviour_bikom_1back_native,behaviour,bikom,1back,age_grade,hist_gradient_boosting,20260908,0.571461415635864,0.38460849703346767,0.543233082706767,0.498136421045194,0.5493774759479343,0.34867118337927316,0.5464745533187808,0.5385704953047235,0.022083939687929655,0.0359373136541945,-0.0032414706120138526,-0.04043407425952944
behaviour_bikom_1back_native,behaviour,bikom,1back,age_grade,logistic_regression,20260908,0.5950056593095643,0.4008164790992675,0.554450642735872,0.5308580768429727,0.5566688899668526,0.39365565730203567,0.5668404883175682,0.5399667202527005,0.038336769342711685,0.00716082179723182,-0.012389845581696202,-0.009108643409727835
behaviour_bikom_1back_native,behaviour,bikom,1back,age_grade,random_forest,20260908,0.5707236842105263,0.3789585382894165,0.547336082140836,0.5323616671947461,0.5504941789958768,0.35381207496152006,0.5611533875010106,0.5442387150711427,0.0202295052146495,0.02514646332789644,-0.01381730536017467,-0.011877047876396651
behaviour_bikom_1back_native,behaviour,bikom,1back,age_only,hist_gradient_boosting,20260908,0.5636823914625273,0.36044989740437255,0.5541398860053359,0.5406211134048342,0.5225791292747999,0.32526874267855754,0.49046254749777674,0.4351834478339253,0.04110326218772742,0.03518115472581501,0.06367733850755919,0.10543766557090889
behaviour_bikom_1back_native,behaviour,bikom,1back,age_only,logistic_regression,20260908,0.5335996240601504,0.32561869072337446,0.5340619694397284,0.5183534611610868,0.5203634085213033,0.30522756108359583,0.5353656318214892,0.5124997741276811,0.01323621553884713,0.020391129639778627,-0.0013036623817608284,0.005853687033405719
behaviour_bikom_1back_native,behaviour,bikom,1back,age_only,random_forest,20260908,0.5620553399628103,0.35865446974664245,0.5432709798690274,0.5248452591794628,0.5295168364459535,0.33751994992573664,0.5493218934432856,0.539577636778891,0.03253850351685683,0.021134519820905806,-0.006050913574258243,-0.014732377599428248
behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex,hist_gradient_boosting,20260908,0.5998034400517424,0.3849195110190601,0.5518130002425419,0.5249804189886296,0.5684397485649608,0.36845250813339864,0.4956291939526235,0.45116392749564027,0.03136369148678153,0.01646700288566144,0.05618380628991837,0.0738164914929893
behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex,logistic_regression,20260908,0.5958975058614278,0.3665899769268612,0.5708449551297599,0.49736842105263157,0.5886060918425096,0.35585505386659183,0.5358709273182958,0.47875587125143176,0.007291414018918196,0.010734923060269352,0.03497402781146408,0.018612549801199807
behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex,random_forest,20260908,0.5984997776699814,0.3843897803106329,0.5597259277225322,0.5420158233366681,0.5708247433098876,0.3656523008170846,0.4948838830948339,0.4682301715451337,0.027675034360093775,0.018737479493548315,0.06484204462769827,0.0737856517915344
behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex_grade,hist_gradient_boosting,20260908,0.6111321650901448,0.4215883708153657,0.573636712749616,0.5437171524128046,0.5802661896677177,0.39336821779661324,0.5899425984315627,0.5912766091439191,0.030865975422427083,0.02822015301875247,-0.016305885681946686,-0.0475594567311145
behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex_grade,logistic_regression,20260908,0.6304875090953188,0.44543736103941495,0.5913321610477807,0.5812912369179433,0.6021000080847281,0.43068694440490957,0.5920926307704746,0.5786230505895777,0.028387501010590732,0.014750416634505381,-0.0007604697226938351,0.0026681863283655183
behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex_grade,random_forest,20260908,0.6047149122807017,0.41025583961674517,0.5695791899102596,0.5403407915215963,0.5843085536421699,0.38716425648324815,0.590268514027003,0.5910147646626968,0.020406358638531796,0.023091583133497018,-0.0206893241167434,-0.05067397314110045
behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex_grade_group,hist_gradient_boosting,20260908,0.613168505942275,0.4219689951052353,0.5653195488721805,0.5472847876715552,0.5818199733203977,0.3893107154248249,0.5899425984315627,0.5912766091439191,0.03134853262187731,0.03265827968041035,-0.024623049559382215,-0.04399182147236391
behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex_grade_group,logistic_regression,20260908,0.6317583272697873,0.44545775365246815,0.5865141684857305,0.5798595084237249,0.6026886773385075,0.4347462936384234,0.5754507235831514,0.5735030141982158,0.029069649931279806,0.010711460014044771,0.011063444902579045,0.006356494225509102
behaviour_bikom_1back_native,behaviour,bikom,1back,age_sex_grade_group,random_forest,20260908,0.6048715538847118,0.41163986499268623,0.5607036745088527,0.5375271193956557,0.5827168728272294,0.392866942112884,0.5877470894979384,0.5886698405597981,0.022154681057482417,0.018772922879802256,-0.02704341498908569,-0.051142721164142424
behaviour_bikom_1back_native,behaviour,bikom,1back,demographics,hist_gradient_boosting,20260908,0.6111321650901448,0.4215883708153657,0.573636712749616,0.5437171524128046,0.5802661896677177,0.39336821779661324,0.5899425984315627,0.5912766091439191,0.030865975422427083,0.02822015301875247,-0.016305885681946686,-0.0475594567311145
