cv_protocol,cohort_name,modality,device,task,feature_set,model,seed,feature_count,threshold_type,outer_fold,threshold,n_subjects,n_positive,n_negative,auroc,auprc,balanced_accuracy,macro_f1,sensitivity,specificity,accuracy,brier_score,ece,positive_prediction_rate
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,random_forest,20260908,11,inner_cv,0,0.45,99,47,52,0.5495090016366613,0.48853847971945125,0.5697626841243862,0.525283347863993,0.851063829787234,0.28846153846153844,0.5555555555555556,0.24777585123973273,0.03767453432612183,0.7777777777777778
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,random_forest,20260908,11,fixed_0_5,1,0.5,103,33,70,0.509090909090909,0.32722967923862484,0.49502164502164503,0.4609382434104101,0.5757575757575758,0.4142857142857143,0.46601941747572817,0.2529002946700897,0.1760833817892821,0.5825242718446602
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,random_forest,20260908,11,inner_cv,1,0.45,103,33,70,0.509090909090909,0.32722967923862484,0.5136363636363637,0.43641509433962267,0.7272727272727273,0.3,0.4368932038834951,0.2529002946700897,0.1760833817892821,0.7087378640776699
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,random_forest,20260908,11,fixed_0_5,2,0.5,110,48,62,0.605342741935484,0.5112744001968166,0.5856854838709677,0.5724092300057895,0.6875,0.4838709677419355,0.5727272727272728,0.23953417497492602,0.06270057446691876,0.5909090909090909
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,random_forest,20260908,11,inner_cv,2,0.4,110,48,62,0.605342741935484,0.5112744001968166,0.5403225806451613,0.3883523558677202,1.0,0.08064516129032258,0.4818181818181818,0.23953417497492602,0.06270057446691876,0.9545454545454546
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,random_forest,20260908,11,fixed_0_5,3,0.5,108,48,60,0.6256944444444443,0.5405548321401067,0.6104166666666666,0.6089655172413793,0.6041666666666666,0.6166666666666667,0.6111111111111112,0.24275897009664713,0.07689199832238146,0.48148148148148145
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,random_forest,20260908,11,inner_cv,3,0.45,108,48,60,0.6256944444444443,0.5405548321401067,0.5458333333333334,0.4711263050910099,0.875,0.21666666666666667,0.5092592592592593,0.24275897009664713,0.07689199832238146,0.8240740740740741
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,random_forest,20260908,11,fixed_0_5,4,0.5,104,45,59,0.503578154425612,0.42710030729246085,0.5256120527306969,0.508479288295802,0.6444444444444445,0.4067796610169492,0.5096153846153846,0.2535142251743198,0.0722898372616891,0.6153846153846154
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,random_forest,20260908,11,inner_cv,4,0.45,104,45,59,0.503578154425612,0.42710030729246085,0.49322033898305084,0.4183102737709744,0.8,0.1864406779661017,0.4519230769230769,0.2535142251743198,0.0722898372616891,0.8076923076923077
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,fixed_0_5,0,0.5,99,47,52,0.551759410801964,0.495376551921319,0.5509410801963993,0.542466878915477,0.6595744680851063,0.4423076923076923,0.5454545454545454,0.25182871255793593,0.07238499894972053,0.6060606060606061
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,inner_cv,0,0.3,99,47,52,0.551759410801964,0.495376551921319,0.4979541734860884,0.35261569416498995,0.9574468085106383,0.038461538461538464,0.47474747474747475,0.25182871255793593,0.07238499894972053,0.9595959595959596
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,fixed_0_5,1,0.5,103,33,70,0.5099567099567099,0.3239943512039091,0.4861471861471861,0.4643682588597843,0.5151515151515151,0.45714285714285713,0.47572815533980584,0.255079267145148,0.18267051652994007,0.5339805825242718
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,inner_cv,1,0.45,103,33,70,0.5099567099567099,0.3239943512039091,0.5127705627705628,0.44660194174757284,0.696969696969697,0.32857142857142857,0.44660194174757284,0.255079267145148,0.18267051652994007,0.6796116504854369
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,fixed_0_5,2,0.5,110,48,62,0.6066868279569892,0.514153619814179,0.5625,0.5545086370774444,0.625,0.5,0.5545454545454546,0.23810666205143827,0.0583552465727791,0.5545454545454546
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,inner_cv,2,0.3,110,48,62,0.6066868279569892,0.514153619814179,0.5241935483870968,0.3558312655086849,1.0,0.04838709677419355,0.4636363636363636,0.23810666205143827,0.0583552465727791,0.9727272727272728
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,fixed_0_5,3,0.5,108,48,60,0.5258680555555556,0.5007826675106754,0.5020833333333333,0.4993131868131868,0.5208333333333334,0.48333333333333334,0.5,0.25310521848934625,0.07915718325359937,0.5185185185185185
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,inner_cv,3,0.3,108,48,60,0.5258680555555556,0.5007826675106754,0.5291666666666667,0.3990461049284579,0.9583333333333334,0.1,0.48148148148148145,0.25310521848934625,0.07915718325359937,0.9259259259259259
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,fixed_0_5,4,0.5,104,45,59,0.49510357815442557,0.42984271219469444,0.5256120527306969,0.508479288295802,0.6444444444444445,0.4067796610169492,0.5096153846153846,0.2581611559788697,0.10086185609618553,0.6153846153846154
standard_cv,behaviour_yiruid_oddball_native,behaviour,yiruid,oddball,qc_demographics,hist_gradient_boosting,20260908,11,inner_cv,4,0.4,104,45,59,0.49510357815442557,0.42984271219469444,0.5037664783427495,0.39056235221548263,0.8888888888888888,0.11864406779661017,0.4519230769230769,0.2581611559788697,0.10086185609618553,0.8846153846153846
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,fixed_0_5,0,0.5,174,66,108,0.5833333333333333,0.42717396950275327,0.5904882154882154,0.585375816993464,0.5606060606060606,0.6203703703703703,0.5977011494252874,0.24427949722008013,0.10117249233264126,0.4482758620689655
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,inner_cv,0,0.45,174,66,108,0.5833333333333333,0.42717396950275327,0.5875420875420876,0.5573396768758053,0.7121212121212122,0.46296296296296297,0.5574712643678161,0.24427949722008013,0.10117249233264126,0.603448275862069
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,fixed_0_5,1,0.5,167,58,109,0.5657228725086998,0.37766145930465567,0.5626384055678583,0.5389421679744261,0.6206896551724138,0.5045871559633027,0.5449101796407185,0.2524408851402267,0.16281846839670797,0.5389221556886228
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,inner_cv,1,0.45,167,58,109,0.5657228725086998,0.37766145930465567,0.5811452072129073,0.5269461077844312,0.7586206896551724,0.4036697247706422,0.5269461077844312,0.2524408851402267,0.16281846839670797,0.6526946107784432
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,fixed_0_5,2,0.5,158,66,92,0.5503952569169961,0.46137804364430585,0.5204216073781291,0.5063291139240507,0.6060606060606061,0.43478260869565216,0.5063291139240507,0.24991573638202888,0.1152810102587967,0.5822784810126582
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,inner_cv,2,0.45,158,66,92,0.5503952569169961,0.46137804364430585,0.5721343873517787,0.5205838937182221,0.8181818181818182,0.32608695652173914,0.5316455696202531,0.24991573638202888,0.1152810102587967,0.7341772151898734
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,fixed_0_5,3,0.5,171,71,100,0.5711267605633803,0.5085417843681992,0.5519014084507042,0.5379484899271472,0.6338028169014085,0.47,0.5380116959064327,0.25123743025202727,0.15114027767565422,0.5730994152046783
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,inner_cv,3,0.4,171,71,100,0.5711267605633803,0.5085417843681992,0.4991549295774648,0.45207578712733354,0.7183098591549296,0.28,0.4619883040935672,0.25123743025202727,0.15114027767565422,0.7192982456140351
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,fixed_0_5,4,0.5,173,62,111,0.6106509735541993,0.4614685781737066,0.5783929090380703,0.5519792822789493,0.6612903225806451,0.4954954954954955,0.5549132947976878,0.24692890759249078,0.16079154221696934,0.5606936416184971
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,logistic_regression,20260908,31,inner_cv,4,0.45,173,62,111,0.6106509735541993,0.4614685781737066,0.5798459750072653,0.5192030805290473,0.7903225806451613,0.36936936936936937,0.5202312138728323,0.24692890759249078,0.16079154221696934,0.6878612716763006
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,fixed_0_5,0,0.5,174,66,108,0.576459034792368,0.4457737742253727,0.5260942760942762,0.5248844067426366,0.3484848484848485,0.7037037037037037,0.5689655172413793,0.23703002241317025,0.07558781778323281,0.3160919540229885
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,inner_cv,0,0.55,174,66,108,0.576459034792368,0.4457737742253727,0.5155723905723906,0.47915491735716453,0.15151515151515152,0.8796296296296297,0.603448275862069,0.23703002241317025,0.07558781778323281,0.13218390804597702
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,fixed_0_5,1,0.5,167,58,109,0.5869186966149952,0.39736788620734964,0.5105979120531478,0.5029761904761905,0.2413793103448276,0.7798165137614679,0.592814371257485,0.23083972711978898,0.08881178032687338,0.2275449101796407
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,inner_cv,1,0.3,167,58,109,0.5869186966149952,0.39736788620734964,0.542391648212591,0.37150537634408604,0.9655172413793104,0.11926605504587157,0.41317365269461076,0.23083972711978898,0.08881178032687338,0.9101796407185628
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,fixed_0_5,2,0.5,158,66,92,0.5726284584980237,0.48825430601147124,0.5016469038208169,0.48403483309143686,0.24242424242424243,0.7608695652173914,0.5443037974683544,0.24058067569952757,0.07233656962698226,0.24050632911392406
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,inner_cv,2,0.5,158,66,92,0.5726284584980237,0.48825430601147124,0.5016469038208169,0.48403483309143686,0.24242424242424243,0.7608695652173914,0.5443037974683544,0.24058067569952757,0.07233656962698226,0.24050632911392406
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,fixed_0_5,3,0.5,171,71,100,0.5101408450704225,0.4507776547836613,0.4780985915492958,0.4776214833759591,0.36619718309859156,0.59,0.49707602339181284,0.2558448936259055,0.11210319817480839,0.391812865497076
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,inner_cv,3,0.35,171,71,100,0.5101408450704225,0.4507776547836613,0.5004929577464788,0.40877825090075337,0.8309859154929577,0.17,0.4444444444444444,0.2558448936259055,0.11210319817480839,0.8304093567251462
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,fixed_0_5,4,0.5,173,62,111,0.5531095611740773,0.41232896431671406,0.5100261551874455,0.5068567026194144,0.2903225806451613,0.7297297297297297,0.5722543352601156,0.2371394885767807,0.08313187392270417,0.2774566473988439
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,random_forest,20260908,31,inner_cv,4,0.45,173,62,111,0.5531095611740773,0.41232896431671406,0.5409038070328394,0.5310687939612284,0.532258064516129,0.5495495495495496,0.5433526011560693,0.2371394885767807,0.08313187392270417,0.4797687861271676
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,fixed_0_5,0,0.5,174,66,108,0.5794051627384961,0.446277296104701,0.502946127946128,0.5023595023595023,0.3484848484848485,0.6574074074074074,0.5402298850574713,0.23874801644790355,0.10029431886005549,0.3448275862068966
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,inner_cv,0,0.4,174,66,108,0.5794051627384961,0.446277296104701,0.5732323232323232,0.5277373229180458,0.7575757575757576,0.3888888888888889,0.5287356321839081,0.23874801644790355,0.10029431886005549,0.6666666666666666
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,fixed_0_5,1,0.5,167,58,109,0.5754508067067384,0.3686325662940346,0.5257829800695982,0.5189840272322597,0.4827586206896552,0.5688073394495413,0.5389221556886228,0.24106444022882897,0.12957104431703023,0.4491017964071856
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,inner_cv,1,0.5,167,58,109,0.5754508067067384,0.3686325662940346,0.5257829800695982,0.5189840272322597,0.4827586206896552,0.5688073394495413,0.5389221556886228,0.24106444022882897,0.12957104431703023,0.4491017964071856
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,fixed_0_5,2,0.5,158,66,92,0.5988142292490118,0.516474212851471,0.5617588932806324,0.5551801801801801,0.5909090909090909,0.532608695652174,0.5569620253164557,0.24088067305873098,0.07797337267049825,0.5189873417721519
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,inner_cv,2,0.45,158,66,92,0.5988142292490118,0.516474212851471,0.5288208168642952,0.4854258264126364,0.7424242424242424,0.31521739130434784,0.4936708860759494,0.24088067305873098,0.07797337267049825,0.7088607594936709
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,fixed_0_5,3,0.5,171,71,100,0.5108450704225352,0.4525089420707373,0.5276056338028169,0.5231192976415906,0.5352112676056338,0.52,0.5263157894736842,0.26271411353246277,0.11224560801804502,0.5029239766081871
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,inner_cv,3,0.4,171,71,100,0.5108450704225352,0.4525089420707373,0.5211971830985915,0.4775,0.7323943661971831,0.31,0.4853801169590643,0.26271411353246277,0.11224560801804502,0.7076023391812866
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,fixed_0_5,4,0.5,173,62,111,0.5767218831734962,0.41790752735604186,0.5795553618134264,0.5700082850041426,0.5645161290322581,0.5945945945945946,0.5838150289017341,0.24271997129718575,0.12030034801325841,0.4624277456647399
standard_cv,behaviour_yiruid_doors_native,behaviour,yiruid,doors,signal_demographics,hist_gradient_boosting,20260908,31,inner_cv,4,0.35,173,62,111,0.5767218831734962,0.41790752735604186,0.5381429816913688,0.41677961978243494,0.8870967741935484,0.1891891891891892,0.4393063583815029,0.24271997129718575,0.12030034801325841,0.838150289017341
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,fixed_0_5,0,0.5,193,63,130,0.5578754578754579,0.35477648431016306,0.5578754578754579,0.48699154248892473,0.7619047619047619,0.35384615384615387,0.48704663212435234,0.2467387272511793,0.17187981478184636,0.6839378238341969
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,inner_cv,0,0.45,193,63,130,0.5578754578754579,0.35477648431016306,0.5578754578754579,0.48699154248892473,0.7619047619047619,0.35384615384615387,0.48704663212435234,0.2467387272511793,0.17187981478184636,0.6839378238341969
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,fixed_0_5,1,0.5,185,54,131,0.5535764772405993,0.3165669734775426,0.5535764772405993,0.474693363777407,0.7407407407407407,0.366412213740458,0.4756756756756757,0.24639595481251497,0.20280868570845328,0.6648648648648648
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,inner_cv,1,0.45,185,54,131,0.5535764772405993,0.3165669734775426,0.5535764772405993,0.474693363777407,0.7407407407407407,0.366412213740458,0.4756756756756757,0.24639595481251497,0.20280868570845328,0.6648648648648648
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,fixed_0_5,2,0.5,191,60,131,0.595356234096692,0.3630623609501352,0.5953562340966921,0.5130890052356021,0.8166666666666667,0.37404580152671757,0.5130890052356021,0.24257168709908825,0.18520689042648858,0.6858638743455497
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,inner_cv,2,0.45,191,60,131,0.595356234096692,0.3630623609501352,0.5953562340966921,0.5130890052356021,0.8166666666666667,0.37404580152671757,0.5130890052356021,0.24257168709908825,0.18520689042648858,0.6858638743455497
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,fixed_0_5,3,0.5,196,66,130,0.5671328671328671,0.37062830559632265,0.5671328671328671,0.49979166666666663,0.7727272727272727,0.36153846153846153,0.5,0.2453518468110158,0.16165429034966045,0.6836734693877551
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,inner_cv,3,0.45,196,66,130,0.5671328671328671,0.37062830559632265,0.5671328671328671,0.49979166666666663,0.7727272727272727,0.36153846153846153,0.5,0.2453518468110158,0.16165429034966045,0.6836734693877551
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,fixed_0_5,4,0.5,190,61,129,0.5790443512517474,0.3610898831778901,0.5790443512517474,0.5104042559086752,0.7704918032786885,0.3875968992248062,0.5105263157894737,0.2429175773166698,0.17389641526796557,0.6631578947368421
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,logistic_regression,20260908,1,inner_cv,4,0.45,190,61,129,0.5790443512517474,0.3610898831778901,0.5790443512517474,0.5104042559086752,0.7704918032786885,0.3875968992248062,0.5105263157894737,0.2429175773166698,0.17389641526796557,0.6631578947368421
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,random_forest,20260908,1,fixed_0_5,0,0.5,193,63,130,0.5578754578754579,0.35477648431016306,0.5578754578754579,0.48699154248892473,0.7619047619047619,0.35384615384615387,0.48704663212435234,0.24663331664801355,0.16986192017014862,0.6839378238341969
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,random_forest,20260908,1,inner_cv,0,0.45,193,63,130,0.5578754578754579,0.35477648431016306,0.5578754578754579,0.48699154248892473,0.7619047619047619,0.35384615384615387,0.48704663212435234,0.24663331664801355,0.16986192017014862,0.6839378238341969
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,random_forest,20260908,1,fixed_0_5,1,0.5,185,54,131,0.5535764772405993,0.3165669734775426,0.5535764772405993,0.474693363777407,0.7407407407407407,0.366412213740458,0.4756756756756757,0.2461420307610446,0.20048702405261556,0.6648648648648648
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,random_forest,20260908,1,inner_cv,1,0.4,185,54,131,0.5535764772405993,0.3165669734775426,0.5535764772405993,0.474693363777407,0.7407407407407407,0.366412213740458,0.4756756756756757,0.2461420307610446,0.20048702405261556,0.6648648648648648
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,random_forest,20260908,1,fixed_0_5,2,0.5,191,60,131,0.595356234096692,0.3630623609501352,0.5953562340966921,0.5130890052356021,0.8166666666666667,0.37404580152671757,0.5130890052356021,0.241652386800548,0.1836141978247609,0.6858638743455497
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,random_forest,20260908,1,inner_cv,2,0.45,191,60,131,0.595356234096692,0.3630623609501352,0.5953562340966921,0.5130890052356021,0.8166666666666667,0.37404580152671757,0.5130890052356021,0.241652386800548,0.1836141978247609,0.6858638743455497
standard_cv,behaviour_bikom_1back_native,behaviour,bikom,1back,sex_only,random_forest,20260908,1,fixed_0_5,3,0.5,196,66,130,0.5671328671328671,0.37062830559632265,0.5671328671328671,0.49979166666666663,0.7727272727272727,0.36153846153846153,0.5,0.24484909545815356,0.15925314781923397,0.6836734693877551
