fold,epoch,train_loss
1,1,0.9501830802200744
1,2,0.9177915761189431
1,3,0.9040241656096085
1,4,0.8853636943035245
1,5,0.8661774263618895
1,6,0.8447875184302004
1,7,0.8306736383378875
1,8,0.8027811457651742
1,9,0.7902785176816194
1,10,0.7604886319326318
1,11,0.7443556689327548
1,12,0.7208196357910678
1,13,0.695094506933082
1,14,0.6829721631470674
1,15,0.6626747406047323
1,16,0.6348188915608092
1,17,0.618648832629186
1,18,0.60018296845211
1,19,0.5744003827527443
1,20,0.562655678817204
1,21,0.5398820507230225
1,22,0.528682425525618
1,23,0.5168258236802142
1,24,0.49734661649472967
1,25,0.4852886568315281
1,26,0.468388312166522
1,27,0.45385091312183357
1,28,0.4480698639931886
1,29,0.42797251388152935
1,30,0.41834906169346403
1,31,0.4043799899749874
1,32,0.394077616078513
1,33,0.38722054095742126
1,34,0.37179159100011266
1,35,0.3658741753293861
1,36,0.35524541556094746
1,37,0.3417357292419635
1,38,0.33423990612814886
1,39,0.3267955308930474
1,40,0.3225815652505211
1,41,0.3145722941212032
1,42,0.3004531213400527
1,43,0.2943207155103269
1,44,0.2905846722192646
1,45,0.28285463922512455
1,46,0.2690446223161235
1,47,0.27338517517406746
1,48,0.26262758959154164
1,49,0.2644848885558407
1,50,0.24026508740386607
1,51,0.24535665776788818
1,52,0.2452425203338173
1,53,0.23579879493817038
1,54,0.23898662339826549
1,55,0.22926487796795295
1,56,0.21368515324888762
1,57,0.22396264396469046
1,58,0.21891609764432315
1,59,0.20714841644216028
1,60,0.2119828513042527
1,61,0.2129454356357918
1,62,0.19613079791483673
1,63,0.19549605907490536
1,64,0.19053631363818363
1,65,0.19627974964446904
1,66,0.18779370850472718
1,67,0.17600429025681122
1,68,0.1788378381025717
1,69,0.1803038330829662
1,70,0.17461365452094108
1,71,0.16686844210261884
1,72,0.1597284973130463
1,73,0.16755161175261374
1,74,0.16242278644942348
1,75,0.16006506035416762
1,76,0.16148755727162273
1,77,0.15468466897373614
1,78,0.15192171658233086
1,79,0.1501162101670822
1,80,0.14989637430780423
2,1,0.9469395909250152
2,2,0.919049184514869
2,3,0.9023811069334516
2,4,0.8897594002463063
2,5,0.8729787942785654
2,6,0.8550130550905785
2,7,0.8371468915702394
2,8,0.8216973202569144
2,9,0.809034900635666
2,10,0.7851734494570619
2,11,0.7704842893973641
2,12,0.7487306443060407
2,13,0.728648617030671
2,14,0.7116300922743282
2,15,0.6927846281424813
2,16,0.6651954532410047
2,17,0.6524691951941259
2,18,0.6338711288404761
2,19,0.6137031161266825
2,20,0.6114301200238814
2,21,0.5820465352594483
2,22,0.5719602694792777
2,23,0.5588844575867149
2,24,0.5455205634884213
2,25,0.5290423615008407
2,26,0.5061267494044689
2,27,0.49611394172129425
2,28,0.48440507813270045
2,29,0.4837607471098811
2,30,0.4654753700546596
2,31,0.4452701355359569
2,32,0.4391449158606322
2,33,0.42438911318038564
2,34,0.42457593931174425
2,35,0.4109824170237002
2,36,0.3859778448291447
2,37,0.38910679176727436
2,38,0.38089400085603226
2,39,0.3623090538178912
2,40,0.36818831529676543
2,41,0.35286166921535633
2,42,0.3459612927081422
2,43,0.33184862895781947
2,44,0.3250407549720373
2,45,0.32109749909513485
2,46,0.3098745175770351
2,47,0.30803121709675524
2,48,0.2995843261665439
2,49,0.29154008978642293
2,50,0.2873470450965514
2,51,0.2798181156749311
2,52,0.2794090065156451
2,53,0.27386038634717835
2,54,0.2622347268628778
2,55,0.2591556373590268
2,56,0.2542256183505799
2,57,0.2466110787036256
2,58,0.2446860399860773
2,59,0.23729468965382308
2,60,0.23832526543866034
2,61,0.23475411330691034
2,62,0.23213580093398598
2,63,0.21994917844393239
2,64,0.2186462265549239
2,65,0.2216021030308297
2,66,0.21165443327486144
2,67,0.21168778466511956
2,68,0.20650866553650138
2,69,0.20845936683023938
2,70,0.19939033543656332
2,71,0.19127147802099678
2,72,0.18949119783706547
2,73,0.1875121001593815
2,74,0.18900821556956132
2,75,0.19120283734909496
2,76,0.18955010781932322
2,77,0.17704127590108362
2,78,0.18311290683583442
2,79,0.17780743580982553
2,80,0.1685601998097408
3,1,0.9495878819353092
3,2,0.9240172975552008
3,3,0.9120969713104438
3,4,0.894351147346615
3,5,0.8805241569969224
3,6,0.8655904494457364
3,7,0.8441196735601247
3,8,0.8277784123183778
3,9,0.8154519659391841
3,10,0.7957483641109111
3,11,0.7751798374312264
3,12,0.7642562148733909
3,13,0.7403034267958647
3,14,0.7243685159623993
3,15,0.7049541025428299
3,16,0.6871053768981318
3,17,0.67162922783668
3,18,0.6423065455063529
3,19,0.6244751525961835
3,20,0.6126920188435857
3,21,0.6001061649055954
3,22,0.5803189211010192
3,23,0.5683529188173898
3,24,0.5471457244816774
3,25,0.5400904248590055
3,26,0.5226745744299445
3,27,0.5147851244633243
3,28,0.5006465449096253
3,29,0.48906869214514026
3,30,0.4734814348428146
3,31,0.46176123063756813
3,32,0.4515074306393262
3,33,0.43764782414673276
3,34,0.4244255432801217
3,35,0.4131452143192291
3,36,0.4040744167677364
3,37,0.3933644927806736
3,38,0.3898524725289078
3,39,0.37982005565803245
3,40,0.3710638593812907
3,41,0.3546881869157649
3,42,0.3528376377147177
3,43,0.3430680582612198
3,44,0.3314733867134367
3,45,0.32824692250408743
3,46,0.32066820089861475
3,47,0.30284848170621054
3,48,0.3134948395609115
3,49,0.3045542393782124
3,50,0.29131481088466527
3,51,0.2857320296653309
3,52,0.27961970514022044
3,53,0.2710694987211168
3,54,0.28100930570815663
3,55,0.2634837573729687
3,56,0.2614506770920309
3,57,0.2537322993974508
3,58,0.25035694204502223
3,59,0.24928470409434775
3,60,0.23796012627412072
3,61,0.23814609378391172
3,62,0.2383589378054838
3,63,0.22342927272645582
3,64,0.2233459973557395
3,65,0.22715700413129344
3,66,0.2164136995069729
3,67,0.21190349683628318
3,68,0.2009227785357037
3,69,0.20340972537209528
3,70,0.2030452944292045
3,71,0.20070412866077067
3,72,0.2075417791464314
3,73,0.1945902699176569
3,74,0.1861946231089764
3,75,0.1927525948571122
3,76,0.18287094330750636
3,77,0.18153230494223765
3,78,0.180661164131594
3,79,0.1711762050941864
3,80,0.16113388899320402
4,1,0.9428139077210278
4,2,0.9166905109926781
4,3,0.8971246029279247
4,4,0.8804051635428245
4,5,0.8656357208394115
4,6,0.8444381404367293
4,7,0.8266927207478826
4,8,0.8154458244394812
4,9,0.7945242953596648
4,10,0.7770791050069821
4,11,0.7557721130596184
4,12,0.7356584416413159
4,13,0.7160410244272363
4,14,0.6945743605216838
4,15,0.679235821925335
4,16,0.6657093352412585
4,17,0.6377748876624967
4,18,0.6251757781698096
4,19,0.6002921241780986
4,20,0.5950766002169307
4,21,0.5677271035517225
4,22,0.5499587723557253
4,23,0.5427210243962566
4,24,0.5250956560513989
4,25,0.513415860648481
4,26,0.4912112155316039
4,27,0.48856039169412224
4,28,0.46943271067571934
4,29,0.46031251808871393
4,30,0.4506733060253333
4,31,0.4309802432978375
4,32,0.4168471051669269
4,33,0.41207899606746173
4,34,0.40334204709307747
4,35,0.39088622753664576
4,36,0.38357557421145233
4,37,0.37059759890070615
4,38,0.36201567475840174
4,39,0.35240910891790567
4,40,0.3507566466834975
4,41,0.33693987306970985
4,42,0.3340154818681456
4,43,0.3225644314141007
4,44,0.3150652931158587
4,45,0.3044985654931631
4,46,0.3095180685660854
4,47,0.29520245146307145
4,48,0.29074609575804716
4,49,0.28162802367106726
4,50,0.2757541861223138
4,51,0.27029149854405327
4,52,0.26109958703843705
4,53,0.2563912136399228
4,54,0.25387012690120603
4,55,0.24833843796889973
4,56,0.24606147445506932
4,57,0.24459524554495485
4,58,0.22866757723115247
4,59,0.24161722932172858
4,60,0.2245560171811477
4,61,0.22371519592978198
4,62,0.21220148433439479
