L_id,task,feature_status,feature_error,sfreq,n_epochs_total,n_epochs_good,bad_epoch_rate,n_channels_used,duration_sec_loaded
L2906,rest,ok,,250.0,60,26,0.5666666666666667,32,302.996
L2908,rest,ok,,250.0,61,34,0.4426229508196722,32,308.996
L2909,rest,ok,,250.0,60,56,0.06666666666666665,32,301.996
L2911,rest,ok,,250.0,75,21,0.72,32,377.996
L2918,rest,ok,,250.0,62,36,0.4193548387096774,32,311.996
L292,rest,ok,,250.0,66,60,0.09090909090909094,32,330.996
L2921,rest,ok,,250.0,64,41,0.359375,32,320.996
L2922,rest,ok,,250.0,61,57,0.06557377049180324,32,304.996
L2923,rest,ok,,250.0,61,29,0.5245901639344263,32,308.996
L2926,rest,ok,,250.0,61,46,0.24590163934426235,32,306.996
L293,rest,ok,,250.0,63,43,0.31746031746031744,32,317.996
L2936,rest,ok,,250.0,60,49,0.18333333333333335,32,303.996
L294,rest,ok,,250.0,66,66,0.0,32,330.996
L2945,rest,fail,too_few_good_epochs:8,250.0,60,8,0.8666666666666667,32,302.996
L2946,rest,ok,,250.0,63,62,0.015873015873015928,32,315.996
L295,rest,ok,,250.0,66,64,0.030303030303030276,32,333.996
L2957,rest,ok,,250.0,62,56,0.09677419354838712,32,311.996
L2958,rest,fail,too_few_good_epochs:18,250.0,62,18,0.7096774193548387,32,309.996
L296,rest,ok,,250.0,63,60,0.04761904761904767,32,314.996
L2960,rest,ok,,250.0,60,59,0.01666666666666672,32,303.996
L2961,rest,ok,,250.0,64,64,0.0,32,323.996
L297,rest,ok,,250.0,66,65,0.015151515151515138,32,329.996
L2975,rest,fail,too_few_good_epochs:10,250.0,78,10,0.8717948717948718,32,390.996
L298,rest,ok,,250.0,64,45,0.296875,32,320.996
L2983,rest,ok,,250.0,62,59,0.048387096774193505,32,312.996
L299,rest,ok,,250.0,71,70,0.014084507042253502,32,354.996
L2991,rest,ok,,250.0,129,117,0.09302325581395354,32,644.996
L300,rest,ok,,250.0,63,54,0.1428571428571429,32,318.996
L3003,rest,ok,,250.0,62,38,0.3870967741935484,32,310.996
L3006,rest,ok,,250.0,64,47,0.265625,32,319.996
L3007,rest,ok,,250.0,66,23,0.6515151515151515,32,330.996
L3010,rest,ok,,250.0,62,55,0.11290322580645162,32,311.996
L3011,rest,ok,,250.0,62,51,0.17741935483870963,32,310.996
L3019,rest,ok,,250.0,60,55,0.08333333333333337,32,301.996
L302,rest,ok,,250.0,64,42,0.34375,32,321.996
L3020,rest,fail,too_few_good_epochs:11,250.0,64,11,0.828125,32,320.996
L3023,rest,ok,,250.0,61,59,0.032786885245901676,32,304.996
L3024,rest,ok,,250.0,63,55,0.12698412698412698,32,314.996
L3026,rest,ok,,250.0,80,64,0.19999999999999996,32,400.996
L3027,rest,ok,,250.0,62,49,0.20967741935483875,32,312.996
L3028,rest,ok,,250.0,68,67,0.014705882352941124,32,341.996
L3029,rest,ok,,250.0,62,35,0.4354838709677419,32,311.996
L304,rest,ok,,250.0,65,39,0.4,32,326.996
L305,rest,ok,,250.0,63,63,0.0,32,316.996
L307,rest,ok,,250.0,64,63,0.015625,32,321.996
L309,rest,ok,,250.0,76,70,0.07894736842105265,32,383.996
L3098,rest,ok,,250.0,69,56,0.18840579710144922,32,345.996
L31,rest,fail,too_few_good_epochs:18,250.0,60,18,0.7,32,302.996
L3102,rest,ok,,250.0,62,57,0.08064516129032262,32,309.996
L311,rest,ok,,250.0,64,57,0.109375,32,321.996
L312,rest,ok,,250.0,66,46,0.303030303030303,32,329.996
L313,rest,ok,,250.0,66,61,0.0757575757575758,32,332.996
L3131,rest,ok,,250.0,73,41,0.4383561643835616,32,366.996
L3135,rest,ok,,250.0,60,60,0.0,32,301.996
L3136,rest,ok,,250.0,62,58,0.06451612903225812,32,310.996
L3137,rest,fail,too_few_good_epochs:0,250.0,61,0,1.0,32,307.996
L315,rest,ok,,250.0,66,61,0.0757575757575758,32,330.996
L316,rest,ok,,250.0,68,60,0.11764705882352944,32,341.996
L317,rest,ok,,250.0,64,58,0.09375,32,321.996
L3179,rest,ok,,250.0,64,64,0.0,32,321.996
L318,rest,ok,,250.0,67,56,0.16417910447761197,32,335.996
L3180,rest,ok,,250.0,73,56,0.23287671232876717,32,367.996
L3182,rest,ok,,250.0,64,55,0.140625,32,319.996
L3184,rest,ok,,250.0,61,36,0.4098360655737705,32,306.996
L3185,rest,ok,,250.0,61,41,0.3278688524590164,32,308.996
L3186,rest,ok,,250.0,60,34,0.43333333333333335,32,301.996
L319,rest,ok,,250.0,63,40,0.3650793650793651,32,317.996
L320,rest,ok,,250.0,65,62,0.0461538461538461,32,325.996
L322,rest,ok,,250.0,63,56,0.11111111111111116,32,316.996
L323,rest,ok,,250.0,64,56,0.125,32,320.996
L3236,rest,ok,,250.0,62,50,0.19354838709677424,32,310.996
L3237,rest,ok,,250.0,63,23,0.6349206349206349,32,318.996
L324,rest,ok,,250.0,61,46,0.24590163934426235,32,304.996
L325,rest,fail,too_few_good_epochs:17,250.0,63,17,0.7301587301587302,32,317.996
L326,rest,ok,,250.0,64,27,0.578125,32,323.996
L327,rest,ok,,250.0,66,53,0.19696969696969702,32,330.996
L330,rest,ok,,250.0,65,53,0.18461538461538463,32,328.996
L331,rest,ok,,250.0,72,61,0.1527777777777778,32,359.996
L332,rest,ok,,250.0,63,47,0.25396825396825395,32,316.996
L333,rest,ok,,250.0,63,33,0.47619047619047616,32,317.996
L335,rest,ok,,250.0,63,61,0.031746031746031744,32,317.996
L336,rest,ok,,250.0,63,61,0.031746031746031744,32,314.996
L337,rest,ok,,250.0,66,54,0.18181818181818177,32,329.996
L338,rest,ok,,250.0,64,36,0.4375,32,322.996
L339,rest,ok,,250.0,64,41,0.359375,32,321.996
L340,rest,ok,,250.0,65,58,0.10769230769230764,32,325.996
L3403,rest,ok,,250.0,62,42,0.32258064516129037,32,311.996
L3406,rest,ok,,250.0,64,52,0.1875,32,320.996
L3407,rest,ok,,250.0,64,61,0.046875,32,320.996
L3409,rest,ok,,250.0,63,38,0.39682539682539686,32,317.996
L3411,rest,ok,,250.0,70,41,0.41428571428571426,32,349.996
L3414,rest,ok,,250.0,76,57,0.25,32,380.996
L3415,rest,ok,,250.0,64,62,0.03125,32,320.996
L3422,rest,ok,,250.0,64,38,0.40625,32,319.996
L3424,rest,ok,,250.0,63,53,0.15873015873015872,32,315.996
L3425,rest,ok,,250.0,68,51,0.25,32,341.996
L3426,rest,ok,,250.0,64,59,0.078125,32,320.996
L3427,rest,ok,,250.0,69,64,0.07246376811594202,32,347.996
L3428,rest,ok,,250.0,64,40,0.375,32,320.996
L3429,rest,ok,,250.0,60,46,0.23333333333333328,32,302.996
L3430,rest,ok,,250.0,72,37,0.48611111111111116,32,361.996
L3431,rest,ok,,250.0,62,52,0.16129032258064513,32,312.996
L3432,rest,ok,,250.0,73,51,0.3013698630136986,32,367.996
L3433,rest,ok,,250.0,62,59,0.048387096774193505,32,311.996
L3434,rest,ok,,250.0,68,57,0.16176470588235292,32,342.996
L3435,rest,ok,,250.0,82,61,0.25609756097560976,32,413.996
L3436,rest,ok,,250.0,63,54,0.1428571428571429,32,316.996
L3437,rest,ok,,250.0,68,61,0.1029411764705882,32,339.996
L3438,rest,ok,,250.0,60,52,0.1333333333333333,32,302.996
L3439,rest,ok,,250.0,69,35,0.49275362318840576,32,348.996
L344,rest,ok,,250.0,68,44,0.3529411764705882,32,343.996
L3441,rest,ok,,250.0,65,46,0.29230769230769227,32,327.996
L3443,rest,ok,,250.0,60,41,0.31666666666666665,32,303.996
L3444,rest,ok,,250.0,60,51,0.15000000000000002,32,302.996
L3445,rest,ok,,250.0,69,60,0.13043478260869568,32,345.996
L3446,rest,ok,,250.0,63,49,0.2222222222222222,32,315.996
L3447,rest,ok,,250.0,60,55,0.08333333333333337,32,301.996
L3448,rest,ok,,250.0,61,50,0.180327868852459,32,306.996
L345,rest,ok,,250.0,62,61,0.016129032258064502,32,311.996
L3450,rest,ok,,250.0,70,62,0.11428571428571432,32,352.996
L3452,rest,ok,,250.0,64,27,0.578125,32,320.996
L346,rest,ok,,250.0,63,39,0.38095238095238093,32,317.996
L3463,rest,ok,,250.0,64,53,0.171875,32,323.996
L3464,rest,ok,,250.0,65,49,0.24615384615384617,32,327.996
L3465,rest,ok,,250.0,60,49,0.18333333333333335,32,301.996
L3467,rest,ok,,250.0,61,41,0.3278688524590164,32,304.996
L347,rest,ok,,250.0,63,63,0.0,32,318.996
L3478,rest,ok,,250.0,65,61,0.06153846153846154,32,324.996
L3479,rest,ok,,250.0,68,56,0.17647058823529416,32,339.996
L348,rest,ok,,250.0,62,55,0.11290322580645162,32,311.996
L3481,rest,ok,,250.0,66,24,0.6363636363636364,32,331.996
L3486,rest,ok,,250.0,71,70,0.014084507042253502,32,354.996
L3487,rest,ok,,250.0,66,65,0.015151515151515138,32,332.996
L3488,rest,ok,,250.0,63,62,0.015873015873015928,32,317.996
L349,rest,ok,,250.0,63,60,0.04761904761904767,32,317.996
L3492,rest,ok,,250.0,67,57,0.14925373134328357,32,334.996
L3493,rest,ok,,250.0,62,31,0.5,32,311.996
L3496,rest,ok,,250.0,78,73,0.0641025641025641,32,390.996
L3497,rest,ok,,250.0,62,53,0.14516129032258063,32,310.996
L3498,rest,ok,,250.0,62,61,0.016129032258064502,32,312.996
L3499,rest,ok,,250.0,64,54,0.15625,32,320.996
L350,rest,ok,,250.0,62,50,0.19354838709677424,32,313.996
L3500,rest,ok,,250.0,63,56,0.11111111111111116,32,317.996
L3501,rest,ok,,250.0,62,62,0.0,32,310.996
L3502,rest,ok,,250.0,92,60,0.34782608695652173,32,462.996
L3503,rest,ok,,250.0,68,63,0.07352941176470584,32,340.996
L3505,rest,ok,,250.0,66,51,0.2272727272727273,32,333.996
L3506,rest,ok,,250.0,64,60,0.0625,32,319.996
L3507,rest,ok,,250.0,81,54,0.33333333333333337,32,407.996
L3509,rest,ok,,250.0,64,58,0.09375,32,321.996
L3510,rest,ok,,250.0,64,63,0.015625,32,321.996
L3512,rest,ok,,250.0,62,59,0.048387096774193505,32,313.996
L3514,rest,ok,,250.0,71,69,0.028169014084507005,32,357.996
L3515,rest,ok,,250.0,68,59,0.13235294117647056,32,339.996
L3516,rest,ok,,250.0,70,48,0.3142857142857143,32,350.996
L3517,rest,ok,,250.0,65,58,0.10769230769230764,32,325.996
L3518,rest,ok,,250.0,116,99,0.14655172413793105,32,583.996
L3519,rest,ok,,250.0,67,65,0.02985074626865669,32,335.996
L3520,rest,ok,,250.0,63,48,0.23809523809523814,32,318.996
L3521,rest,ok,,250.0,62,48,0.22580645161290325,32,310.996
L3522,rest,ok,,250.0,66,51,0.2272727272727273,32,330.996
L3527,rest,ok,,250.0,62,45,0.27419354838709675,32,312.996
L3528,rest,ok,,250.0,68,60,0.11764705882352944,32,342.996
L3529,rest,ok,,250.0,87,68,0.2183908045977011,32,436.996
L353,rest,ok,,250.0,63,48,0.23809523809523814,32,316.996
L3530,rest,ok,,250.0,64,63,0.015625,32,323.996
L3531,rest,ok,,250.0,63,57,0.09523809523809523,32,316.996
L3532,rest,ok,,250.0,65,64,0.01538461538461533,32,327.996
L3533,rest,ok,,250.0,67,63,0.05970149253731338,32,338.996
L3534,rest,ok,,250.0,65,63,0.03076923076923077,32,327.996
L3535,rest,ok,,250.0,64,26,0.59375,32,323.996
L3536,rest,ok,,250.0,90,84,0.06666666666666665,32,449.996
L3539,rest,ok,,250.0,64,43,0.328125,32,323.996
L354,rest,ok,,250.0,65,44,0.32307692307692304,32,326.996
L3540,rest,ok,,250.0,62,60,0.032258064516129004,32,313.996
L3542,rest,ok,,250.0,62,58,0.06451612903225812,32,313.996
L3543,rest,ok,,250.0,68,60,0.11764705882352944,32,343.996
L3544,rest,ok,,250.0,62,44,0.29032258064516125,32,311.996
L3545,rest,ok,,250.0,64,55,0.140625,32,320.996
L3547,rest,ok,,250.0,67,67,0.0,32,335.996
L3548,rest,ok,,250.0,62,61,0.016129032258064502,32,311.996
L3550,rest,ok,,250.0,69,59,0.14492753623188404,32,344.996
L3551,rest,ok,,250.0,66,65,0.015151515151515138,32,330.996
L3552,rest,ok,,250.0,68,43,0.36764705882352944,32,343.996
L3553,rest,ok,,250.0,61,61,0.0,32,305.996
L3554,rest,ok,,250.0,65,51,0.2153846153846154,32,326.996
L3555,rest,ok,,250.0,83,83,0.0,32,417.996
L3557,rest,ok,,250.0,64,59,0.078125,32,321.996
L3559,rest,ok,,250.0,62,59,0.048387096774193505,32,312.996
L356,rest,ok,,250.0,64,55,0.140625,32,319.996
L3560,rest,ok,,250.0,63,61,0.031746031746031744,32,314.996
L3561,rest,ok,,250.0,64,41,0.359375,32,320.996
L3562,rest,fail,too_few_good_epochs:19,250.0,62,19,0.6935483870967742,32,311.996
L3563,rest,ok,,250.0,62,57,0.08064516129032262,32,312.996
L3564,rest,ok,,250.0,65,41,0.36923076923076925,32,324.996
L3565,rest,ok,,250.0,84,81,0.0357142857142857,32,423.996
L3566,rest,ok,,250.0,62,53,0.14516129032258063,32,311.996
L3567,rest,ok,,250.0,69,46,0.33333333333333337,32,345.996
L3568,rest,ok,,250.0,62,57,0.08064516129032262,32,311.996
L3569,rest,ok,,250.0,64,61,0.046875,32,320.996
L357,rest,ok,,250.0,66,56,0.1515151515151515,32,330.996
L3570,rest,ok,,250.0,62,49,0.20967741935483875,32,312.996
L3571,rest,ok,,250.0,63,61,0.031746031746031744,32,318.996
L3572,rest,ok,,250.0,63,59,0.06349206349206349,32,315.996
L3573,rest,ok,,250.0,63,63,0.0,32,314.996
L3574,rest,ok,,250.0,64,63,0.015625,32,320.996
L3575,rest,ok,,250.0,68,68,0.0,32,342.996
L3577,rest,ok,,250.0,68,60,0.11764705882352944,32,339.996
L3578,rest,ok,,250.0,61,48,0.21311475409836067,32,304.996
L3579,rest,ok,,250.0,64,33,0.484375,32,319.996
L358,rest,ok,,250.0,63,46,0.2698412698412699,32,316.996
L3580,rest,ok,,250.0,62,56,0.09677419354838712,32,312.996
L3581,rest,ok,,250.0,62,53,0.14516129032258063,32,309.996
L3582,rest,ok,,250.0,64,64,0.0,32,322.996
L3583,rest,ok,,250.0,69,55,0.2028985507246377,32,347.996
L3584,rest,ok,,250.0,64,64,0.0,32,321.996
L3585,rest,ok,,250.0,82,75,0.08536585365853655,32,411.996
L3586,rest,ok,,250.0,62,59,0.048387096774193505,32,310.996
L3587,rest,ok,,250.0,63,57,0.09523809523809523,32,314.996
L3588,rest,ok,,250.0,67,52,0.22388059701492535,32,335.996
L3589,rest,ok,,250.0,72,69,0.04166666666666663,32,361.996
L359,rest,ok,,250.0,75,69,0.07999999999999996,32,377.996
L3590,rest,fail,too_few_good_epochs:16,250.0,56,16,0.7142857142857143,32,281.996
L3591,rest,ok,,250.0,64,52,0.1875,32,322.996
L3592,rest,ok,,250.0,61,56,0.08196721311475408,32,307.996
L3593,rest,ok,,250.0,73,68,0.06849315068493156,32,368.996
L3594,rest,ok,,250.0,68,61,0.1029411764705882,32,341.996
L3595,rest,ok,,250.0,64,64,0.0,32,321.996
L3597,rest,ok,,250.0,75,58,0.22666666666666668,32,378.996
L3598,rest,ok,,250.0,73,52,0.28767123287671237,32,364.996
L3599,rest,ok,,250.0,62,43,0.30645161290322576,32,311.996
L3600,rest,ok,,250.0,62,60,0.032258064516129004,32,310.996
L3602,rest,ok,,250.0,62,58,0.06451612903225812,32,312.996
L3603,rest,ok,,250.0,64,64,0.0,32,322.996
L3604,rest,ok,,250.0,64,64,0.0,32,322.996
L3605,rest,ok,,250.0,66,55,0.16666666666666663,32,330.996
L3606,rest,ok,,250.0,62,60,0.032258064516129004,32,312.996
L3607,rest,ok,,250.0,65,62,0.0461538461538461,32,327.996
L3608,rest,ok,,250.0,62,60,0.032258064516129004,32,310.996
L3609,rest,ok,,250.0,111,96,0.1351351351351351,32,557.996
L361,rest,ok,,250.0,79,72,0.08860759493670889,32,396.996
L3610,rest,ok,,250.0,61,53,0.1311475409836066,32,305.996
L3611,rest,ok,,250.0,95,90,0.052631578947368474,32,476.996
L3613,rest,ok,,250.0,63,63,0.0,32,318.996
L3614,rest,ok,,250.0,67,61,0.08955223880597019,32,337.996
L3616,rest,ok,,250.0,72,70,0.02777777777777779,32,363.996
